,PROVINCE,SSP,YEAR,GDP,POP,CCF,人均CCF,BA,LDP,UR,FCE_P,FCE,SLUDGE_PRED,Region,EPROVINCE,result-,result+,Sum_new_standard_future_GHG_After_AD,Sum_new_standard_future_GHG_After_AD-,Sum_new_standard_future_GHG_After_AD+
0,安徽省,SSP1,2020,23843.73183,56575361.4,1239000415,60,2119.426694,34933.26056,55.86084458,8006.347021,2663.45669,546168.277,Central region,Anhui,588609.3773,513864.0915,0.350913118,0.378181525,0.330157679
1,安徽省,SSP1,2021,25024.458,56564426.9,1238760949,60,2169.022965,37322.19304,56.36890172,8124.404538,2726.785019,557120.3003,Central region,Anhui,558233.636,548006.555,0.357949793,0.358665111,0.352094212
2,安徽省,SSP1,2022,26185.4538,56524502.2,1237886598,60,2215.229725,39656.36862,56.82730401,8228.841386,2782.33158,593128.8155,Central region,Anhui,558532.4563,585485.3935,0.381085264,0.358857103,0.376174365
3,安徽省,SSP1,2023,27313.49053,56458481,1236440734,60,2258.108495,41912.50756,57.24015438,8320.905125,2830.589887,624149.5093,Central region,Anhui,589171.5065,596060.5693,0.40101606,0.378542693,0.382968916
4,安徽省,SSP1,2024,28394.88851,56369267.45,1234486957,60,2297.753002,44070.53544,57.61137192,8401.810736,2872.10225,641267.9038,Central region,Anhui,617406.0748,612706.9303,0.412014628,0.396683403,0.393664203
5,安徽省,SSP1,2025,29415.43756,56259767.6,1232088910,60,2334.282846,46114.17194,57.94466463,8472.717329,2907.438249,647642.1158,Central region,Anhui,621653.2133,643440.316,0.416110059,0.39941219,0.413410403
6,安徽省,SSP1,2026,30367.77555,56132973.95,1229312130,60,2367.837481,48031.22812,58.24351226,8534.712584,2937.182306,623084.7568,Central region,Anhui,634586.7253,658873.028,0.400331956,0.407721971,0.42332592
7,安徽省,SSP1,2027,31277.75892,55992371.1,1226232927,60,2398.570674,49813.62496,58.51115761,8588.803486,2961.94241,623983.6475,Central region,Anhui,615469.0193,788285.5658,0.400909494,0.395438845,0.506473476
8,安徽省,SSP1,2028,32180.74944,55841580.45,1222930612,60,2426.645579,51457.17323,58.75060447,8635.911996,2982.322763,640774.7858,Central region,Anhui,612083.7263,778641.5493,0.4116978,0.393263794,0.500277195
9,安徽省,SSP1,2029,33113.76854,55684202.5,1219484035,60,2452.230446,52961.17288,58.96462067,8676.874437,2998.908539,674075.9065,Central region,Anhui,612057.7573,774941.8503,0.43309377,0.393247109,0.497900139
10,安徽省,SSP1,2030,34115.55157,55523883.35,1215973046,60,2475.495016,54327.89596,59.15574496,8712.443583,3012.264715,679407.0255,Central region,Anhui,621755.769,772051.1005,0.436519014,0.399478082,0.496042832
11,安徽省,SSP1,2031,35294.68296,55363682.95,1212464657,60,2496.607539,55562.01411,59.32629675,8743.292574,3022.898873,687485.32,Central region,Anhui,626813.92,772040.5115,0.441709318,0.402727944,0.496036029
12,安徽省,SSP1,2032,36574.8215,55204311.9,1208974431,60,2515.732417,56670.02254,59.47838764,8770.020016,3031.162136,776588.0525,Central region,Anhui,622639.8628,734823.9538,0.498957824,0.400046112,0.47212439
13,安徽省,SSP1,2033,37943.17835,55045905.1,1205505322,60,2533.028374,57659.69911,59.61393418,8793.155734,3037.343852,729221.546,Central region,Anhui,620001.4298,733355.4153,0.468524843,0.398350919,0.471180854
14,安徽省,SSP1,2034,39386.27513,54888588.9,1202060097,60,2548.647113,58539.62411,59.73467117,8813.166799,3041.703851,721821.389,Central region,Anhui,632172.4333,740926.4603,0.463770242,0.406170788,0.476045251
15,安徽省,SSP1,2035,40889.62932,54732507.7,1198641918,60,2562.732388,59318.77449,59.84216525,8830.46356,3044.475919,717082.8518,Central region,Anhui,608986.9583,739693.49,0.460725732,0.391274121,0.475253067
16,安徽省,SSP1,2036,42453.12628,54577605.45,1195249559,60,2575.41941,60006.19626,59.93782818,8845.405478,3045.857777,723536.3803,Central region,Anhui,633243.6973,741575.8938,0.464872124,0.406859075,0.476462512
17,安徽省,SSP1,2037,44056.73583,54423101.25,1191865918,60,2586.83455,60610.75237,60.0229299,8858.306657,3045.983751,722480.4073,Central region,Anhui,633858.1753,744891.2493,0.464193662,0.407253878,0.478592628
18,安徽省,SSP1,2038,45695.44312,54268036.55,1188470000,60,2597.095257,61140.9386,60.09861081,8869.440977,3044.957147,721890.744,Central region,Anhui,638362.6653,754731.4345,0.463814803,0.410148012,0.484914947
19,安徽省,SSP1,2039,47365.17465,54111452.8,1185040817,60,2606.310163,61604.75794,60.16589364,8879.046814,3042.862347,718160.6443,Central region,Anhui,638297.3103,754771.4918,0.461418214,0.410106022,0.484940683
20,安徽省,SSP1,2040,49063.09613,53952389.55,1181557331,60,2614.579314,62009.64306,60.22569433,8887.331311,3039.766785,719309.5768,Central region,Anhui,639551.0003,755019.4103,0.462156403,0.410911518,0.485099971
21,安徽省,SSP1,2041,50778.39559,53789363.85,1177987069,60,2621.994512,62362.41685,60.27883236,8894.474233,3035.693461,718891.065,Central region,Anhui,649509.149,756132.357,0.461887509,0.417309628,0.485815039
22,安徽省,SSP1,2042,52491.46775,53618784.7,1174251385,60,2628.639713,62669.28205,60.32604008,8900.631403,3030.532846,720379.6745,Central region,Anhui,649555.465,762994.7188,0.462843941,0.417339386,0.490224107
23,安徽省,SSP1,2043,54171.89993,53436526.25,1170259925,60,2634.591479,62935.83193,60.36797149,8905.937759,3024.132749,727530.889,Central region,Anhui,727853.7663,765059.8595,0.467438596,0.467646045,0.49155096
24,安徽省,SSP1,2044,55787.24188,53238455.05,1165922166,60,2639.919445,63167.07589,60.40521012,8910.510051,3016.329645,731725.3713,Central region,Anhui,727617.6473,771137.855,0.470133551,0.467494338,0.495456072
25,安徽省,SSP1,2045,57303.28526,53020431,1161147439,60,2644.686813,63367.47446,60.43827629,8914.44922,3006.950186,731890.8565,Central region,Anhui,726454.264,772126.757,0.470239875,0.466746865,0.496091441
26,安徽省,SSP1,2046,58715.83163,52779178.5,1155864009,60,2648.950821,63540.98011,60.46763366,8917.842484,2995.861909,729943.2828,Central region,Anhui,719697.074,773352.3473,0.468988559,0.46240537,0.496878883
27,安徽省,SSP1,2047,60013.37443,52514683.3,1150071565,60,2652.763219,63691.08043,60.49369518,8920.765163,2983.110673,730211.294,Central region,Anhui,719977.7343,774229.016,0.469160756,0.462585694,0.497442143
28,安徽省,SSP1,2048,61215.73688,52227809.9,1143789037,60,2656.170725,63820.84201,60.51682847,8923.282271,2968.786732,729620.574,Central region,Anhui,720395.4598,774415.415,0.468781219,0.462854083,0.497561904
29,安徽省,SSP1,2049,62343.84343,51919373.4,1137034278,60,2659.215448,63932.95297,60.53736069,8925.449903,2952.972731,729645.9995,Central region,Anhui,709057.7685,787239.9363,0.468797555,0.455569616,0.505801659
30,安徽省,SSP1,2050,63419.35139,51590221.2,1129825844,60,2661.935301,64029.76364,60.55558278,8927.316445,2935.748869,729826.5633,Central region,Anhui,709062.5545,787293.412,0.468913567,0.455572691,0.505836017
31,安徽省,SSP1,2051,64525.10376,51241788.75,1122195174,60,2664.36438,64113.32445,60.57175351,8928.923618,2917.225027,728705.6523,Central region,Anhui,709133.0908,786874.6223,0.468193382,0.455618011,0.505566945
32,安徽省,SSP1,2052,65574.99231,50878034.7,1114228960,60,2666.533318,64185.42074,60.5861029,8930.307388,2897.651475,729021.2078,Central region,Anhui,710282.7643,786959.6493,0.468396126,0.456356676,0.505621575
33,安徽省,SSP1,2053,66539.64604,50503547.55,1106027691,60,2668.469616,64247.60457,60.59883535,8931.498753,2877.311621,729312.889,Central region,Anhui,717134.624,786901.7795,0.468583531,0.460758996,0.505584393
34,安徽省,SSP1,2054,67389.19197,50122906.3,1097691648,60,2670.197937,64301.22324,60.6101325,8932.524425,2856.485906,727818.8118,Central region,Anhui,724444.5323,786649.649,0.467623587,0.465455612,0.505422399
35,安徽省,SSP1,2055,68093.5823,49740701.35,1089321360,60,2671.740394,64347.44498,60.6201557,8933.407418,2835.453228,716206.4925,Central region,Anhui,726424.2355,786755.7375,0.460162671,0.466727571,0.505490561
36,安徽省,SSP1,2056,68669.2538,49360227.3,1080988978,60,2673.11679,64387.28164,60.62904825,8934.167557,2814.416639,718946.8448,Central region,Anhui,726419.4875,784868.9518,0.461923348,0.466724521,0.504278301
37,安徽省,SSP1,2057,69113.13221,48979694.35,1072655307,60,2674.344857,64421.6089,60.63693742,8934.821918,2793.287415,718348.4825,Central region,Anhui,726661.5368,784526.5205,0.4615389,0.466880037,0.504058289
38,安徽省,SSP1,2058,69467.80599,48596053,1064253561,60,2675.440469,64451.18396,60.6439362,8935.385209,2771.903162,717403.7185,Central region,Anhui,729028.5533,784948.8635,0.460931889,0.468400845,0.504329645
39,安徽省,SSP1,2059,69775.68739,48206186.3,1055715480,60,2676.417815,64476.66121,60.65014492,8935.870094,2750.09603,717515.762,Central region,Anhui,739501.6338,785300.4608,0.461003877,0.4751298,0.504555546
40,安徽省,SSP1,2060,70078.79042,47806970.65,1046972657,60,2677.289591,64498.60582,60.65565262,8936.287481,2727.696404,729320.0985,Central region,Anhui,739474.8445,784152.913,0.468588163,0.475112588,0.503818247
41,安徽省,SSP1,2061,70437.44838,47396157.4,1037975847,60,2678.067142,64517.50568,60.66053836,8936.646761,2704.583412,730363.3755,Central region,Anhui,747056.9473,770508.9528,0.469258469,0.479984089,0.495052002
42,安徽省,SSP1,2062,70824.04391,46975170.6,1028756236,60,2678.760605,64533.78181,60.66487227,8936.956019,2680.844778,731179.3513,Central region,Anhui,763303.0275,770119.6985,0.469782733,0.490422195,0.494801906
43,安徽省,SSP1,2063,71229.87163,46546350.1,1019365067,60,2679.379038,64547.79739,60.66871662,8937.222217,2656.619713,731405.191,Central region,Anhui,813741.3585,769420.9788,0.469927835,0.522828823,0.494352979
44,安徽省,SSP1,2064,71646.41534,46112097.5,1009854935,60,2679.930528,64559.86558,60.67212667,8937.451348,2632.050277,736843.1818,Central region,Anhui,815576.2648,768794.353,0.473421744,0.52400775,0.493950372
45,安徽省,SSP1,2065,72065.2023,45674795.4,1000278019,60,2680.422299,64570.25638,60.67515143,8937.648573,2607.276849,747248.9278,Central region,Anhui,815576.2648,779840.3798,0.480107436,0.52400775,0.501047444
46,安徽省,SSP1,2066,72490.02578,45236768.45,990685229.2,60,2680.860799,64579.20251,60.6778344,8937.818332,2582.435975,754822.8845,Central region,Anhui,837725.5903,781155.974,0.484973703,0.538238692,0.501892713
47,安徽省,SSP1,2067,72901.98018,44799837.8,981116448.2,60,2681.251785,64586.9045,60.68021418,8937.964451,2557.634988,755574.973,Central region,Anhui,837896.1703,781845.3825,0.48545692,0.538348289,0.502335658
48,安徽省,SSP1,2068,73294.3773,44365732.45,971609540.8,60,2681.600392,64593.53513,60.68232501,8938.09022,2532.975545,821902.5018,Central region,Anhui,837965.5178,781789.3675,0.528072357,0.538392845,0.502299669
49,安徽省,SSP1,2069,73660.48222,43936194.7,962202663.6,60,2681.911206,64599.24326,60.68419728,8938.198474,2508.559696,824383.741,Central region,Anhui,838501.2848,783180.57,0.529666554,0.538737075,0.503193516
50,安徽省,SSP1,2070,73993.45263,43513020.05,952935139,60,2682.188314,64604.1571,60.68585792,8938.291651,2484.492207,824456.7373,Central region,Anhui,852383.185,795469.2985,0.529713454,0.547656196,0.511089024
51,安徽省,SSP1,2071,74379.8719,43097453,943834220.7,60,2682.435368,64608.38708,60.68733085,8938.37185,2460.846101,824591.2735,Central region,Anhui,853084.3275,803052.3698,0.529799893,0.54810668,0.515961148
52,安徽省,SSP1,2072,74765.92615,42688502.7,934878209.1,60,2682.655622,64612.0283,60.6886373,8938.44088,2437.566513,846822.3028,Central region,Anhui,856647.977,803823.4198,0.54408333,0.550396325,0.516456547
53,安徽省,SSP1,2073,75186.71403,42284599.75,926032734.5,60,2682.851979,64615.16266,60.68979605,8938.500295,2414.565304,846669.9435,Central region,Anhui,857314.234,867421.6733,0.543985439,0.550824395,0.557318425
54,安徽省,SSP1,2074,75678.32281,41884158.6,917263073.3,60,2683.02703,64617.86067,60.69082381,8938.551435,2391.753214,847287.6268,Central region,Anhui,859126.4935,870234.6868,0.5443823,0.551988772,0.559125786
55,安徽省,SSP1,2075,76277.33389,41485567.1,908533919.5,60,2683.183084,64620.18304,60.69173538,8938.595452,2369.039291,847506.7723,Central region,Anhui,859287.5525,869883.6413,0.544523101,0.552092252,0.55890024
56,安徽省,SSP1,2076,77020.37223,41087084.85,899807158.2,60,2683.3222,64622.18206,60.69254389,8938.633338,2346.325106,862547.8488,Central region,Anhui,861883.4483,870016.1238,0.554186993,0.553760116,0.55898536
57,安徽省,SSP1,2077,77868.79871,40686317.85,891030360.9,60,2683.446215,64623.90274,60.69326099,8938.665947,2323.474775,863424.3283,Central region,Anhui,862180.2475,892118.9635,0.554750131,0.553950809,0.573186434
58,安徽省,SSP1,2078,78783.83295,40280781.85,882149122.5,60,2683.556768,64625.38381,60.69389703,8938.694014,2300.347148,866642.201,Central region,Anhui,862197.5673,892068.4338,0.556817614,0.553961937,0.573153969
59,安徽省,SSP1,2079,79727.53285,39867963.15,873108393,60,2683.655318,64626.65863,60.69446114,8938.718171,2276.799291,866988.583,Central region,Anhui,864048.958,892699.694,0.557040165,0.555151456,0.573559553
60,安徽省,SSP1,2080,80663.18508,39445411.7,863854516.2,60,2683.74317,64627.75593,60.69496147,8938.738964,2252.691824,866956.591,Central region,Anhui,863452.4388,892918.007,0.55701961,0.554768192,0.573699819
61,安徽省,SSP1,2081,81429.52242,39011769.95,854357761.9,60,2683.821482,64628.70041,60.69540525,8938.756861,2227.947686,869724.2503,Central region,Anhui,863977.8343,906278.7643,0.558797831,0.555105759,0.582284106
62,安徽省,SSP1,2082,82161.96213,38569887.9,844680545,60,2683.89129,64629.51335,60.69579883,8938.772265,2202.730046,870674.222,Central region,Anhui,889318.5935,909765.2615,0.559408188,0.571387196,0.584524181
63,安徽省,SSP1,2083,82876.99922,38123651.05,834907958,60,2683.953519,64630.21307,60.69614792,8938.785523,2177.261168,870712.9218,Central region,Anhui,891144.108,910292.6203,0.559433052,0.572560089,0.584863009
64,安徽省,SSP1,2084,83590.21417,37676868.9,825123428.9,60,2684.008989,64630.81534,60.69645753,8938.796934,2151.758935,871676.8028,Central region,Anhui,893376.7353,910292.6203,0.560052346,0.573994552,0.584863009
65,安徽省,SSP1,2085,84316.33848,37233281.6,815408867,60,2684.058435,64631.33373,60.69673215,8938.806756,2126.437233,872325.1733,Central region,Anhui,894543.6918,910657.1678,0.560468924,0.574744322,0.58509723
66,安徽省,SSP1,2086,85089.98927,36795903.5,805830286.7,60,2684.102512,64631.77991,60.6969757,8938.81521,2101.468466,872390.5553,Central region,Anhui,894581.5343,913372.7118,0.560510932,0.574768636,0.586841967
67,安徽省,SSP1,2087,85878.67592,36365151.65,796396821.1,60,2684.141801,64632.16395,60.69719172,8938.822487,2076.876673,897605.9868,Central region,Anhui,896627.4768,913561.8268,0.576711847,0.576083154,0.586963474
68,安徽省,SSP1,2088,86669.87237,35940758.15,787102603.5,60,2684.176824,64632.4945,60.69738331,8938.828749,2052.646745,902004.4758,Central region,Anhui,896695.7778,914693.1533,0.579537876,0.576127037,0.587690351
69,安徽省,SSP1,2089,87451.21211,35522387.65,777940289.5,60,2684.208042,64632.77901,60.69755323,8938.83414,2028.759693,902184.9318,Central region,Anhui,881201.7015,914337.9825,0.579653819,0.566172093,0.587462154
70,安徽省,SSP1,2090,88210.49526,35109630.7,768900912.3,60,2684.235869,64633.02389,60.69770395,8938.838779,2005.192278,903198.8093,Central region,Anhui,877037.3575,914866.771,0.580305235,0.563496502,0.5878019
71,安徽省,SSP1,2091,88957.30418,34702328.65,759980997.4,60,2684.260674,64633.23467,60.69783763,8938.842773,1981.935566,905169.454,Central region,Anhui,876889.3788,938639.7353,0.581571374,0.563401426,0.60307603
72,安徽省,SSP1,2092,89676.38509,34301433.4,751201391.5,60,2684.282786,64633.41608,60.69795618,8938.84621,1959.04403,905309.466,Central region,Anhui,873856.2938,942571.062,0.581661332,0.561452669,0.605601907
73,安徽省,SSP1,2093,90373.03289,33908268.3,742591075.8,60,2684.302494,64633.57223,60.69806133,8938.849168,1936.593344,902334.5713,Central region,Anhui,873279.6333,942829.6735,0.579749962,0.561082164,0.605768065
74,安徽省,SSP1,2094,91051.8215,33524205.15,734180092.8,60,2684.320063,64633.70663,60.69815459,8938.851715,1914.661941,884337.7868,Central region,Anhui,873376.4353,943595.5328,0.568187028,0.56114436,0.60626013
75,安徽省,SSP1,2095,91716.56608,33150732.6,726001043.9,60,2684.335723,64633.82231,60.6982373,8938.853906,1893.334914,885634.5945,Central region,Anhui,873592.1088,943386.4968,0.569020227,0.56128293,0.606125824
76,安徽省,SSP1,2096,92351.18772,32789364,718087071.6,60,2684.349682,64633.92187,60.69831067,8938.855792,1872.698759,881808.3163,Central region,Anhui,873592.1088,945454.8785,0.566561843,0.56128293,0.607454759
77,安徽省,SSP1,2097,92976.56213,32441677.3,710472732.9,60,2684.362124,64634.00757,60.69837574,8938.857416,1852.843654,882513.7575,Central region,Anhui,873228.6113,946330.969,0.567015089,0.561049383,0.608017648
78,安徽省,SSP1,2098,93593.58564,32109321.7,703194145.2,60,2684.373215,64634.08133,60.69843344,8938.858813,1833.863837,882003.8028,Central region,Anhui,873124.9273,931630.4133,0.566687443,0.560982766,0.598572541
79,安徽省,SSP1,2099,94201.84709,31793928.35,696287030.9,60,2684.383102,64634.14481,60.69848462,8938.860016,1815.852511,882007.032,Central region,Anhui,870261.949,927107.1038,0.566689518,0.559143302,0.595666314
80,安徽省,SSP1,2100,94799.4109,31497204.4,689788776.4,60,2684.391914,64634.19945,60.69853002,8938.861051,1798.907215,882219.4763,Central region,Anhui,870474.33,927107.1038,0.566826014,0.559279757,0.595666314
81,安徽省,SSP2,2020,23090.84437,57229721.4,1462219382,70,2160.411454,35369.6159,56.41814915,8133.393989,2764.322264,386568.8425,Central region,Anhui,379353.509,410870.8028,0.248370481,0.24373463,0.263984491
82,安徽省,SSP2,2021,24249.82433,57345674.6,1465181986,70,2223.767245,38033.17111,57.00756746,8271.307584,2846.320114,404197.5425,Central region,Anhui,384187.8388,457988.8153,0.259696921,0.246840686,0.294257814
83,安徽省,SSP2,2022,25423.35687,57422318.7,1467140243,70,2284.695709,40697.56586,57.5461455,8395.061203,2920.09665,462970.6425,Central region,Anhui,413352.925,479092.2748,0.297458638,0.265579254,0.307816787
84,安徽省,SSP2,2023,26579.48028,57463385.3,1468189495,70,2343.075042,43336.88881,58.03733743,8505.696161,2985.966613,473212.1235,Central region,Anhui,445276.2313,591312.9433,0.304038789,0.286089979,0.379918566
85,安徽省,SSP2,2024,27685.24603,57472620.25,1468425447,70,2398.815382,45926.19453,58.48453935,8604.27451,3044.336983,496996.8588,Central region,Anhui,455544.362,729659.1568,0.319320482,0.292687253,0.468806008
86,安徽省,SSP2,2025,28706.81389,57453744.7,1467943177,70,2451.857475,48442.42398,58.89105109,8691.850019,3095.681448,550033.2785,Central region,Anhui,493445.0168,724559.6088,0.353396381,0.317038423,0.465529549
87,安徽省,SSP2,2026,29618.90945,57410667.9,1466842565,70,2502.170775,50865.17682,59.26004706,8769.446021,3140.531439,727793.32,Central region,Anhui,472894.713,730066.926,0.467607208,0.303834853,0.469068
88,安徽省,SSP2,2027,30448.00577,57347980.25,1465240895,70,2549.7511,53177.28516,59.59455505,8838.039341,3179.486855,720006.3493,Central region,Anhui,504294.554,745174.999,0.462604079,0.324009251,0.478774937
89,安徽省,SSP2,2028,31232.68855,57270470.7,1463260526,70,2594.617982,55365.16251,59.89744188,8898.54941,3213.176916,724515.7355,Central region,Anhui,563840.9948,760545.3318,0.46550136,0.362267839,0.488650376
90,安徽省,SSP2,2029,32013.65862,57182891.15,1461022869,70,2636.811843,57418.92707,60.17140466,8951.831641,3242.235523,736658.5835,Central region,Anhui,729366.8845,776324.2523,0.47330314,0.468618223,0.498788332
91,安徽省,SSP2,2030,32833.75142,57090022,1458650062,70,2676.391083,59332.32006,60.41896678,8998.674187,3267.295593,750971.3838,Central region,Anhui,726576.3243,799948.2695,0.482499114,0.466825288,0.513966763
92,安徽省,SSP2,2031,33818.16133,56996181,1456252425,70,2713.429194,61102.4557,60.64247761,9039.797305,3288.953859,754494.4395,Central region,Anhui,733025.1815,848633.1235,0.484762677,0.470968679,0.545246782
93,安徽省,SSP2,2032,34881.07422,56903936.95,1453895590,70,2748.011973,62729.44782,60.8441152,9075.854657,3307.690161,756319.9925,Central region,Anhui,733061.8553,847450.9823,0.485935595,0.470992242,0.544487256
94,安徽省,SSP2,2033,36012.01555,56815441.6,1451634533,70,2780.234895,64215.96024,61.02589109,9107.435959,3323.938937,763555.7045,Central region,Anhui,745624.9728,857644.1523,0.49058454,0.479064045,0.551036368
95,安徽省,SSP2,2034,37200.17097,56732823.9,1449523651,70,2810.20068,65566.72378,61.18965693,9135.070558,3338.110589,782558.3073,Central region,Anhui,746029.8875,847125.5105,0.502793712,0.479324203,0.54427814
96,安徽省,SSP2,2035,38434.31623,56658248.9,1447618259,70,2838.017097,66788.05632,61.33711214,9159.231555,3350.594768,773248.4118,Central region,Anhui,739541.5563,843436.175,0.496812105,0.47515545,0.541907742
97,安徽省,SSP2,2036,39709.22294,56593230.9,1445957049,70,2863.795014,67887.41263,61.46981235,9180.340207,3361.720064,776239.7848,Central region,Anhui,737823.4375,875079.1115,0.498734062,0.474051559,0.562238329
98,安徽省,SSP2,2037,41020.05614,56536929.15,1444518539,70,2887.646689,68872.9823,61.58917825,9198.770406,3371.652436,777691.986,Central region,Anhui,702428.2185,875161.0468,0.499667101,0.45131013,0.562290973
99,安徽省,SSP2,2038,42368.8204,56487874.95,1443265205,70,2909.684317,69753.34552,61.69650465,9214.853086,3380.497411,782477.9895,Central region,Anhui,710609.34,876338.0418,0.502742108,0.456566501,0.563047192
100,安徽省,SSP2,2039,43758.54278,56444604.35,1442159641,70,2930.018805,70537.19003,61.79296945,9228.880462,3388.339466,778629.706,Central region,Anhui,710949.5153,885688.2388,0.500269586,0.456785064,0.569054693
101,安徽省,SSP2,2040,45193.65279,56405680.95,1441165149,70,2948.758763,71233.08778,61.87964242,9241.110025,3395.245463,792522.4908,Central region,Anhui,728043.8818,900069.4688,0.5091957,0.467768194,0.578294634
102,安徽省,SSP2,2041,46658.98394,56369060.35,1440229492,70,2966.009705,71849.32616,61.95749376,9251.768264,3401.228253,792071.8668,Central region,Anhui,728331.184,901519.3343,0.508906174,0.467952786,0.579226172
103,安徽省,SSP2,2042,48143.70204,56330423.85,1439242330,70,2981.873417,72393.78749,62.02740217,9261.054089,3406.147313,791614.9765,Central region,Anhui,773465.6465,901966.6278,0.508612622,0.496951678,0.579513558
104,安徽省,SSP2,2043,49615.28285,56284854.25,1438078026,70,2996.447488,72873.86896,62.09016261,9269.141957,3409.810715,789543.5745,Central region,Anhui,774713.496,911674.184,0.507281747,0.497753421,0.585750663
105,安徽省,SSP2,2044,51039.12094,56227399.2,1436610050,70,3009.824989,73296.43567,62.14649351,9276.184699,3412.010879,789575.2695,Central region,Anhui,774177.2113,911931.6483,0.507302111,0.497408858,0.585916084
106,安徽省,SSP2,2045,52378.51965,56153114.9,1434712086,70,3022.094249,73667.79977,62.19704352,9282.316067,3412.528921,792810.2775,Central region,Anhui,772818.0395,912142.8363,0.509380603,0.49653559,0.586051772
107,安徽省,SSP2,2046,53618.35163,56057973.35,1432281219,70,3033.338746,73993.71953,62.24239783,9287.653012,3411.19137,792631.904,Central region,Anhui,778525.5363,913760.5343,0.509265998,0.500202657,0.587091143
108,安徽省,SSP2,2047,54761.27778,55941700.95,1429310460,70,3043.637079,74279.41295,62.28308397,9292.297719,3408.044733,793597.4155,Central region,Anhui,807016.422,914196.2433,0.509886339,0.518508051,0.587371086
109,安徽省,SSP2,2048,55833.58684,55804976,1425817137,70,3053.063,74529.58156,62.31957719,9296.339409,3403.186815,796731.1503,Central region,Anhui,811826.524,914863.5628,0.511899764,0.521598542,0.587799839
110,安徽省,SSP2,2049,56862.6491,55648498.65,1421819141,70,3061.685507,74748.44101,62.35230541,9299.855944,3396.710891,796731.1503,Central region,Anhui,811863.7293,911101.9135,0.511899764,0.521622446,0.585382979
111,安徽省,SSP2,2050,57876.69687,55472925.35,1417333243,70,3069.568972,74939.7554,62.38165366,9302.915235,3388.702247,797611.0945,Central region,Anhui,812869.2678,915395.1053,0.512465128,0.522268505,0.588141355
112,安徽省,SSP2,2051,58953.29691,55279511.05,1412391507,70,3076.773312,75106.87367,62.4079683,9305.576491,3379.277956,797390.9475,Central region,Anhui,815244.0198,920847.5865,0.512323684,0.523794283,0.591644574
113,安徽省,SSP2,2052,60023.6639,55071806.85,1407084665,70,3083.354164,75252.76616,62.43156071,9307.891313,3368.691305,796520.1415,Central region,Anhui,816009.199,951630.6975,0.511764191,0.52428591,0.611422723
114,安徽省,SSP2,2053,61063.3207,54853911.05,1401517427,70,3089.363101,75380.06032,62.45271075,9309.904658,3357.22555,797509.7933,Central region,Anhui,827331.635,952642.5313,0.512400042,0.531560575,0.612072826
115,安徽省,SSP2,2054,62046.86394,54629967.55,1395795671,70,3094.847836,75491.07501,62.47166986,9311.655685,3345.163588,795791.2533,Central region,Anhui,827232.6798,951472.178,0.51129588,0.531496997,0.611320874
116,安徽省,SSP2,2055,62948.04852,54404113.6,1390025102,70,3099.852439,75587.85257,62.48866385,9313.17849,3332.785004,795750.1948,Central region,Anhui,827154.9418,946220.1353,0.5112695,0.53144705,0.607946437
117,安徽省,SSP2,2056,63786.32202,54179963,1384298055,70,3104.417562,75672.1888,62.50389549,9314.502757,3320.334665,797509.4433,Central region,Anhui,828244.5245,945520.0333,0.512399817,0.532147107,0.607496621
118,安徽省,SSP2,2057,64552.43896,53958939.8,1378650912,70,3108.580651,75745.66026,62.51754683,9315.654326,3307.920744,796896.4545,Central region,Anhui,829781.8545,945608.3138,0.512005972,0.533134842,0.607553342
119,安徽省,SSP2,2058,65283.92438,53741878.1,1373104986,70,3112.376157,75809.64931,62.52978122,9316.655684,3295.612861,796947.11,Central region,Anhui,829818.214,944950.168,0.512038518,0.533158202,0.607130483
120,安徽省,SSP2,2059,66018.95177,53529666.15,1367682970,70,3115.835742,75865.36663,62.54074528,9317.526397,3283.481801,796707.8198,Central region,Anhui,829818.214,943693.5745,0.511884774,0.533158202,0.606323122
121,安徽省,SSP2,2060,66796.27932,53323170.35,1362407002,70,3118.988479,75913.87154,62.55057052,9318.283491,3271.595118,796566.8445,Central region,Anhui,829990.3293,941796.9783,0.511794198,0.533268787,0.605104559
122,安徽省,SSP2,2061,67672.21092,53123513.6,1357305772,70,3121.861037,75956.0901,62.55937493,9318.941777,3260.03442,827004.6463,Central region,Anhui,837220.719,941796.9783,0.531350485,0.537914312,0.605104559
123,安徽省,SSP2,2062,68618.26827,52932860,1352434573,70,3124.477861,75992.83133,62.56726433,9319.514138,3248.943751,827203.019,Central region,Anhui,838015.2648,945566.881,0.53147794,0.538424808,0.607526721
124,安徽省,SSP2,2063,69623.00622,52753673.85,1347856367,70,3126.861341,76024.80152,62.57433361,9320.011783,3238.484326,827080.4578,Central region,Anhui,837774.5135,945533.967,0.531399194,0.538270125,0.607505574
125,安徽省,SSP2,2064,70674.42508,52588438.45,1343634602,70,3129.031974,76052.61693,62.58066787,9320.444458,3228.81741,827350.878,Central region,Anhui,837961.646,945532.7998,0.531572939,0.538390358,0.607504824
126,安徽省,SSP2,2065,71759.84077,52439678.9,1339833796,70,3131.008506,76076.81503,62.5863434,9320.820639,3220.105851,829989.2895,Central region,Anhui,837961.646,945554.7215,0.533268119,0.538390358,0.607518909
