PROVINCE,SSP,YEAR,GDP,POP,CCF,人均CCF,BA,LDP,UR,FCE_P,FCE,SLUDGE_PRED,Region,EPROVINCE
安徽省,SSP1,2020,25098.66508,59553012,1304210963,60,2230.975467,36771.85322,58.80088903,8006.347021,2803.638621,546168.277,Central region,Anhui
安徽省,SSP1,2021,26341.53474,59541502,1303958894,60,2283.182068,39286.51899,59.33568602,8124.404538,2870.30002,557120.3003,Central region,Anhui
安徽省,SSP1,2022,27563.63558,59499476,1303038524,60,2331.820763,41743.54592,59.81821475,8228.841386,2928.770084,593128.8155,Central region,Anhui
安徽省,SSP1,2023,28751.04266,59429980,1301516562,60,2376.95631,44118.42901,60.25279408,8320.905125,2979.568302,624149.5093,Central region,Anhui
安徽省,SSP1,2024,29889.35633,59336071,1299459955,60,2418.68737,46390.03731,60.64354939,8401.810736,3023.265526,641267.9038,Central region,Anhui
安徽省,SSP1,2025,30963.61848,59220808,1296935695,60,2457.139838,48541.23362,60.99438382,8472.717329,3060.461315,647642.1158,Central region,Anhui
安徽省,SSP1,2026,31966.07953,59087341,1294012768,60,2492.460506,50559.1875,61.30896027,8534.712584,3091.770848,623084.7568,Central region,Anhui
安徽省,SSP1,2027,32923.95676,58939338,1290771502,60,2524.811236,52435.39469,61.59069222,8588.803486,3117.834116,623983.6475,Central region,Anhui
安徽省,SSP1,2028,33874.47309,58780611,1287295381,60,2554.363767,54165.4455,61.84274155,8635.911996,3139.287119,640774.7858,Central region,Anhui
安徽省,SSP1,2029,34856.59846,58614950,1283667405,60,2581.295206,55748.60303,62.06802176,8676.874437,3156.74583,674075.9065,Central region,Anhui
安徽省,SSP1,2030,35911.10692,58446193,1279971627,60,2605.784227,57187.2589,62.26920522,8712.443583,3170.804963,679407.0255,Central region,Anhui
安徽省,SSP1,2031,37152.29785,58277561,1276278586,60,2628.007936,58486.33064,62.44873342,8743.292574,3181.998814,687485.32,Central region,Anhui
安徽省,SSP1,2032,38499.81211,58109802,1272604664,60,2648.139386,59652.65531,62.6088291,8770.020016,3190.696985,776588.0525,Central region,Anhui
安徽省,SSP1,2033,39940.18774,57943058,1268952970,60,2666.345657,60694.42012,62.75150966,8793.155734,3197.204055,729221.546,Central region,Anhui
安徽省,SSP1,2034,41459.23698,57777462,1265326418,60,2682.786435,61620.65696,62.87860123,8813.166799,3201.793527,721821.389,Central region,Anhui
安徽省,SSP1,2035,43041.71507,57613166,1261728335,60,2697.61304,62440.81525,62.99175289,8830.46356,3204.711494,717082.8518,Central region,Anhui
安徽省,SSP1,2036,44687.50135,57450111,1258157431,60,2710.9678,63164.41712,63.09245072,8845.405478,3206.166081,723536.3803,Central region,Anhui
安徽省,SSP1,2037,46375.5114,57287475,1254595703,60,2722.983737,63800.79197,63.18203147,8858.306657,3206.298685,722480.4073,Central region,Anhui
安徽省,SSP1,2038,48100.46644,57124249,1251021053,60,2733.784481,64358.88274,63.26169559,8869.440977,3205.218049,721890.744,Central region,Anhui
安徽省,SSP1,2039,49858.07858,56959424,1247411386,60,2743.484382,64847.11362,63.33251962,8879.046814,3203.012997,718160.6443,Central region,Anhui
安徽省,SSP1,2040,51645.36435,56791989,1243744559,60,2752.188752,65273.30848,63.39546772,8887.331311,3199.75451,719309.5768,Central region,Anhui
安徽省,SSP1,2041,53450.94273,56620383,1239986388,60,2759.994223,65644.64932,63.45140248,8894.474233,3195.466801,718891.065,Central region,Anhui
安徽省,SSP1,2042,55254.17658,56440826,1236054089,60,2766.989172,65967.66532,63.50109482,8900.631403,3190.034575,720379.6745,Central region,Anhui
安徽省,SSP1,2043,57023.05256,56248975,1231852553,60,2773.254188,66248.24414,63.54523315,8905.937759,3183.297631,727530.889,Central region,Anhui
安徽省,SSP1,2044,58723.41251,56040479,1227286490,60,2778.862574,66491.65883,63.5844317,8910.510051,3175.083837,731725.3713,Central region,Anhui
安徽省,SSP1,2045,60319.24764,55810980,1222260462,60,2783.880856,66702.6047,63.6192382,8914.44922,3165.210722,731890.8565,Central region,Anhui
安徽省,SSP1,2046,61806.13856,55557030,1216698957,60,2788.369285,66885.24222,63.65014069,8917.842484,3153.538852,729943.2828,Central region,Anhui
安徽省,SSP1,2047,63171.97308,55278614,1210601647,60,2792.382336,67043.24256,63.67757387,8920.765163,3140.116498,730211.294,Central region,Anhui
安徽省,SSP1,2048,64437.61777,54976642,1203988460,60,2795.969184,67179.83369,63.70192471,8923.282271,3125.038665,729620.574,Central region,Anhui
安徽省,SSP1,2049,65625.09835,54651972,1196878187,60,2799.174156,67297.84523,63.72353757,8925.449903,3108.392348,729645.9995,Central region,Anhui
安徽省,SSP1,2050,66757.21199,54305496,1189290362,60,2802.037159,67399.7512,63.74271872,8927.316445,3090.261967,729826.5633,Central region,Anhui
安徽省,SSP1,2051,67921.16185,53938725,1181258078,60,2804.594084,67487.70995,63.75974054,8928.923618,3070.763186,728705.6523,Central region,Anhui
安徽省,SSP1,2052,69026.30769,53555826,1172872589,60,2806.877177,67563.60078,63.77484516,8930.307388,3050.159447,729021.2078,Central region,Anhui
安徽省,SSP1,2053,70041.73267,53161629,1164239675,60,2808.915385,67629.05744,63.78824774,8931.498753,3028.749075,729312.889,Central region,Anhui
安徽省,SSP1,2054,70935.99155,52760954,1155464893,60,2810.734671,67685.49815,63.80013947,8932.524425,3006.827269,727818.8118,Central region,Anhui
安徽省,SSP1,2055,71677.45505,52358633,1146654063,60,2812.358309,67734.15261,63.81069021,8933.407418,2984.687608,716206.4925,Central region,Anhui
安徽省,SSP1,2056,72283.42505,51958134,1137883135,60,2813.807147,67776.08594,63.82005079,8934.167557,2962.54383,718946.8448,Central region,Anhui
安徽省,SSP1,2057,72750.66548,51557573,1129110849,60,2815.09985,67812.2199,63.82835518,8934.821918,2940.302542,718348.4825,Central region,Anhui
安徽省,SSP1,2058,73124.00631,51153740,1120266906,60,2816.253125,67843.35154,63.83572232,8935.385209,2917.792802,717403.7185,Central region,Anhui
安徽省,SSP1,2059,73448.09199,50743354,1111279453,60,2817.281911,67870.1697,63.84225781,8935.870094,2894.837926,717515.762,Central region,Anhui
安徽省,SSP1,2060,73767.14781,50323127,1102076481,60,2818.19957,67893.26928,63.84805539,8936.287481,2871.259373,729320.0985,Central region,Anhui
安徽省,SSP1,2061,74144.68251,49890692,1092606155,60,2819.018044,67913.16387,63.85319827,8936.646761,2846.929907,730363.3755,Central region,Anhui
安徽省,SSP1,2062,74551.62517,49447548,1082901301,60,2819.748005,67930.29664,63.85776028,8936.956019,2821.941872,731179.3513,Central region,Anhui
安徽省,SSP1,2063,74978.81224,48996158,1073015860,60,2820.398987,67945.04988,63.86180697,8937.222217,2796.441803,731405.191,Central region,Anhui
安徽省,SSP1,2064,75417.2793,48539050,1063005195,60,2820.979503,67957.75324,63.86539649,8937.451348,2770.579239,736843.1818,Central region,Anhui
安徽省,SSP1,2065,75858.10768,48078732,1052924231,60,2821.497157,67968.69093,63.86858045,8937.648573,2744.501946,747248.9278,Central region,Anhui
安徽省,SSP1,2066,76305.29029,47617651,1042826557,60,2821.958736,67978.1079,63.87140463,8937.818332,2718.353658,754822.8845,Central region,Anhui
安徽省,SSP1,2067,76738.9265,47157724,1032754156,60,2822.3703,67986.21526,63.87390966,8937.964451,2692.247356,755574.973,Central region,Anhui
安徽省,SSP1,2068,77151.9761,46700771,1022746885,60,2822.737255,67993.19487,63.87613159,8938.09022,2666.290047,821902.5018,Central region,Anhui
安徽省,SSP1,2069,77537.34971,46248626,1012844909,60,2823.064427,67999.20343,63.8781024,8938.198474,2640.589154,824383.741,Central region,Anhui
安徽省,SSP1,2070,77887.84487,45803179,1003089620,60,2823.35612,68004.37589,63.87985044,8938.291651,2615.254955,824456.7373,Central region,Anhui
安徽省,SSP1,2071,78294.602,45365740,993509706,60,2823.616177,68008.8285,63.8814009,8938.37185,2590.364317,824591.2735,Central region,Anhui
安徽省,SSP1,2072,78700.97489,44935266,984082325.4,60,2823.848023,68012.66137,63.8827761,8938.44088,2565.859487,846822.3028,Central region,Anhui
安徽省,SSP1,2073,79143.9095,44510105,974771299.5,60,2824.054715,68015.96069,63.88399584,8938.500295,2541.647688,846669.9435,Central region,Anhui
安徽省,SSP1,2074,79661.39243,44088588,965540077.2,60,2824.238979,68018.8007,63.88507769,8938.551435,2517.634962,847287.6268,Central region,Anhui
安徽省,SSP1,2075,80291.93041,43669018,956351494.2,60,2824.403246,68021.24531,63.88603724,8938.595452,2493.72557,847506.7723,Central region,Anhui
安徽省,SSP1,2076,81074.07603,43249563,947165429.7,60,2824.549684,68023.34954,63.88688831,8938.633338,2469.815901,862547.8488,Central region,Anhui
安徽省,SSP1,2077,81967.15654,42827703,937926695.7,60,2824.680226,68025.16078,63.88764315,8938.665947,2445.762921,863424.3283,Central region,Anhui
安徽省,SSP1,2078,82930.35047,42400823,928578023.7,60,2824.796598,68026.7198,63.88831266,8938.694014,2421.41805,866642.201,Central region,Anhui
安徽省,SSP1,2079,83923.71879,41966277,919061466.3,60,2824.900335,68028.06172,63.88890646,8938.718171,2396.630833,866988.583,Central region,Anhui
安徽省,SSP1,2080,84908.61587,41521486,909320543.4,60,2824.99281,68029.21677,63.88943313,8938.738964,2371.254552,866956.591,Central region,Anhui
安徽省,SSP1,2081,85715.28676,41065021,899323959.9,60,2825.075244,68030.21096,63.88990026,8938.756861,2345.208091,869724.2503,Central region,Anhui
安徽省,SSP1,2082,86486.27593,40599882,889137415.8,60,2825.148726,68031.06668,63.89031456,8938.772265,2318.663206,870674.222,Central region,Anhui
安徽省,SSP1,2083,87238.94655,40130159,878850482.1,60,2825.21423,68031.80323,63.89068202,8938.785523,2291.853861,870712.9218,Central region,Anhui
安徽省,SSP1,2084,87989.69913,39659862,868550977.8,60,2825.27262,68032.4372,63.89100793,8938.796934,2265.009405,871676.8028,Central region,Anhui
安徽省,SSP1,2085,88754.04051,39192928,858325123.2,60,2825.324668,68032.98287,63.891297,8938.806756,2238.354982,872325.1733,Central region,Anhui
安徽省,SSP1,2086,89568.40976,38732530,848242407,60,2825.371065,68033.45254,63.89155337,8938.81521,2212.07207,872390.5553,Central region,Anhui
安徽省,SSP1,2087,90398.60623,38279107,838312443.3,60,2825.412422,68033.85679,63.89178076,8938.822487,2186.185972,897605.9868,Central region,Anhui
安徽省,SSP1,2088,91231.4446,37832377,828529056.3,60,2825.449288,68034.20474,63.89198243,8938.828749,2160.680784,902004.4758,Central region,Anhui
安徽省,SSP1,2089,92053.90748,37391987,818884515.3,60,2825.482149,68034.50422,63.8921613,8938.83414,2135.536519,902184.9318,Central region,Anhui
安徽省,SSP1,2090,92853.1529,36957506,809369381.4,60,2825.511441,68034.76199,63.89231995,8938.838779,2110.728714,903198.8093,Central region,Anhui
安徽省,SSP1,2091,93639.26756,36528767,799979997.3,60,2825.537552,68034.98386,63.89246066,8938.842773,2086.247964,905169.454,Central region,Anhui
安徽省,SSP1,2092,94396.19483,36106772,790738306.8,60,2825.560827,68035.17482,63.89258545,8938.84621,2062.15161,905309.466,Central region,Anhui
安徽省,SSP1,2093,95129.5083,35692914,781674816.6,60,2825.581573,68035.33919,63.89269614,8938.849168,2038.519309,902334.5713,Central region,Anhui
安徽省,SSP1,2094,95844.02263,35288637,772821150.3,60,2825.600066,68035.48066,63.8927943,8938.851715,2015.433622,884337.7868,Central region,Anhui
安徽省,SSP1,2095,96543.75377,34895508,764211625.2,60,2825.61655,68035.60243,63.89288137,8938.853906,1992.98412,885634.5945,Central region,Anhui
安徽省,SSP1,2096,97211.77655,34515120,755881128,60,2825.631244,68035.70723,63.8929586,8938.855792,1971.261852,881808.3163,Central region,Anhui
安徽省,SSP1,2097,97870.0654,34149134,747866034.6,60,2825.644341,68035.79744,63.89302709,8938.857416,1950.361741,882513.7575,Central region,Anhui
安徽省,SSP1,2098,98519.56383,33799286,740204363.4,60,2825.656016,68035.87508,63.89308783,8938.858813,1930.382986,882003.8028,Central region,Anhui
安徽省,SSP1,2099,99159.83904,33467293,732933716.7,60,2825.666423,68035.94191,63.89314171,8938.860016,1911.423696,882007.032,Central region,Anhui
安徽省,SSP1,2100,99788.85358,33154952,726093448.8,60,2825.675699,68035.99942,63.89318949,8938.861051,1893.586542,882219.4763,Central region,Anhui
安徽省,SSP2,2020,24306.15197,60241812,1539178297,70,2274.11732,37231.17463,59.38752542,8133.393989,2909.812909,386568.8425,Central region,Anhui
安徽省,SSP2,2021,25526.13087,60363868,1542296827,70,2340.807626,40034.91696,60.00796575,8271.307584,2996.126436,404197.5425,Central region,Anhui
安徽省,SSP2,2022,26761.42828,60444546,1544358150,70,2404.942852,42839.54301,60.57489,8395.061203,3073.785947,462970.6425,Central region,Anhui
安徽省,SSP2,2023,27978.40029,60487774,1545462626,70,2466.394781,45617.77769,61.09193414,8505.696161,3143.122751,473212.1235,Central region,Anhui
安徽省,SSP2,2024,29142.36424,60497495,1545710997,70,2525.068823,48343.36266,61.562673,8604.27451,3204.565245,496996.8588,Central region,Anhui
安徽省,SSP2,2025,30217.69883,60477626,1545203344,70,2580.902605,50992.02524,61.99058009,8691.850019,3258.61205,550033.2785,Central region,Anhui
安徽省,SSP2,2026,31177.79942,60432282,1544044805,70,2633.863974,53542.29139,62.3789969,8769.446021,3305.822567,727793.32,Central region,Anhui
安徽省,SSP2,2027,32050.53239,60366295,1542358837,70,2683.948526,55976.08964,62.73111058,8838.039341,3346.828268,720006.3493,Central region,Anhui
安徽省,SSP2,2028,32876.51426,60284706,1540274238,70,2731.176823,58279.11843,63.04993882,8898.54941,3382.291491,724515.7355,Central region,Anhui
安徽省,SSP2,2029,33698.58802,60192517,1537918809,70,2775.591414,60440.97586,63.33832069,8951.831641,3412.879498,736658.5835,Central region,Anhui
安徽省,SSP2,2030,34561.8436,60094760,1535421118,70,2817.253772,62455.07375,63.5989124,8998.674187,3439.258519,750971.3838,Central region,Anhui
安徽省,SSP2,2031,35598.06456,59995980,1532897289,70,2856.241257,64318.37442,63.83418696,9039.797305,3462.056694,754494.4395,Central region,Anhui
安徽省,SSP2,2032,36716.92023,59898881,1530416410,70,2892.644182,66030.99771,64.04643705,9075.854657,3481.779117,756319.9925,Central region,Anhui
安徽省,SSP2,2033,37907.38479,59805728,1528036350,70,2926.563047,67595.74762,64.23778009,9107.435959,3498.883092,763555.7045,Central region,Anhui
安徽省,SSP2,2034,39158.07471,59718762,1525814369,70,2958.105979,69017.60398,64.41016519,9135.070558,3513.80062,782558.3073,Central region,Anhui
安徽省,SSP2,2035,40457.17498,59640262,1523808694,70,2987.386418,70303.21718,64.5653812,9159.231555,3526.941861,773248.4118,Central region,Anhui
安徽省,SSP2,2036,41799.18204,59571822,1522060052,70,3014.521067,71460.43435,64.70506563,9180.340207,3538.652699,776239.7848,Central region,Anhui
安徽省,SSP2,2037,43179.00646,59512557,1520545831,70,3039.628094,72497.8761,64.83071395,9198.770406,3549.107827,777691.986,Central region,Anhui
安徽省,SSP2,2038,44598.75832,59460921,1519226532,70,3062.825597,73424.57423,64.94368911,9214.853086,3558.418327,782477.9895,Central region,Anhui
安徽省,SSP2,2039,46061.62398,59415373,1518062780,70,3084.230321,74249.67372,65.045231,9228.880462,3566.673122,778629.706,Central region,Anhui
安徽省,SSP2,2040,47572.26609,59374401,1517015946,70,3103.956593,74982.19766,65.1364657,9241.110025,3573.942593,792522.4908,Central region,Anhui
安徽省,SSP2,2041,49114.71994,59335853,1516031044,70,3122.115479,75630.86964,65.21841448,9251.768264,3580.240266,792071.8668,Central region,Anhui
安徽省,SSP2,2042,50677.58109,59295183,1514991926,70,3138.814123,76203.98683,65.29200228,9261.054089,3585.418224,791614.9765,Central region,Anhui
安徽省,SSP2,2043,52226.61353,59247215,1513766343,70,3154.155251,76709.33575,65.35806591,9269.141957,3589.274437,789543.5745,Central region,Anhui
安徽省,SSP2,2044,53725.39046,59186736,1512221105,70,3168.236831,77154.14281,65.41736159,9276.184699,3591.590399,789575.2695,Central region,Anhui
安徽省,SSP2,2045,55135.28384,59108542,1510223248,70,3181.151841,77545.05239,65.47057213,9282.316067,3592.135706,792810.2775,Central region,Anhui
安徽省,SSP2,2046,56440.37014,59008393,1507664441,70,3192.988154,77888.12582,65.5183135,9287.653012,3590.727758,792631.904,Central region,Anhui
安徽省,SSP2,2047,57643.45029,58886001,1504537326,70,3203.828504,78188.85574,65.56114102,9292.297719,3587.415508,793597.4155,Central region,Anhui
安徽省,SSP2,2048,58772.19667,58742080,1500860144,70,3213.750526,78452.19112,65.59955494,9296.339409,3582.301911,796731.1503,Central region,Anhui
安徽省,SSP2,2049,59855.42011,58577367,1496651727,70,3222.826849,78682.56948,65.63400569,9299.855944,3575.485148,796731.1503,Central region,Anhui
安徽省,SSP2,2050,60922.83881,58392553,1491929729,70,3231.125234,78883.95305,65.66489859,9302.915235,3567.054997,797611.0945,Central region,Anhui
安徽省,SSP2,2051,62056.10201,58188959,1486727902,70,3238.708749,79059.86702,65.69259821,9305.576491,3557.134691,797390.9475,Central region,Anhui
安徽省,SSP2,2052,63182.80411,57970323,1481141753,70,3245.635962,79213.43806,65.71743233,9307.891313,3545.990847,796520.1415,Central region,Anhui
安徽省,SSP2,2053,64277.17968,57740959,1475281502,70,3251.961159,79347.43192,65.73969553,9309.904658,3533.921632,797509.7933,Central region,Anhui
安徽省,SSP2,2054,65312.48836,57505229,1469258601,70,3257.734564,79464.28948,65.75965248,9311.655685,3521.224829,795791.2533,Central region,Anhui
安徽省,SSP2,2055,66261.1037,57267488,1463184318,70,3263.002567,79566.1606,65.77754089,9313.17849,3508.194741,795750.1948,Central region,Anhui
安徽省,SSP2,2056,67143.49686,57031540,1457155847,70,3267.80796,79654.93558,65.7935742,9314.502757,3495.089121,797509.4433,Central region,Anhui
安徽省,SSP2,2057,67949.93575,56798884,1451211486,70,3272.190159,79732.27396,65.80794403,9315.654326,3482.021836,796896.4545,Central region,Anhui
安徽省,SSP2,2058,68719.9204,56570398,1445373669,70,3276.185428,79799.63085,65.82082234,9316.655684,3469.066169,796947.11,Central region,Anhui
安徽省,SSP2,2059,69493.63344,56347017,1439666284,70,3279.827097,79858.28066,65.83236345,9317.526397,3456.296633,796707.8198,Central region,Anhui
安徽省,SSP2,2060,70311.87297,56129653,1434112634,70,3283.145767,79909.33846,65.84270581,9318.283491,3443.784335,796566.8445,Central region,Anhui
安徽省,SSP2,2061,71233.90623,55919488,1428742918,70,3286.169513,79953.77905,65.85197361,9318.941777,3431.615179,827004.6463,Central region,Anhui
安徽省,SSP2,2062,72229.75607,55718800,1423615340,70,3288.924064,79992.45403,65.86027824,9319.514138,3419.940791,827203.019,Central region,Anhui
安徽省,SSP2,2063,73287.37497,55530183,1418796176,70,3291.432991,80026.10686,65.86771959,9320.011783,3408.930869,827080.4578,Central region,Anhui
安徽省,SSP2,2064,74394.13166,55356251,1414352213,70,3293.717867,80055.38624,65.87438723,9320.444458,3398.755168,827350.878,Central region,Anhui
安徽省,SSP2,2065,75536.67449,55199662,1410351364,70,3295.798427,80080.85793,65.88036147,9320.820639,3389.585106,829989.2895,Central region,Anhui
安徽省,SSP2,2066,76704.8349,55062187,1406838878,70,3297.692715,80103.01512,65.88571433,9321.147701,3381.536704,829575.6813,Central region,Anhui
安徽省,SSP2,2067,77890.48749,54941890,1403765290,70,3299.417221,80122.28763,65.89051034,9321.432053,3374.497452,829552.1213,Central region,Anhui
安徽省,SSP2,2068,79090.90978,54835871,1401056504,70,3300.987006,80139.04988,65.89480736,9321.679271,3368.294801,829552.1213,Central region,Anhui
安徽省,SSP2,2069,80303.92578,54741176,1398637047,70,3302.415824,80153.62798,65.89865725,9321.894203,3362.752144,829552.1213,Central region,Anhui
安徽省,SSP2,2070,81527.92724,54654780,1396429629,70,3303.716227,80166.30588,65.9021065,9322.081064,3357.687874,829552.1213,Central region,Anhui
安徽省,SSP2,2071,82853.94882,54574056,1394367131,70,3304.899667,80177.33077,65.90519676,9322.243519,3352.944283,829464.3053,Central region,Anhui
安徽省,SSP2,2072,84188.9751,54498212,1392429317,70,3305.976592,80186.91782,65.90796537,9322.384755,3348.475935,829452.5245,Central region,Anhui
安徽省,SSP2,2073,85522.17295,54426916,1390607704,70,3306.956528,80195.25427,65.91044578,9322.507543,3344.265271,829452.5245,Central region,Anhui
安徽省,SSP2,2074,86841.04524,54359851,1388894193,70,3307.848159,80202.50303,65.91266798,9322.614293,3340.295321,829677.4718,Central region,Anhui
安徽省,SSP2,2075,88131.59613,54296697,1387280608,70,3308.659402,80208.80587,65.91465882,9322.707098,3336.548633,830907.3305,Central region,Anhui
安徽省,SSP2,2076,89395.67912,54237221,1385760997,70,3309.397471,80214.2861,65.91644239,9322.787781,3333.012843,830901.061,Central region,Anhui
安徽省,SSP2,2077,90631.68873,54181385,1384334387,70,3310.068936,80219.05099,65.91804025,9322.857925,3329.687345,830901.061,Central region,Anhui
安徽省,SSP2,2078,91856.46983,54129265,1383002721,70,3310.679784,80223.19384,65.91947174,9322.918905,3326.578336,830886.7555,Central region,Anhui
安徽省,SSP2,2079,93087.92444,54080975,1381768911,70,3311.23547,80226.79582,65.92075417,9322.97192,3323.694176,830886.7555,Central region,Anhui
安徽省,SSP2,2080,94344.88152,54036710,1380637941,70,3311.740957,80229.92749,65.92190306,9323.018009,3321.048047,830856.6593,Central region,Anhui
安徽省,SSP2,2081,95491.2876,53996859,1379619747,70,3312.200767,80232.65023,65.9229323,9323.058078,3318.664916,830856.6593,Central region,Anhui
安徽省,SSP2,2082,96659.47885,53962152,1378732984,70,3312.619017,80235.01742,65.92385436,9323.092912,3316.590592,830856.6593,Central region,Anhui
安徽省,SSP2,2083,97829.67592,53933392,1377998166,70,3312.999453,80237.07546,65.92468039,9323.123195,3314.875264,830856.6593,Central region,Anhui
安徽省,SSP2,2084,98980.82605,53911247,1377432361,70,3313.345488,80238.86473,65.9254204,9323.149523,3313.560731,830856.6593,Central region,Anhui
安徽省,SSP2,2085,100090.6446,53896297,1377050388,70,3313.660225,80240.42031,65.92608334,9323.172411,3312.6833,830856.6593,Central region,Anhui
安徽省,SSP2,2086,101172.6796,53888999,1376863924,70,3313.946491,80241.77271,65.92667723,9323.192309,3312.271642,830856.6593,Central region,Anhui
安徽省,SSP2,2087,102206.5132,53889638,1376880251,70,3314.206856,80242.94847,65.92720927,9323.209607,3312.343795,830856.6593,Central region,Anhui
安徽省,SSP2,2088,103210.2758,53898483,1377106241,70,3314.443661,80243.97066,65.9276859,9323.224646,3312.916751,830856.6593,Central region,Anhui
安徽省,SSP2,2089,104202.684,53915709,1377546365,70,3314.659034,80244.85932,65.92811288,9323.23772,3314.001672,830856.6593,Central region,Anhui
安徽省,SSP2,2090,105202.9008,53941498,1378205274,70,3314.854912,80245.63191,65.92849539,9323.249086,3315.610106,830856.6593,Central region,Anhui
安徽省,SSP2,2091,106245.5096,53975828,1379082405,70,3315.033059,80246.30357,65.92883807,9323.258968,3317.741022,830856.6593,Central region,Anhui
安徽省,SSP2,2092,107325.8634,54018162,1380164039,70,3315.195078,80246.8875,65.92914504,9323.267558,3320.361692,830856.6593,Central region,Anhui
安徽省,SSP2,2093,108456.0429,54067877,1381434257,70,3315.342427,80247.39515,65.92942005,9323.275026,3323.434074,830886.7555,Central region,Anhui
安徽省,SSP2,2094,109648.4364,54124363,1382877475,70,3315.476434,80247.83648,65.92966641,9323.281518,3326.920893,830886.7555,Central region,Anhui
安徽省,SSP2,2095,110915.7484,54187074,1384479741,70,3315.598305,80248.22016,65.92988711,9323.287163,3330.788785,830901.061,Central region,Anhui
安徽省,SSP2,2096,112271.5444,54255457,1386226926,70,3315.709139,80248.55372,65.93008482,9323.29207,3335.003929,830901.061,Central region,Anhui
安徽省,SSP2,2097,113728.9685,54329029,1388106691,70,3315.809935,80248.84371,65.93026194,9323.296335,3339.536792,829671.2023,Central region,Anhui
安徽省,SSP2,2098,115301.7111,54407314,1390106873,70,3315.901602,80249.09581,65.93042061,9323.300044,3344.358252,829446.255,Central region,Anhui
安徽省,SSP2,2099,117003.7906,54489855,1392215795,70,3315.984966,80249.31498,65.93056275,9323.303268,3349.440336,829473.4505,Central region,Anhui
安徽省,SSP2,2100,118849.5576,54576237,1394422855,70,3316.060778,80249.50552,65.93069009,9323.306071,3354.757645,829561.2665,Central region,Anhui
安徽省,SSP3,2020,24238.1625,59248872,1946325445,90,2307.963759,37709.68285,60.69835055,8587.332885,3088.270084,406268.3393,Central region,Anhui
安徽省,SSP3,2021,25376.6274,59131947,1942484459,90,2387.758092,40837.26087,61.53347709,8809.16419,3205.297467,436757.001,Central region,Anhui
安徽省,SSP3,2022,26511.43122,58971568,1937216009,90,2466.476535,44044.95668,62.31707992,9017.851098,3314.002488,469153.4023,Central region,Anhui
安徽省,SSP3,2023,27633.31512,58774039,1930727181,90,2543.894492,47307.9196,63.05089953,9213.378218,3414.253187,516142.0413,Central region,Anhui
安徽省,SSP3,2024,28732.15253,58545604,1923223091,90,2619.80288,50599.49536,63.73683972,9395.880816,3506.083993,581569.639,Central region,Anhui
安徽省,SSP3,2025,29796.8939,58292491,1914908329,90,2694.010132,53892.07775,64.37692625,9565.623491,3589.683296,717140.5545,Central region,Anhui
安徽省,SSP3,2026,30819.85797,58020453,1905971881,90,2766.343772,57158.02683,64.97326961,9722.978464,3665.347552,723569.2953,Central region,Anhui
安徽省,SSP3,2027,31819.63205,57733424,1896542978,90,2836.651575,60370.58956,65.52803169,9868.404355,3733.372931,743271.1475,Central region,Anhui
安徽省,SSP3,2028,32822.33841,57434897,1886736366,90,2904.802288,63504.75829,66.04339672,10002.42613,3794.115967,765470.4795,Central region,Anhui
安徽省,SSP3,2029,33856.4325,57128396,1876667809,90,2970.685929,66538.01023,66.52154616,10125.61672,3848.006967,790369.907,Central region,Anhui
安徽省,SSP3,2030,34952.46308,56817467,1866453791,90,3034.2137,69450.88432,66.96463751,10238.58058,3895.535292,845057.9743,Central region,Anhui
安徽省,SSP3,2031,36218.03907,56505187,1856195393,90,3095.317543,72227.3699,67.37478667,10341.93942,3937.202111,862384.257,Central region,Anhui
安徽省,SSP3,2032,37580.07924,56192639,1845928191,90,3153.949383,74855.09999,67.75405371,10436.32006,3973.398304,881889.7555,Central region,Anhui
安徽省,SSP3,2033,39036.13934,55880382,1835670549,90,3210.080105,77325.35972,68.10443149,10522.34433,4004.490316,909305.0293,Central region,Anhui
安徽省,SSP3,2034,40583.26322,55569005,1825441814,90,3263.69832,79632.93383,68.42783712,10600.62104,4030.85098,900041.5813,Central region,Anhui
安徽省,SSP3,2035,42218.07999,55259077,1815260679,90,3314.808974,81775.82625,68.72610566,10671.73958,4052.850471,910200.8743,Central region,Anhui
安徽省,SSP3,2036,43956.5829,54950914,1805137525,90,3363.431833,83754.88887,69.00098584,10736.26523,4070.834514,949508.4648,Central region,Anhui
安徽省,SSP3,2037,45776.77436,54643743,1795046958,90,3409.599918,85573.3963,69.25413758,10794.73573,4085.057558,947379.4703,Central region,Anhui
安徽省,SSP3,2038,47674.93555,54336497,1784953926,90,3453.357897,87236.59969,69.48713091,10847.65906,4095.736834,958542.0413,Central region,Anhui
安徽省,SSP3,2039,49647.54432,54028171,1774825417,90,3494.760504,88751.28693,69.70144614,10895.5122,4103.077366,958144.2493,Central region,Anhui
安徽省,SSP3,2040,51691.41396,53717703,1764626544,90,3533.870993,90125.3701,69.89847502,10938.74062,4107.26249,956507.896,Central region,Anhui
安徽省,SSP3,2041,53801.19294,53403504,1754305106,90,3570.759652,91367.51392,70.07952259,10977.75844,4108.417384,956602.7535,Central region,Anhui
安徽省,SSP3,2042,55953.40617,53081694,1743733648,90,3605.502421,92486.81354,70.24580983,11012.94905,4106.47164,958897.8885,Central region,Anhui
