,YEAR,SSP,value
177,2037,SSP3,70.7810977035313
178,2037,SSP4,67.58356218458299
179,2037,SSP5,72.96537263301113
180,2038,SSP1,66.42275191665755
181,2038,SSP2,69.17177296754497
182,2038,SSP3,70.95079636067096
183,2038,SSP4,67.66948585226739
184,2038,SSP5,73.21097724033042
185,2039,SSP1,66.47730244794202
186,2039,SSP2,69.2815842395325
187,2039,SSP3,71.1073032138685
188,2039,SSP4,67.74716022318265
189,2039,SSP5,73.44027293575147
190,2040,SSP1,66.52609840175973
191,2040,SSP2,69.38180333961733
192,2040,SSP3,71.25161521231341
193,2040,SSP4,67.81738512561114
194,2040,SSP5,73.65427660283252
195,2041,SSP1,66.56975593104997
196,2041,SSP2,69.47326790594595
197,2041,SSP3,71.38466195649666
198,2041,SSP4,67.88088456855536
199,2041,SSP5,73.8539554590851
200,2042,SSP1,66.60882552668635
201,2042,SSP2,69.5567456435859
202,2042,SSP3,71.50730876273674
203,2042,SSP4,67.93831337425793
204,2042,SSP5,74.04022728711055
205,2043,SSP1,66.64379877822786
206,2043,SSP2,69.63293939510233
207,2043,SSP3,71.62035986496537
208,2043,SSP4,67.99026335714316
209,2043,SSP5,74.2139610703416
210,2044,SSP1,66.6751145029183
211,2044,SSP2,69.70249199989296
212,2044,SSP3,71.7245616868961
213,2044,SSP4,68.0372690515498
214,2044,SSP5,74.37597796015172
215,2045,SSP1,66.7031642864565
216,2045,SSP2,69.76599091673391
217,2045,SSP3,71.82060613005072
218,2045,SSP4,68.07981299861139
219,2045,SSP5,74.52705250935655
220,2046,SSP1,66.72829747997781
221,2046,SSP2,69.82397259369958
222,2046,SSP3,71.90913383384428
223,2046,SSP4,68.11833060836815
224,2046,SSP5,74.66791411494131
225,2047,SSP1,66.75082569731244
226,2047,SSP2,69.87692657735303
227,2047,SSP3,71.99073737316051
228,2047,SSP4,68.15321461712196
229,2047,SSP5,74.799248620137
230,2048,SSP1,66.77102685529645
231,2048,SSP2,69.92529935917251
232,2048,SSP3,72.06596436672288
233,2048,SSP4,68.18481916255624
234,2048,SSP5,74.92170003269663
235,2049,SSP1,66.78914879800033
236,2049,SSP2,69.96949796185929
237,2049,SSP3,72.13532047622259
238,2049,SSP4,68.21346350055396
239,2049,SSP5,75.03587232236826
240,2050,SSP1,66.80541254343125
241,2050,SSP2,70.00989327170369
242,2050,SSP3,72.1992722817417
243,2050,SSP4,68.23943538821476
244,2050,SSP5,75.14233126612802
245,2051,SSP1,66.82001518873018
246,2051,SSP2,70.04682312577643
247,2051,SSP3,72.25825002363779
248,2051,SSP4,68.26299415750844
249,2051,SSP5,75.24160631472928
250,2052,SSP1,66.83313250724748
251,2052,SSP2,70.08059516453909
252,2052,SSP3,72.3126502048585
253,2052,SSP4,68.2843735034744
254,2052,SSP5,75.33419245857091
255,2053,SSP1,66.84492126823483
256,2053,SSP2,70.11148946168049
257,2053,SSP3,72.36283805074422
258,2053,SSP4,68.30378401001802
259,2053,SSP5,75.4205520748162
260,2054,SSP1,66.85552130730106
261,2054,SSP2,70.139760943711
262,2054,SSP3,72.40914982585419
263,2054,SSP4,68.32141543527167
264,2054,SSP5,75.5011167411374
265,2055,SSP1,66.86505737329085
266,2055,SSP2,70.16564161218922
267,2055,SSP3,72.45189500931039
268,2055,SSP4,68.33743877726103
269,2055,SSP5,75.57628900446004
270,2056,SSP1,66.87364077488692
271,2056,SSP2,70.18934258150176
272,2056,SSP3,72.49135833167354
273,2056,SSP4,68.35200813931189
274,2056,SSP5,75.6464440956713
275,2057,SSP1,66.8813708480262
276,2057,SSP2,70.21105594493842
277,2057,SSP3,72.52780167751742
278,2057,SSP4,68.36526241329324
279,2057,SSP5,75.71193158347995
280,2058,SSP1,66.88833626316666
281,2058,SSP2,70.23095648145944
282,2058,SSP3,72.56146585871578
283,2058,SSP4,68.3773267974581
284,2058,SSP5,75.77307696250617
285,2059,SSP1,66.89461618954823
286,2059,SSP2,70.24920321508611
287,2059,SSP3,72.59257226405151
288,2059,SSP4,68.38831416433804
289,2059,SSP5,75.83018317227798
290,2060,SSP1,66.9002813318535
291,2060,SSP2,70.26594083829772
292,2060,SSP3,72.6213243911477
293,2060,SSP4,68.39832629288972
294,2060,SSP5,75.8835320451474
295,2061,SSP1,66.9053948530897
296,2061,SSP2,70.28130101021596
297,2061,SSP3,72.6479092669442
298,2061,SSP4,68.40745497789428
299,2061,SSP5,75.93338568224904
300,2062,SSP1,66.91001319607234
301,2062,SSP2,70.29540353972791
302,2062,SSP3,72.67249876303377
303,2062,SSP4,68.41578302848121
304,2062,SSP5,75.97998775753284
305,2063,SSP1,66.9141868145868
306,2063,SSP2,70.30835746305556
307,2063,SSP3,72.69525081215735
308,2063,SSP4,68.42338516659076
309,2063,SSP5,76.02356475063974
310,2064,SSP1,66.9179608241259
311,2064,SSP2,70.32026202463938
312,2064,SSP3,72.7163105320617
313,2064,SSP4,68.43032883520509
314,2064,SSP5,76.06432710997696
315,2065,SSP1,66.92137558103992
316,2065,SSP2,70.33120756957587
317,2065,SSP3,72.7358112627644
318,2065,SSP4,68.43667492526883
319,2065,SSP5,76.10247034781038
320,2066,SSP1,66.92446719798247
321,2066,SSP2,70.34127635524091
322,2066,SSP3,72.75387552306618
323,2066,SSP4,68.44247842938024
324,2066,SSP5,76.13817606954356
325,2067,SSP1,66.9272680026786
326,2067,SSP2,70.35054328914785
327,2067,SSP3,72.7706158919127
328,2067,SSP4,68.44778902956486
329,2067,SSP5,76.1716129396134
330,2068,SSP1,66.9298069462763
331,2068,SSP2,70.35907659953574
332,2068,SSP3,72.78613581994804
333,2068,SSP4,68.45265162573955
334,2068,SSP5,76.20293758661666
335,2069,SSP1,66.93210996685521
336,2069,SSP2,70.36693844465971
337,2069,SSP3,72.800530376328
338,2069,SSP4,68.45710681083128
339,2069,SSP5,76.23229545040108
340,2070,SSP1,66.93420031305453
341,2070,SSP2,70.37418546626465
342,2070,SSP3,72.81388693558065
343,2070,SSP4,68.4611912979312
344,2070,SSP5,76.25982157392129
345,2071,SSP1,66.93609883223479
346,2071,SSP2,70.38086929226475
347,2071,SSP3,72.82628580901958
348,2071,SSP4,68.46493830433211
349,2071,SSP5,76.28564134268406
350,2072,SSP1,66.9378242270999
351,2072,SSP2,70.3870369932239
352,2072,SSP3,72.83780082493557
353,2072,SSP4,68.46837789681656
354,2072,SSP5,76.30987117459547
355,2073,SSP1,66.93939328427118
356,2073,SSP2,70.39273149683694
357,2073,SSP3,72.84849986151953
358,2073,SSP4,68.4715373021254
359,2073,SSP5,76.33261916298333
360,2074,SSP1,66.94082107791827
361,2074,SSP2,70.39799196424464
362,2074,SSP3,72.85844533620455
363,2074,SSP4,68.47444118614308
364,2074,SSP5,76.35398567550685
365,2075,SSP1,66.94212115120594
366,2075,SSP2,70.40285413167857
367,2075,SSP3,72.86769465485989
368,2075,SSP4,68.47711190497941
369,2075,SSP5,76.37406391158736
370,2076,SSP1,66.9433056780102
371,2076,SSP2,70.40735062062117
372,2076,SSP3,72.87630062402718
373,2076,SSP4,68.47956973080544
374,2076,SSP5,76.3929404209029
375,2077,SSP1,66.94438560708333
376,2077,SSP2,70.41151121938093
377,2077,SSP3,72.88431182915708
378,2077,SSP4,68.4818330550123
379,2077,SSP5,76.41069558538943
380,2078,SSP1,66.94537079060542
381,2078,SSP2,70.41536313872164
382,2078,SSP3,72.89177298158684
383,2078,SSP4,68.48391857099999
384,2078,SSP5,76.42740406708516
385,2079,SSP1,66.946270098844
386,2079,SSP2,70.41893124394493
387,2079,SSP3,72.89872523679266
388,2079,SSP4,68.4858414386686
389,2079,SSP5,76.44313522404454
390,2080,SSP1,66.94709152245188
391,2080,SSP2,70.42223826560706
392,2080,SSP3,72.90520648625804
393,2080,SSP4,68.48761543247309
394,2080,SSP5,76.45795349643701
395,2081,SSP1,66.94784226376291
396,2081,SSP2,70.42530499085119
397,2081,SSP3,72.91125162511815
398,2081,SSP4,68.4892530747121
399,2081,SSP5,76.4719187648328
400,2082,SSP1,66.94852881829412
401,2082,SSP2,70.42815043715387
402,2082,SSP3,72.91689279757142
403,2082,SSP4,68.49076575555145
404,2082,SSP5,76.48508668256855
405,2083,SSP1,66.94915704752833
406,2083,SSP2,70.43079201011939
407,2083,SSP3,72.92215962189272
408,2083,SSP4,68.49216384112839
409,2083,SSP5,76.49750898397518
410,2084,SSP1,66.94973224393188
411,2084,SSP2,70.43324564680373
412,2084,SSP3,72.92707939673586
413,2084,SSP4,68.49345677094584
414,2084,SSP5,76.50923377014614
415,2085,SSP1,66.95025918905613
416,2085,SSP2,70.43552594591314
417,2085,SSP3,72.93167729027842
418,2085,SSP4,68.49465314564117
419,2085,SSP5,76.52030577382024
420,2086,SSP1,66.95074220547734
421,2086,SSP2,70.437646286097
422,2086,SSP3,72.93597651363552
423,2086,SSP4,68.49576080610379
424,2086,SSP5,76.53076660485607
425,2087,SSP1,66.95118520324556
426,2087,SSP2,70.43961893344127
427,2087,SSP3,72.93999847985394
428,2087,SSP4,68.49678690481528
429,2087,SSP5,76.5406549776793
430,2088,SSP1,66.95159172143926
431,2088,SSP2,70.4414551391656
432,2088,SSP3,72.94376294968997
433,2088,SSP4,68.4977379701972
434,2088,SSP5,76.55000692199536
435,2089,SSP1,66.95196496535634
436,2089,SSP2,70.44316522843395
437,2089,SSP3,72.94728816527622
438,2089,SSP4,68.49861996467044
439,2089,SSP5,76.55885597797312
440,2090,SSP1,66.9523078398132
441,2090,SSP2,70.44475868110271
442,2090,SSP3,72.95059097269079
443,2090,SSP4,68.49943833705873
444,2090,SSP5,76.56723337702556
445,2091,SSP1,66.95262297897224
446,2091,SSP2,70.44624420515447
447,2091,SSP3,72.95368693435873
448,2091,SSP4,68.500198069904
449,2091,SSP5,76.57516820923507
450,2092,SSP1,66.952912773071
451,2092,SSP2,70.44762980349446
452,2092,SSP3,72.95659043213797
453,2092,SSP4,68.50090372220302
454,2092,SSP5,76.58268757840041
455,2093,SSP1,66.95317939238582
456,2093,SSP2,70.44892283472431
457,2093,SSP3,72.95931476187121
458,2093,SSP4,68.50155946802322
459,2093,SSP5,76.58981674561291
460,2094,SSP1,66.953424808726
461,2094,SSP2,70.45013006844944
462,2094,SSP3,72.96187222011994
463,2094,SSP4,68.50216913140875
464,2094,SSP5,76.59657926220684
465,2095,SSP1,66.95365081472207
466,2095,SSP2,70.45125773562488
467,2095,SSP3,72.9642741837364
468,2095,SSP4,68.50273621794584
469,2095,SSP5,76.60299709286808
470,2096,SSP1,66.95385904114298
471,2096,SSP2,70.45231157439699
472,2096,SSP3,72.96653118287459
473,2096,SSP4,68.50326394331904
474,2096,SSP5,76.60909072962964
475,2097,SSP1,66.95405097245133
476,2097,SSP2,70.45329687185557
477,2097,SSP3,72.96865296799113
478,2097,SSP4,68.50375525915643
479,2097,SSP5,76.61487929743018
480,2098,SSP1,66.95422796078314
481,2098,SSP2,70.45421850207224
482,2098,SSP3,72.97064857133961
483,2098,SSP4,68.50421287643161
484,2098,SSP5,76.62038065186252
485,2099,SSP1,66.95439123851804
486,2099,SSP2,70.45508096076578
487,2099,SSP3,72.97252636342047
488,2099,SSP4,68.50463928666268
489,2099,SSP5,76.62561146969391
490,2100,SSP1,66.95454192958829
491,2100,SSP2,70.45588839690355
492,2100,SSP3,72.97429410480895
493,2100,SSP4,68.50503678112516
494,2100,SSP5,76.63058733269659
