,0
0,上海市
1,16222.861492000002
2,16677.883176
3,17003.061498
4,18050.693934
5,19614.946105
6,21535.326076999998
7,23505.243496999996
8,25714.422413
9,28500.944248000003
10,30754.63211
11,32660.43791
12,34097.79469
13,35234.25956
14,36293.159779999994
15,37503.39233
16,39100.32282
17,41246.637440000006
18,43794.292270000005
19,46507.83793
20,49141.3712
21,51438.78757
22,53326.4095
23,54777.82503
24,55957.033070000005
25,57035.5034
26,58190.61489
27,59592.5237
28,61207.08163
29,62985.701329999996
30,64878.275630000004
31,66833.55960000001
32,68803.50883
33,70746.09635
34,72622.07495000001
35,74391.6664
36,76014.9014
37,77509.24953
38,78893.07459999999
39,80241.10341
40,81628.46523
41,83130.73323
42,84913.9147
43,86865.3191
44,88957.42104
45,91162.13640000002
46,93450.46139000001
47,95855.99152000001
48,98267.50766
49,100630.83192999999
50,102890.83443
51,104992.01274
52,106962.40859
53,108840.88230999999
54,110746.72759
55,112798.74374
56,115114.37582
57,117792.60052
58,120712.03235
59,123737.26834
60,126738.12909999999
61,129588.30914999999
62,132384.08438000001
63,135030.25462
64,137637.3582
65,140314.81333
66,143170.86574
67,146344.02182
68,149754.16332
69,153353.15754
70,157098.49462
71,160954.22225
72,164629.07901000002
73,168384.59009
74,172236.2281
75,176193.63663999998
76,180260.12787
77,184547.69249
78,188866.46178
79,193134.31488999998
80,197270.59181
81,201195.65942
82,204940.25829000003
83,208493.14602000001
84,211947.79099999997
85,215397.38575000002
86,218934.86810000002
87,222651.66645999998
88,226639.86904999998
89,230986.20649
90,235771.62355999998
91,241068.57716
92,云南省
93,6827.275314500001
94,8169.236105399999
95,9027.114756290004
96,9896.429634030002
97,10779.149043219999
98,11674.084046730006
99,12490.446622219999
100,13398.628276140003
101,14632.048278739996
102,15683.192539999995
103,16722.091808470006
104,17730.535898009988
105,18713.650033970007
106,19671.326062199987
107,20603.43544070999
108,21509.674522050005
109,22388.108824469997
110,23237.617148450005
111,24057.032466429995
112,24845.868902530005
113,25604.382413550018
114,26394.63411425001
115,27170.566599499994
116,27944.99531771001
117,28731.202706300002
118,29542.83707525999
119,30399.39616947999
120,31261.50848420001
121,32093.833454990017
122,32860.20437774001
123,33523.635353039994
124,34059.84499929001
125,34494.04111770001
126,34866.193054589996
127,35217.98109673998
128,35592.58915031
129,36043.004703009974
130,36550.88147077999
131,37105.40875745999
132,37695.21354519002
133,38308.61746425001
134,38981.880274339994
135,39650.238765019996
136,40295.168705790005
137,40897.97626265999
138,41439.818577670005
139,41935.83658271999
140,42362.30730984
141,42728.44960001
142,43044.084356570034
143,43319.59892810002
144,43586.79753653998
145,43829.320299640014
146,44050.848811380005
147,44254.93250409003
148,44444.96071525002
149,44634.42940207997
150,44818.640580089974
151,45001.782475980006
152,45187.08400526001
153,45376.92380525997
154,45635.63901959998
155,45906.27726904998
156,46193.619338439996
157,46503.946901569994
158,46844.81406065
159,47239.232379049994
160,47654.74446174002
161,48071.263543119974
162,48467.57418867001
163,48821.145142249996
164,49033.641582669996
165,49188.99008725
166,49301.30030360997
167,49386.1202361
168,49460.80440286998
169,49576.79761453002
170,49709.58255672999
171,49865.16529175003
172,50048.56460063999
173,50263.90050662002
174,50532.78505291
175,50830.06994624999
176,51148.18974893001
177,51479.50204411
178,51816.20666353003
179,52150.12714578
180,52473.45464448998
181,52777.71915302999
182,53054.239283739975
183,53294.167558529974
184,内蒙古自治区
185,10925.373628499992
186,12209.784926010016
187,12818.336870320009
188,13514.005890899996
189,14288.361813059988
190,15138.281203079994
191,15951.964088169996
192,16955.944251009983
193,18451.805082519983
194,19812.464158529994
195,21268.561192420006
196,22800.471733339997
197,24369.86689789999
198,25918.641225239993
199,27387.43130785
200,28715.084942429985
201,29858.916083940003
202,30868.032805129995
203,31816.878059960003
204,32784.18561511
205,33852.87013152999
206,35158.931178970044
207,36569.10239159003
208,37991.94111415005
209,39332.81354341997
210,40494.63252869999
211,41422.418669539984
212,42125.865664929974
213,42659.12265378993
214,43077.54070413001
215,43437.42035560995
216,43794.9997316
217,44197.85193963001
218,44694.305934880016
219,45334.451546239965
220,46169.423798259995
221,47248.25020278001
222,48471.05949830995
223,49733.20740002995
224,50929.25859806007
225,51953.1864756
226,52796.62405723001
227,53447.40239657002
228,53990.895839109995
229,54514.52830346994
230,55107.87682710004
231,55879.68485755002
232,56775.544234299996
233,57755.29031482006
234,58777.78189180001
235,59801.14661130006
236,60822.57297734003
237,61813.287738070074
238,62782.35851041996
239,63738.98248774995
240,64692.39787540005
241,65667.73437487
242,66667.51468977999
243,67709.41300451999
244,68811.54957661008
245,69992.95681719005
246,71362.25513537005
247,72801.8822319099
248,74274.25248922991
249,75738.95154099994
250,77152.7772034301
251,78514.37178844996
252,79809.45035147999
253,81066.90339101004
254,82316.58306032003
255,83588.90496753994
256,84780.11092686991
257,86072.98817740995
258,87524.64583728001
259,89192.87571047002
260,91135.04523507996
261,93440.58529160001
262,95948.95417691002
263,98527.81657799006
264,101044.3133342201
265,103365.32369194004
266,105434.1937447301
267,107254.51851292992
268,108904.38211831
269,110462.36180665997
270,112007.81861576001
271,113620.36642348
272,115380.90999392
273,117368.31621336013
274,119658.76300121004
275,122323.74105051003
276,北京市
277,13338.163822999999
278,15937.569489000001
279,17216.935919999996
280,18233.834359
281,19054.297598999998
282,19727.652856
283,20155.414123
284,20667.749595
285,21642.425477
286,22357.721082
287,23139.669972
288,24013.147157
289,24969.478776999997
290,25973.547357
291,26988.344072
292,27975.103949
293,28899.713746999998
294,29761.649489
295,30569.284756000005
296,31332.733252000005
297,32063.879910999996
298,32846.905595000004
299,33609.316255
300,34346.740419
301,35054.696355
302,35728.618952
303,36386.51829
304,37039.818613
305,37722.488601
306,38468.972019
307,39314.277588000004
308,40279.150039
309,41318.82391199999
310,42372.135157
311,43376.712556
312,44269.276564
313,45029.849387
314,45680.466852
315,46286.604163
316,46914.001110000005
317,47628.621493
318,48538.778856
319,49555.66729600001
320,50629.664859000004
321,51710.288809
322,52746.058210999996
323,53734.320789
324,54647.0619
325,55503.926097999996
326,56325.11569299999
327,57131.25432199999
328,57973.438085
329,58848.581595999996
330,59782.060011999994
331,60798.847788
332,61923.423028000005
333,63178.754973
334,64501.380215000005
335,65827.678484
336,67095.869978
337,68245.139335
338,69328.888658
339,70293.967298
340,71195.897564
341,72091.288373
342,73038.16791199999
343,74114.26578300001
344,75295.38605999999
345,76574.199846
346,77943.985531
347,79399.37145499999
348,80803.95135999999
349,82276.299409
350,83809.693188
351,85395.53264099998
352,87022.926293
353,88740.43930200001
354,90477.215136
355,92221.04028300001
356,93960.20616899998
357,95683.42412099999
358,97419.71807300001
359,99128.73026000001
360,100806.846125
361,102449.299729
362,104050.20509399999
363,105602.248938
364,107098.277947
365,108529.263111
366,109885.183892
367,111155.066266
368,吉林省
369,8191.373272759998
370,9567.307994550001
371,10276.58775858
372,10922.56528964
373,11513.808968080002
374,12054.637807370002
375,12460.20062385
376,12910.093876540002
377,13620.212988509995
378,14112.234416110005
379,14561.335423909997
380,14966.154993099994
381,15354.423480640002
382,15750.840083350004
383,16179.989150689998
384,16666.624396130002
385,17229.722429119996
386,17868.460559289993
387,18576.884180020003
388,19349.25930563
389,20179.750223659994
390,21104.568275319998
391,22047.93402838
392,22971.71856805
393,23836.690397050003
394,24602.79329901
395,25258.15107049
396,25838.890996930008
397,26410.866661750006
398,27041.42701999
399,27799.3884825
400,28733.31639018
401,29800.823038349994
402,30935.86948207
403,32070.525447529995
404,33135.218085060005
405,34093.74369856001
406,34947.40000692999
407,35731.82152136
408,36483.2872229
409,37238.52435920002
410,38072.01929380999
411,38921.64862737003
412,39760.10234944
413,40559.54766422001
414,41291.64340413
415,41967.255364050005
416,42580.60795280001
417,43164.35886280998
418,43751.82212297
419,44376.67067809999
420,45081.301628750014
421,45806.68461084002
422,46501.24470238998
423,47113.83414543001
424,47594.09238263999
425,47922.80762476
426,48138.35861384
427,48307.15200808999
428,48493.75628062001
429,48761.57456293999
430,49220.58744923
431,49766.99346826003
432,50340.68453760998
433,50880.66954481998
434,51325.18533623004
435,51657.04426855003
436,51912.271905880014
437,52169.37107614001
438,52505.21761725
439,52995.63847962
440,53602.36048277
441,54350.79316049001
442,55155.61927669002
443,55929.300588660015
444,56581.513833270015
445,57087.05990463004
446,57452.81351242999
447,57752.45215181999
448,58060.275992670024
449,58450.82652900002
450,59003.74552395998
451,59678.525692920004
452,60437.85851119999
453,61243.39662591001
454,62055.53987922001
455,62833.21522044
456,63534.98246896002
457,64118.18133659001
458,64540.01806156999
459,64758.33515385999
460,四川省
461,16240.678586330005
462,19179.126226599994
463,20850.21409505
464,22477.110892579996
465,24102.379468999992
466,25760.04170431
467,27289.381461160006
468,29103.527443010014
469,31747.554291000008
470,34168.33196582998
471,36785.90538748
472,39593.21241185001
473,42560.42372160999
474,45627.09900734001
475,48732.41808993003
476,51814.94872109
477,54818.56393425999
478,57727.05832222999
479,60531.95727888
480,63224.73094175004
481,65797.36579982002
482,68393.43416667003
483,70847.33190005
484,73134.63948766001
485,75231.26008065
486,77113.45289415005
487,78807.46070297001
488,80328.21033308003
489,81740.13684021992
490,83108.82979604001
491,84500.93384469004
492,85967.43282041
493,87480.81453388004
494,88996.35239135001
495,90469.48597542995
496,91855.88423728998
497,93170.79836250003
498,94391.08353789002
499,95550.84778966004
500,96683.5008467
501,97821.80001277002
502,99116.64335620998
503,100446.62290278997
504,101806.40188613
505,103191.36468424997
506,104597.41127451
507,106088.19294905
508,107554.27141268995
509,108948.87873339
510,110225.15462111997
511,111336.63732439002
512,112315.37761590001
513,113164.39960478002
514,113962.09441597
515,114786.31918983998
516,115713.79071950998
517,116820.20743069006
518,118028.45340593
519,119260.58905005001
520,120438.87712440005
521,121484.94909110997
522,122506.37774570996
523,123362.93085325003
524,124097.01232466994
525,124755.18332838999
526,125389.04663984
527,126105.57315889007
528,126911.53933092
529,127857.89087412995
530,128991.77609771
531,130358.28095103001
532,131760.37313954998
533,133316.44677816998
534,134913.17241659004
535,136434.48560309995
536,137761.13906158003
537,138902.90373685994
538,139818.26599861003
539,140593.95519083008
540,141316.60891666007
541,142072.05017552007
542,142981.24742216006
543,143970.87103877994
544,145001.14556368
545,146031.53540178004
546,147020.59115862005
547,147925.50681839
548,148704.51071210988
549,149314.32831614005
