,0
0,上海市
1,23019194
2,23228859
3,23456927
4,23697769
5,23945643
6,24194728
7,24439139
8,24672964
9,24890265
10,25085113
11,25251586
12,25384806
13,25483987
14,25549372
15,25581224
16,25579815
17,25546650
18,25488101
19,25411729
20,25325059
21,25235563
22,25148823
23,25063000
24,24974435
25,24879521
26,24774680
27,24657342
28,24528750
29,24391067
30,24246407
31,24096832
32,23943961
33,23787812
34,23628038
35,23464338
36,23296454
37,23124021
38,22946060
39,22761425
40,22568921
41,22367327
42,22155708
43,21934407
44,21704072
45,21465340
46,21218821
47,20965008
48,20703966
49,20435638
50,20159949
51,19876800
52,19586138
53,19288183
54,18983239
55,18671637
56,18353735
57,18030026
58,17701445
59,17369073
60,17034048
61,16697565
62,16360794
63,16024658
64,15690010
65,15357721
66,15028666
67,14703800
68,14384345
69,14071593
70,13766840
71,13471391
72,13186473
73,12912988
74,12651818
75,12403896
76,12170214
77,11951461
78,11746935
79,11555573
80,11376297
81,11208007
82,11049509
83,10899268
84,10755638
85,10616927
86,10481416
87,10347349
88,10212943
89,10076387
90,9935838
91,9789430
92,云南省
93,45966766
94,46002457
95,46136816
96,46355432
97,46643963
98,46988071
99,47373431
100,47785723
101,48210561
102,48633574
103,49040312
104,49419079
105,49769154
106,50092580
107,50391354
108,50667570
109,50924004
110,51166482
111,51401655
112,51636252
113,51877021
114,52128843
115,52388738
116,52651783
117,52912895
118,53166991
119,53410496
120,53646272
121,53878857
122,54112852
123,54352901
124,54602290
125,54858513
126,55117589
127,55375491
128,55628121
129,55872106
130,56107081
131,56333554
132,56552049
133,56763093
134,56967557
135,57167264
136,57364289
137,57560764
138,57758773
139,57960542
140,58168619
141,58385664
142,58614333
143,58857313
144,59116989
145,59394426
146,59690337
147,60005450
148,60340439
149,60695476
150,61068735
151,61457863
152,61860477
153,62274114
154,62696642
155,63127480
156,63566385
157,64013159
158,64467599
159,64929526
160,65398874
161,65875597
162,66359650
163,66850980
164,67349694
165,67856373
166,68371794
167,68896654
168,69431681
169,69976959
170,70530349
171,71089039
172,71650245
173,72211088
174,72769182
175,73324196
176,73876366
177,74425935
178,74973231
179,75518607
180,76062432
181,76605158
182,77147242
183,77689185
184,内蒙古自治区
185,24407563
186,24450716
187,24528618
188,24634769
189,24762708
190,24906065
191,25058306
192,25213028
193,25363794
194,25504240
195,25627987
196,25729955
197,25810259
198,25870275
199,25911535
200,25935331
201,25943444
202,25939181
203,25926069
204,25907662
205,25887530
206,25868126
207,25847678
208,25823417
209,25792557
210,25752337
211,25700884
212,25639491
213,25570240
214,25495273
215,25416580
216,25335725
217,25252361
218,25165671
219,25074937
220,24979348
221,24878228
222,24771311
223,24658215
224,24538708
225,24412470
226,24279349
227,24139979
228,23995291
229,23846138
230,23693333
231,23537836
232,23380795
233,23223431
234,23067004
235,22912755
236,22761750
237,22614569
238,22471448
239,22332826
240,22199111
241,22070577
242,21947289
243,21829205
244,21716293
245,21608549
246,21505936
247,21408097
248,21314630
249,21225104
250,21139024
251,21056126
252,20976355
253,20899827
254,20826694
255,20756974
256,20690661
257,20627292
258,20566256
259,20507015
260,20449010
261,20391911
262,20336383
263,20283253
264,20233429
265,20187822
266,20146987
267,20109767
268,20074771
269,20040447
270,20005249
271,19967598
272,19925973
273,19878716
274,19824258
275,19760923
276,北京市
277,19612368
278,19788493
279,19988495
280,20206566
281,20436823
282,20673308
283,20910011
284,21140866
285,21359789
286,21560667
287,21737379
288,21884812
289,22001874
290,22088493
291,22144618
292,22170207
293,22166342
294,22138533
295,22093376
296,22037447
297,21977288
298,21917867
299,21858041
300,21795154
301,21726587
302,21649754
303,21562859
304,21467122
305,21364495
306,21256894
307,21146189
308,21033813
309,20919515
310,20802666
311,20682663
312,20558936
313,20430893
314,20297763
315,20158684
316,20012787
317,19859168
318,19697025
319,19526024
320,19345934
321,19156509
322,18957469
323,18748635
324,18530264
325,18302704
326,18066304
327,17821384
328,17568257
329,17307217
330,17038575
331,16762666
332,16479852
333,16190643
334,15896078
335,15597354
336,15295734
337,14992533
338,14689040
339,14386339
340,14085439
341,13787374
342,13493191
343,13203931
344,12920518
345,12643871
346,12374902
347,12114519
348,11863583
349,11622730
350,11392586
351,11173823
352,10967164
353,10773117
354,10591186
355,10420611
356,10260630
357,10110459
358,9969191
359,9835419
360,9707598
361,9584139
362,9463426
363,9343811
364,9223622
365,9101149
366,8974679
367,8842453
368,吉林省
369,27452818
370,27405316
371,27389890
372,27400091
373,27429441
374,27471550
375,27520049
376,27568647
377,27611108
378,27641279
379,27653064
380,27641819
381,27608407
382,27555046
383,27483973
384,27397350
385,27297427
386,27186728
387,27067746
388,26942968
389,26814774
390,26684667
391,26550785
392,26410460
393,26261101
394,26100207
395,25926001
396,25739472
397,25542270
398,25335944
399,25122013
400,24901844
401,24676704
402,24447860
403,24216680
404,23984558
405,23751714
406,23513228
407,23262805
408,22994097
409,22700666
410,22378481
411,22033384
412,21673708
413,21307840
414,20944190
415,20589565
416,20244023
417,19905932
418,19573643
419,19245467
420,18920182
421,18598498
422,18281629
423,17970880
424,17667580
425,17372713
426,17085759
427,16805776
428,16531866
429,16263122
430,15998872
431,15739161
432,15484221
433,15234256
434,14989560
435,14750291
436,14516368
437,14287655
438,14063977
439,13845178
440,13630940
441,13420643
442,13213580
443,13009062
444,12806448
445,12605450
446,12407281
447,12213523
448,12025813
449,11845807
450,11674663
451,11511446
452,11354638
453,11202693
454,11054053
455,10907079
456,10760135
457,10611572
458,10459694
459,10302756
460,四川省
461,80420721
462,80094626
463,79911934
464,79850332
465,79887726
466,80002173
467,80171940
468,80375486
469,80591430
470,80798513
471,80975615
472,81106042
473,81190311
474,81233261
475,81239638
476,81214113
477,81161946
478,81090698
479,81008450
480,80923210
481,80842932
482,80772535
483,80705315
484,80631769
485,80542370
486,80427725
487,80281556
488,80109757
489,79921231
490,79724819
491,79529292
492,79341144
493,79157982
494,78975234
495,78788359
496,78592899
497,78385096
498,78163836
499,77928605
500,77678863
501,77414086
502,77134173
503,76841152
504,76537576
505,76225942
506,75908765
507,75588827
508,75270262
509,74957530
510,74655161
511,74367621
512,74098649
513,73848627
514,73617151
515,73403824
516,73208212
517,73029398
518,72864236
519,72708965
520,72559850
521,72413103
522,72265597
523,72116806
524,71966904
525,71816042
526,71664383
527,71512069
528,71358973
529,71205001
530,71049902
531,70893467
532,70735442
533,70575607
534,70413840
535,70250036
536,70084170
537,69916574
538,69748670
539,69582215
540,69419038
541,69261007
542,69109277
543,68962106
544,68816904
545,68671073
546,68521947
547,68366849
548,68203059
549,68027779
550,67838200
551,67631462
552,天津市
553,11768136
554,11839496
555,11926430
556,12025542
557,12133403
558,12246565
559,12361553
560,12474877
561,12583045
562,12682555
563,12769906
564,12842244
565,12899286
566,12941391
567,12968931
568,12982278
569,12982248
570,12971378
571,12952638
572,12928984
573,12903352
574,12877937
575,12852035
576,12824230
577,12793125
578,12757334
579,12715915
580,12669616
581,12619605
582,12567019
583,12512980
584,12458360
585,12403059
586,12346753
587,12289139
588,12229927
589,12168809
590,12105347
591,12039066
592,11969471
593,11896060
594,11818444
595,11736740
596,11651193
597,11562040
598,11469502
599,11373802
600,11275169
601,11173835
602,11070021
603,10963947
604,10855808
605,10745760
606,10633946
607,10520529
608,10405670
609,10289549
610,10172317
611,10054141
612,9935204
613,9815698
614,9695904
615,9576341
616,9457598
617,9340271
618,9224973
619,9112237
620,9002297
621,8895303
622,8791405
623,8690740
624,8593365
625,8498993
626,8407267
627,8317847
628,8230392
629,8144819
630,8062006
631,7983089
632,7909225
633,7841596
634,7780964
635,7726387
636,7676473
637,7629808
638,7584944
639,7540427
640,7494768
641,7446471
642,7394021
643,7335880
644,宁夏回族自治区
645,6618966
646,6639699
647,6675003
648,6722706
649,6780636
650,6846627
651,6918491
652,6994044
653,7071094
654,7147422
655,7220808
656,7289443
657,7353100
658,7411976
659,7466271
660,7516188
661,7562075
662,7604881
663,7645734
664,7685761
665,7726105
666,7767584
667,7809729
668,7851726
669,7892764
670,7931994
671,7968862
672,8003913
673,8037966
674,8071854
675,8106437
676,8142333
677,8179216
678,8216541
679,8253727
680,8290215
681,8325500
682,8359423
683,8391929
684,8422950
685,8452430
686,8480379
687,8507075
688,8532851
689,8558038
690,8582973
691,8608011
692,8633507
693,8659831
694,8687364
695,8716473
696,8747495
697,8780619
698,8815986
699,8853727
700,8893986
701,8936829
702,8982056
703,9029386
704,9078540
705,9129237
706,9181220
707,9234353
708,9288556
709,9343733
710,9399788
711,9456653
712,9514321
713,9572830
714,9632185
715,9692413
716,9753547
717,9815642
718,9878769
719,9942988
720,10008378
721,10074911
722,10142260
723,10210001
724,10277715
725,10344982
726,10411450
727,10477143
728,10542182
729,10606677
730,10670774
731,10734602
732,10798298
733,10862021
734,10925909
735,10990128
736,安徽省
737,58569086
738,58475413
739,58515819
740,58669586
741,58916129
742,59234910
743,59605448
744,60007273
745,60419912
746,60822872
747,61195633
748,61522787
749,61809385
750,62065617
751,62301660
752,62527701
753,62750904
754,62966552
755,63166927
756,63344345
757,63491138
758,63602485
759,63685069
760,63748471
761,63802352
762,63856426
763,63918989
764,63992433
765,64077611
766,64175380
767,64286616
768,64410982
769,64543368
770,64677388
771,64806675
772,64924784
773,65026416
774,65110919
775,65178834
776,65230709
777,65267126
778,65289447
779,65302252
780,65310930
781,65320881
782,65337554
783,65366067
784,65410079
785,65472964
786,65558097
787,65668867
788,65808221
789,65977090
790,66175902
791,66405058
792,66664975
793,66955352
794,67273057
795,67614221
796,67974894
797,68351068
798,68739236
799,69138141
800,69547116
801,69965465
802,70392515
803,70827870
804,71272234
805,71726620
806,72192039
807,72669538
808,73159927
809,73663065
810,74178597
811,74706064
812,75245015
813,75795022
814,76355908
815,76927578
816,77509928
817,78102838
818,78705920
819,79317667
820,79936358
821,80560263
822,81187662
823,81816885
824,82446236
825,83074095
826,83698802
827,84318769
828,山东省
829,95792722
830,95784200
831,95935216
832,96218225
833,96605739
834,97070318
835,97584581
836,98121241
837,98653076
838,99152931
839,99593752
840,99954181
841,100235486
842,100444568
843,100588287
844,100673524
845,100708421
846,100706431
847,100682236
848,100650481
849,100625736
850,100618053
851,100619738
852,100618716
853,100602948
854,100560426
855,100482688
856,100375088
857,100246426
858,100105423
859,99960758
860,99819011
861,99678679
862,99536300
863,99388447
864,99231765
865,99063261
866,98881172
867,98684066
868,98470394
869,98238663
870,97988284
871,97722642
872,97446100
873,97163033
874,96877773
875,96594489
876,96316526
877,96047047
878,95789215
879,95546189
880,95320753
881,95114167
882,94927359
883,94761267
884,94616834
885,94494217
886,94390103
887,94300299
888,94220605
889,94146785
890,94075954
891,94010732
892,93955189
893,93913478
894,93889808
895,93887212
896,93903573
897,93935447
898,93979267
899,94031402
900,94089005
901,94152771
902,94224342
903,94305442
904,94397864
905,94502088
906,94613004
907,94724024
908,94828509
909,94919750
910,94992628
911,95048632
912,95090926
913,95122784
914,95147467
915,95168315
916,95188695
917,95211987
918,95241600
919,95280983
920,山西省
921,35275759
922,35266879
923,35331421
924,35458018
925,35635325
926,35852018
927,36096811
928,36358409
929,36625517
930,36886812
931,37131015
932,37348736
933,37538514
934,37700811
935,37836087
936,37944822
937,38028300
938,38091059
939,38138487
940,38175942
941,38208778
942,38240892
943,38270355
944,38293799
945,38307867
946,38309206
947,38295721
948,38270116
949,38236321
950,38198259
951,38159804
952,38123945
953,38090023
954,38056508
955,38021873
956,37984612
957,37943305
958,37896776
959,37843921
960,37783604
961,37714687
962,37636400
963,37549425
964,37454828
965,37353637
966,37246894
967,37135748
968,37021867
969,36907054
970,36793097
971,36681818
972,36574710
973,36472127
974,36374105
975,36280705
976,36191975
977,36107888
978,36027997
979,35951790
980,35878770
981,35808432
982,35740232
983,35673399
984,35607118
985,35540501
986,35472714
987,35403145
988,35332403
989,35261350
990,35190867
991,35121837
992,35054992
993,34990508
994,34928448
995,34868902
996,34811983
997,34757823
998,34706498
999,34658039
1000,34612518
1001,34570016
1002,34530410
1003,34492789
1004,34455993
1005,34418874
1006,34380236
1007,34338893
1008,34293629
1009,34243220
1010,34186421
1011,34121969
1012,广东省
1013,104320457
1014,105131695
1015,106153843
1016,107351211
1017,108687897
1018,110127655
1019,111633986
1020,113170025
1021,114698670
1022,116182498
1023,117583869
1024,118870824
1025,120035052
1026,121074236
1027,121986154
1028,122768672
1029,123424937
1030,123978868
1031,124459737
1032,124896902
1033,125319837
1034,125750781
1035,126182795
1036,126601552
1037,126992614
1038,127341454
1039,127638098
1040,127891045
1041,128113483
1042,128318677
1043,128519875
1044,128727258
1045,128938163
1046,129146738
1047,129347089
1048,129533301
1049,129699641
1050,129841105
1051,129952913
1052,130030219
1053,130068231
1054,130063029
1055,130014352
1056,129922825
1057,129788986
1058,129613313
1059,129396646
1060,129141609
1061,128851223
1062,128528454
1063,128176178
1064,127797098
1065,127393534
1066,126967719
1067,126521870
1068,126058301
1069,125579414
1070,125088019
1071,124587114
1072,124079886
1073,123569614
1074,123059201
1075,122549413
1076,122040461
1077,121532553
1078,121025913
1079,120521147
1080,120020435
1081,119526328
1082,119041354
1083,118568015
1084,118108359
1085,117662314
1086,117229499
1087,116809606
1088,116402446
1089,116008814
1090,115632763
1091,115279289
1092,114953528
1093,114660711
1094,114403646
1095,114175186
1096,113965536
1097,113764746
1098,113562726
1099,113349261
1100,113114004
1101,112846511
1102,112536177
1103,112172335
1104,广西壮族自治区
1105,46023759
1106,46128832
1107,46342245
1108,46649017
1109,47034197
1110,47482807
1111,47979875
1112,48510344
1113,49059127
1114,49611033
1115,50150787
1116,50666353
1117,51158941
1118,51633079
1119,52093324
1120,52544240
1121,52990755
1122,53439352
1123,53897004
1124,54370820
1125,54868056
1126,55393924
1127,55944680
1128,56514226
1129,57096310
1130,57684457
1131,58273840
1132,58866660
1133,59467079
1134,60079430
1135,60708205
1136,61356976
1137,62024888
1138,62709842
1139,63409636
1140,64121950
1141,64844691
1142,65577425
1143,66320313
1144,67073528
1145,67837439
1146,68612798
1147,69401684
1148,70206466
1149,71029609
1150,71873613
1151,72740931
1152,73633563
1153,74553378
1154,75502345
1155,76482394
1156,77495300
1157,78542120
1158,79623658
1159,80740614
1160,81893628
1161,83083033
1162,84308665
1163,85570168
1164,86867048
1165,88198806
1166,89564836
1167,90964598
1168,92397543
1169,93863192
1170,95361028
1171,96890654
1172,98452023
1173,100045199
1174,101670249
1175,103327296
1176,105016233
1177,106735757
1178,108484173
1179,110259495
1180,112059542
1181,113882246
1182,115726769
1183,117592557
1184,119478985
1185,121385346
1186,123310842
1187,125254502
1188,127215439
1189,129192829
1190,131186016
1191,133194416
1192,135217573
1193,137255179
1194,139306990
1195,141372924
1196,新疆维吾尔自治区
1197,21826722
1198,21978006
