,0
0,上海市
1,23019194
2,23277630
3,23527065
4,23766783
5,23996205
6,24214867
7,24422408
8,24618552
9,24803104
10,24975923
11,25136934
12,25286435
13,25426069
14,25557811
15,25683635
16,25805518
17,25925087
18,26042542
19,26157719
20,26270445
21,26380537
22,26487784
23,26591911
24,26692627
25,26789638
26,26882652
27,26971372
28,27055485
29,27134678
30,27208631
31,27277029
32,27339624
33,27396475
34,27447708
35,27493453
36,27533832
37,27568925
38,27598639
39,27622846
40,27641419
41,27654242
42,27661180
43,27661992
44,27656422
45,27644231
46,27625191
47,27599193
48,27566552
49,27527692
50,27483051
51,27433076
52,27378090
53,27317871
54,27252045
55,27180197
56,27101877
57,27017291
58,26929396
59,26841863
60,26758376
61,26682637
62,26617027
63,26558568
64,26502898
65,26445624
66,26382312
67,26308041
68,26216024
69,26099009
70,25949722
71,25760842
72,25527961
73,25258584
74,24963251
75,24652577
76,24337307
77,24027631
78,23731129
79,23454823
80,23205857
81,22991499
82,22817090
83,22679943
84,22575251
85,22498080
86,22443399
87,22406080
88,22380904
89,22362588
90,22345786
91,22325111
92,云南省
93,45966766
94,46148073
95,46341192
96,46542966
97,46750179
98,46959513
99,47167628
100,47371150
101,47566735
102,47751022
103,47920714
104,48073353
105,48209807
106,48331768
107,48440921
108,48538997
109,48627486
110,48706967
111,48777852
112,48840470
113,48895198
114,48942414
115,48982618
116,49016390
117,49044262
118,49066766
119,49084214
120,49095800
121,49100488
122,49097203
123,49084889
124,49062524
125,49029025
126,48983375
127,48924505
128,48851400
129,48763240
130,48660316
131,48543179
132,48412345
133,48268390
134,48111935
135,47944006
136,47765744
137,47578281
138,47382783
139,47180193
140,46970874
141,46754927
142,46532528
143,46303828
144,46069300
145,45830685
146,45589999
147,45349332
148,45110700
149,44875772
150,44644464
151,44416288
152,44190639
153,43966904
154,43744152
155,43520395
156,43293372
157,43060820
158,42820489
159,42570117
160,42307341
161,42029889
162,41735549
163,41422203
164,41089734
165,40745406
166,40398427
167,40057962
168,39733195
169,39431114
170,39150145
171,38886379
172,38635699
173,38393782
174,38156631
175,37922422
176,37689889
177,37457791
178,37224936
179,36990195
180,36752471
181,36510706
182,36263887
183,36011027
184,内蒙古自治区
185,24407563
186,24527733
187,24638593
188,24739812
189,24831117
190,24912286
191,24983099
192,25043300
193,25092633
194,25130852
195,25157733
196,25173236
197,25178319
198,25174369
199,25162630
200,25144353
201,25120695
202,25092084
203,25058718
204,25020853
205,24978791
206,24932652
207,24882357
208,24827574
209,24768127
210,24703817
211,24634315
212,24559431
213,24478984
214,24392670
215,24300229
216,24201464
217,24096315
218,23984764
219,23866768
220,23742300
221,23611307
222,23474167
223,23331228
224,23182663
225,23028976
226,22870234
227,22705993
228,22535489
229,22358154
230,22173186
231,21980202
232,21779604
233,21572179
234,21358482
235,21139308
236,20915235
237,20687146
238,20455802
239,20221981
240,19986599
241,19750553
242,19515211
243,19281871
244,19052055
245,18827241
246,18608480
247,18394820
248,18184925
249,17977440
250,17770896
251,17563575
252,17352786
253,17135423
254,16908503
255,16668747
256,16414471
257,16149575
258,15879404
259,15609441
260,15345231
261,15091643
262,14850242
263,14621912
264,14407405
265,14207512
266,14022632
267,13850999
268,13690421
269,13538758
270,13393677
271,13252854
272,13114064
273,12974829
274,12832832
275,12685700
276,北京市
277,19612368
278,19831628
279,20049307
280,20263879
281,20473884
282,20677962
283,20874817
284,21063249
285,21242116
286,21410358
287,21566975
288,21711422
289,21844770
290,21968486
291,22084037
292,22192896
293,22296359
294,22395059
295,22489444
296,22579959
297,22667035
298,22751005
299,22831850
300,22909462
301,22983733
302,23054557
303,23121845
304,23185602
305,23245863
306,23302657
307,23356017
308,23405922
309,23452181
310,23494560
311,23532819
312,23566712
313,23596067
314,23620970
315,23641591
316,23658106
317,23670685
318,23679360
319,23683527
320,23682430
321,23675339
322,23661513
323,23640361
324,23611756
325,23575695
326,23532185
327,23481223
328,23422822
329,23356998
330,23283752
331,23203051
332,23114849
333,23019540
334,22919465
335,22817457
336,22716361
337,22619046
338,22527544
339,22440486
340,22355628
341,22270719
342,22183478
343,22090883
344,21986866
345,21864604
346,21717219
347,21537780
348,21321674
349,21073817
350,20801534
351,20512190
352,20213234
353,19912297
354,19617551
355,19337468
356,19080680
357,18856006
358,18670175
359,18521038
360,18404091
361,18314714
362,18248183
363,18199681
364,18164284
365,18137018
366,18112829
367,18086619
368,吉林省
369,27452818
370,27492119
371,27516336
372,27525645
373,27520233
374,27500286
375,27465961
376,27417322
377,27354442
378,27277218
379,27185553
380,27080149
381,26965535
382,26847173
383,26730502
384,26620950
385,26520361
386,26416247
387,26292563
388,26133270
389,25922358
390,25650878
391,25337987
392,25009983
393,24693105
394,24413625
395,24190498
396,24013375
397,23864529
398,23726268
399,23580855
400,23414260
401,23227414
402,23024955
403,22811529
404,22591812
405,22369502
406,22144421
407,21915407
408,21681260
409,21440824
410,21193132
411,20938329
412,20676801
413,20408897
414,20134946
415,19855091
416,19568672
417,19274847
418,18972723
419,18661394
420,18340437
421,18011533
422,17676917
423,17338888
424,16999781
425,16661749
426,16326141
427,15994129
428,15666937
429,15345856
430,15031746
431,14723614
432,14419943
433,14119197
434,13819793
435,13520108
436,13218373
437,12912730
438,12601219
439,12281822
440,11952976
441,11615578
442,11271130
443,10921244
444,10567569
445,10212439
446,9860567
447,9517404
448,9188567
449,8879854
450,8595742
451,8335062
452,8095122
453,7873139
454,7666290
455,7471663
456,7286283
457,7107122
458,6931114
459,6755138
460,四川省
461,80420721
462,80368395
463,80304044
464,80227053
465,80136653
466,80031786
467,79911101
468,79773039
469,79615756
470,79437173
471,79234953
472,79007329
473,78755554
474,78481615
475,78187576
476,77875429
477,77547202
478,77204821
479,76850221
480,76485430
481,76112421
482,75732622
483,75344729
484,74946830
485,74537000
486,74113284
487,73674268
488,73220595
489,72753426
490,72273907
491,71783231
492,71282140
493,70769543
494,70243930
495,69703801
496,69147642
497,68574214
498,67983052
499,67373948
500,66746609
501,66100785
502,65436562
503,64755707
504,64060373
505,63352659
506,62634606
507,61908121
508,61174447
509,60434759
510,59690125
511,58941651
512,58190382
513,57437361
514,56683610
515,55930253
516,55178487
517,54428834
518,53679270
519,52927114
520,52169700
521,51404370
522,50629825
523,49850053
524,49070377
525,48296265
526,47533140
527,46784271
528,46043589
529,45302684
530,44552868
531,43785308
532,42993591
533,42181503
534,41355534
535,40522287
536,39688438
537,38860221
538,38041535
539,37235766
540,36446419
541,35677059
542,34930381
543,34204881
544,33497949
545,32806991
546,32129379
547,31462490
548,30803630
549,30150159
550,29499347
551,28848495
552,天津市
553,11768136
554,11871391
555,11972066
556,12069514
557,12163126
558,12252330
559,12336590
560,12415395
561,12488266
562,12554744
563,12614384
564,12666977
565,12713145
566,12753723
567,12789551
568,12821457
569,12850172
570,12876029
571,12899260
572,12920091
573,12938741
574,12955388
575,12970037
576,12982646
577,12993171
578,13001571
579,13007802
580,13011798
581,13013486
582,13012804
583,13009682
584,13004057
585,12995911
586,12985226
587,12971994
588,12956200
589,12937832
590,12916884
591,12893349
592,12867223
593,12838505
594,12807146
595,12772924
596,12735571
597,12694820
598,12650410
599,12602155
600,12550211
601,12494808
602,12436182
603,12374567
604,12310202
605,12243360
606,12174307
607,12103313
608,12030641
609,11956622
610,11881879
611,11807112
612,11733022
613,11660311
614,11589509
615,11520413
616,11452649
617,11385840
618,11319610
619,11253062
620,11183206
621,11106510
622,11019418
623,10918340
624,10800662
625,10667802
626,10522184
627,10366225
628,10202348
629,10033462
630,9864358
631,9700424
632,9547160
633,9410192
634,9293884
635,9197151
636,9117479
637,9052280
638,8998917
639,8954684
640,8916835
641,8882582
642,8849097
643,8813524
644,宁夏回族自治区
645,6618966
646,6660908
647,6705009
648,6750691
649,6797376
650,6844481
651,6891415
652,6937616
653,6982510
654,7025552
655,7066203
656,7104063
657,7139221
658,7171895
659,7202308
660,7230674
661,7257191
662,7281992
663,7305195
664,7326897
665,7347203
666,7366205
667,7383934
668,7400406
669,7415638
670,7429659
671,7442455
672,7453993
673,7464209
674,7473029
675,7480398
676,7486242
677,7490438
678,7492875
679,7493418
680,7491942
681,7488334
682,7482572
683,7474651
684,7464554
685,7452288
686,7437872
687,7421503
688,7403389
689,7383765
690,7362856
691,7340861
692,7317851
693,7293859
694,7268925
695,7243096
696,7216439
697,7189128
698,7161335
699,7133260
700,7105088
701,7076984
702,7049078
703,7021492
704,6994326
705,6967680
706,6941556
707,6915504
708,6889009
709,6861514
710,6832491
711,6801430
712,6767956
713,6731742
714,6692479
715,6649876
716,6603967
717,6555999
718,6507519
719,6460066
720,6415188
721,6374048
722,6336279
723,6301112
724,6267729
725,6235295
726,6203043
727,6170768
728,6138391
729,6105857
730,6073110
731,6040110
732,6006816
733,5973222
734,5939300
735,5905052
736,安徽省
737,58569086
738,58693558
739,58823251
740,58954227
741,59082419
742,59203659
743,59313640
744,59408008
745,59482353
746,59532196
747,59553012
748,59541502
749,59499476
750,59429980
751,59336071
752,59220808
753,59087341
754,58939338
755,58780611
756,58614950
757,58446193
758,58277561
759,58109802
760,57943058
761,57777462
762,57613166
763,57450111
764,57287475
765,57124249
766,56959424
767,56791989
768,56620383
769,56440826
770,56248975
771,56040479
772,55810980
773,55557030
774,55278614
775,54976642
776,54651972
777,54305496
778,53938725
779,53555826
780,53161629
781,52760954
782,52358633
783,51958134
784,51557573
785,51153740
786,50743354
787,50323127
788,49890692
789,49447548
790,48996158
791,48539050
792,48078732
793,47617651
794,47157724
795,46700771
796,46248626
797,45803179
798,45365740
799,44935266
800,44510105
801,44088588
802,43669018
803,43249563
804,42827703
805,42400823
806,41966277
807,41521486
808,41065021
809,40599882
810,40130159
811,39659862
812,39192928
813,38732530
814,38279107
815,37832377
816,37391987
817,36957506
818,36528767
819,36106772
820,35692914
821,35288637
822,34895508
823,34515120
824,34149134
825,33799286
826,33467293
827,33154952
828,山东省
829,95792722
830,96082490
831,96356597
832,96612140
833,96846172
834,97055675
835,97237541
836,97388588
837,97505510
838,97584924
839,97623300
840,97618595
841,97574850
842,97497639
843,97392568
844,97265196
845,97120451
846,96960676
847,96787567
848,96602866
849,96408315
850,96205121
851,95992263
852,95768196
853,95531360
854,95280192
855,95013339
856,94730211
857,94430440
858,94113669
859,93779518
860,93427453
861,93056229
862,92664441
863,92250662
864,91813501
865,91351902
866,90866185
867,90357040
868,89825107
869,89271027
870,88695671
871,88100854
872,87488619
873,86860963
874,86219893
875,85567017
876,84902329
877,84225422
878,83535883
879,82833272
880,82117692
881,81391432
882,80657380
883,79918459
884,79177637
885,78437547
886,77699479
887,76964356
888,76233151
889,75506800
890,74786734
891,74075948
892,73377928
893,72696175
894,72034306
895,71392486
896,70756991
897,70110507
898,69435582
899,68714657
900,67935078
901,67104504
902,66235649
903,65341229
904,64434007
905,63526497
906,62630356
907,61757163
908,60918735
909,60127089
910,59391653
911,58710781
912,58079973
913,57494661
914,56950227
915,56441948
916,55965079
917,55514809
918,55086256
919,54674529
920,山西省
921,35275759
922,35384331
923,35498908
924,35617344
925,35737396
926,35856786
927,35973154
928,36084151
929,36187389
930,36280460
931,36360968
932,36426996
933,36478538
934,36516055
935,36540055
936,36551011
937,36549436
938,36536023
939,36511487
940,36476529
941,36431856
942,36378164
943,36316000
944,36245905
945,36168403
946,36084023
947,35993198
948,35895916
949,35792065
950,35681537
951,35564233
952,35440009
953,35308590
954,35169654
955,35022910
956,34868046
957,34704845
958,34533449
959,34354101
960,34167021
961,33972434
962,33770465
963,33560763
964,33342907
965,33116426
966,32880860
967,32636035
968,32383040
969,32123253
970,31858060
971,31588841
972,31316851
973,31042691
974,30766850
975,30489802
976,30212057
977,29934136
978,29656748
979,29380630
980,29106550
981,28835278
982,28567140
983,28300514
984,28033334
985,27763476
986,27488822
987,27207017
988,26914942
989,26609247
990,26286562
991,25943452
992,25578240
993,25196485
994,24805627
995,24413185
996,24026810
997,23652890
998,23292444
999,22945123
1000,22610500
1001,22288166
1002,21977452
1003,21676812
1004,21384478
1005,21098686
1006,20817657
1007,20539590
1008,20262721
1009,19985232
1010,19705331
1011,19421229
1012,广东省
1013,104320457
1014,105429261
1015,106578844
1016,107757444
1017,108953419
1018,110155378
1019,111352250
1020,112533336
1021,113688390
1022,114807622
1023,115881679
1024,116903820
1025,117875968
1026,118802213
1027,119686675
1028,120533502
1029,121346423
1030,122127541
1031,122878420
1032,123600561
1033,124295384
1034,124964326
1035,125609182
1036,126231829
1037,126834170
1038,127418050
1039,127984915
1040,128534361
1041,129065536
1042,129577572
1043,130069619
1044,130540772
1045,130990025
1046,131416331
1047,131818632
1048,132195836
1049,132546940
1050,132871225
1051,133168096
1052,133437015
1053,133677469
1054,133889074
1055,134071789
1056,134225711
1057,134351069
1058,134448149
1059,134517189
1060,134557773
1061,134569372
1062,134551492
1063,134503695
1064,134425480
1065,134316015
1066,134174208
1067,133998787
1068,133788266
1069,133542855
1070,133270190
1071,132979704
1072,132680786
1073,132382704
1074,132091600
1075,131801155
1076,131501928
1077,131184489
1078,130839397
1079,130455119
1080,130011748
1081,129487506
1082,128860697
1083,128109801
1084,127223228
1085,126228943
1086,125164833
1087,124068797
1088,122978919
1089,121928405
1090,120930809
1091,119994670
1092,119128387
1093,118340239
1094,117634617
1095,117000830
1096,116424284
1097,115890189
1098,115383583
1099,114889382
1100,114392420
1101,113877460
1102,113329218
1103,112732414
1104,广西壮族自治区
1105,46023759
1106,46288868
1107,46566717
1108,46853532
1109,47145483
1110,47438696
1111,47729309
1112,48013548
1113,48287628
1114,48547861
1115,48790641
1116,49013495
1117,49218255
1118,49407842
1119,49585180
1120,49753181
1121,49914607
1122,50071466
1123,50225595
1124,50378804
1125,50532879
1126,50689248
1127,50847759
1128,51007922
1129,51169254
1130,51331230
1131,51493151
1132,51653532
1133,51810653
1134,51962807
1135,52108286
1136,52245601
1137,52374165
1138,52493621
1139,52603588
1140,52703702
1141,52793736
1142,52874070
1143,52945310
1144,53008051
1145,53062895
1146,53110470
1147,53151544
1148,53186890
1149,53217355
1150,53243802
1151,53266900
1152,53286344
1153,53301561
1154,53312050
1155,53317300
1156,53317132
1157,53312438
1158,53304387
1159,53294050
1160,53282485
1161,53270987
1162,53262104
1163,53258619
1164,53263293
1165,53278760
1166,53306428
1167,53342879
1168,53383521
1169,53423751
1170,53458926
1171,53484627
1172,53497050
1173,53492798
1174,53468682
1175,53421840
1176,53351909
1177,53267422
1178,53179037
1179,53097196
1180,53032160
1181,52991514
1182,52973021
1183,52971762
1184,52982385
1185,52999262
1186,53017344
1187,53035404
1188,53053278
1189,53070888
1190,53088234
1191,53105453
1192,53122721
1193,53140332
1194,53158649
1195,53178108
1196,新疆维吾尔自治区
1197,21826722
1198,22046879
