,省,FID,Join_Count,TARGET_FID,lon,lat,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,省代码,市代码
11,山西省,113102,64,113102,7190.0,2407.0,35275759,35386164,35501623,35620013,35739151,35856786,35970617,36078324,36177585,36266032,36341329,36401550,36446476,36476382,36491501,36492093,36478533,36451741,36412771,36362644,36302414,36233037,36155131,36069236,35975877,35875603,35768831,35655566,35535734,35409237,35275985,35135847,34988567,34833825,34671338,34500765,34321931,34134949,33940050,33737440,33527324,33309816,33084555,32851102,32608997,32357742,32097165,31828315,31552562,31271258,30985772,30697304,30406518,30113896,29819965,29525257,29230338,28935919,28642755,28351635,28063346,27778226,27494710,27210727,26924200,26633009,26334842,26026652,25705184,25367124,25009111,24629479,24233622,23828780,23422303,23021647,22633121,22257885,21895814,21546743,21210498,20886633,20573555,20269401,19972303,19680365,19391685,19104342,18816440,18526034,18231196,8960000,9005300
12,广东省,215948,58,215948,6578.0,1359.5,104320457,105362158,106478396,107657305,108886926,110155378,111451015,112762479,114078862,115389728,116685218,117958893,119216113,120465243,121714657,122972813,124245056,125524079,126799352,128060267,129296041,130498427,131669553,132814169,133937002,135042779,136135079,137212903,138274082,139316439,140337782,141336164,142310715,143260808,144185772,145084913,145957563,146803230,147621570,148412311,149175255,149910355,150617945,151298524,151952818,152581706,153186020,153765838,154321069,154851775,155358114,155840043,156296282,156724961,157123933,157490731,157824550,158132398,158423023,158704886,158986178,159271969,159555757,159828287,160080299,160302686,160483850,160602273,160634392,160557193,160348265,159996376,159533160,159000655,158440550,157894205,157396257,156955834,156575302,156256445,156000489,155806012,155663079,155559662,155483624,155422891,155365367,155299012,155211857,155092023,154927725,25520000,25601900
13,广西壮族自治区,313463,85,313463,9249.75,2024.25,46023759,46301138,46585092,46871831,47157624,47438696,47711307,47971787,48216517,48441915,48644487,48821679,48974479,49104814,49214567,49305634,49380273,49442183,49495386,49543916,49591791,49642234,49695196,49749878,49805453,49861095,49915874,49968435,50017316,50061039,50098141,50127319,50147985,50159688,50162025,50154541,50136946,50109570,50072882,50027382,49973546,49911927,49843175,49767982,49687076,49601209,49510926,49415791,49315142,49208345,49094765,48974117,48847393,48715906,48580961,48443787,48305919,48170022,48039041,47915878,47803427,47703298,47612128,47525291,47438166,47346050,47244547,47130206,46999994,46850999,46680538,46488138,46281545,46070501,45864623,45673431,45504230,45355786,45224567,45106792,44998393,44895652,44797138,44702012,44609512,44518967,44429720,44341188,44252877,44164310,44075065,38250000,38314700
14,新疆维吾尔自治区,771678,700,771678,59359.25,28654.75,21826722,22044056,22268244,22497080,22728321,22959816,23189450,23415193,23635022,23847112,24049660,24241529,24423718,24598018,24765874,24929018,25088879,25245962,25400618,25553098,25703712,25852746,26000252,26146445,26291417,26435211,26577820,26718371,26855903,26989274,27117609,27239924,27356089,27466201,27570095,27667870,27759468,27845333,27925713,28001098,28071702,28138016,28200160,28258282,28312373,28362792,28409512,28452541,28491763,28527127,28558501,28585850,28609328,28628897,28644467,28656182,28663994,28668788,28671450,28672932,28674078,28675464,28676962,28678098,28678679,28678256,28676224,28670329,28657963,28636697,28604225,28559539,28506378,28449523,28393749,28343563,28302554,28270723,28247075,28230659,28220154,28214264,28212271,28213449,28217136,28222728,28229716,28237498,28245557,28253493,28260796,453050000,455007330
15,江苏省,105245,42,105245,4896.25,1354.25,79592328,79941601,80282613,80612212,80927277,81224642,81501177,81753707,81979060,82174034,82335414,82461709,82558378,82632623,82691614,82742551,82791244,82838045,82881969,82921993,82957131,82986440,83009214,83024787,83032508,83031732,83021853,83002404,82973001,82933231,82882706,82820202,82741286,82640699,82513162,82353432,82159365,81941507,81713571,81489304,81282457,81101275,80931814,80754552,80550002,80298581,79986234,79621062,79216767,78787098,78345892,77904430,77463561,77021469,76576267,76126029,75669882,75211342,74755070,74305724,73867982,73445107,73034711,72632935,72235923,71839794,71439804,71027777,70594733,70131773,69630099,69084267,68501933,67893907,67270872,66643370,66020868,65409165,64813109,64237545,63687278,63166585,62677695,62222433,61802713,61420541,61077958,60777116,60520172,60309327,60146822,13120000,13150100
16,江西省,212169,63,212169,7290.75,1739.75,44567791,44746463,44916860,45076967,45224788,45358325,45475573,45574522,45653127,45709337,45741047,45746809,45727700,45685490,45621913,45538727,45437889,45322322,45195213,45059706,44919005,44775580,44629098,44478534,44322839,44160978,43991922,43814585,43627924,43430866,43222347,43001536,42768519,42523590,42267082,41999306,41720559,41430928,41130463,40819193,40497160,40164474,39821661,39469343,39108123,38738558,38361071,37975399,37581098,37177726,36764794,36342392,35912983,35479661,35045587,34613972,34187214,33764352,33343535,32922909,32500662,32075074,31645134,31209923,30768552,30320086,29863640,29398433,28923665,28438509,27942054,27434136,26917831,26397029,25875709,25357931,24847016,24343086,23845499,23353523,22866527,22384219,21908072,21440004,20982010,20536158,20104548,19689326,19292672,18916768,18563835,22680000,22725000
17,河北省,109176,77,109176,8943.25,3044.25,73024765,73720668,74338408,74880734,75351014,75753082,76091066,76369305,76592233,76764271,76889837,76973166,77018025,77028096,77007011,76958437,76886100,76794125,76686709,76568074,76442442,76313297,76181246,76046125,75907810,75766136,75620560,75468880,75308466,75136689,74950929,74748940,74529977,74293687,74039715,73767689,73477399,73169171,72843463,72500721,72141375,71766162,71376883,70975604,70564430,70145413,69720475,69290729,68857172,68420743,67982457,67542972,67101673,66657567,66209658,65756907,65298874,64837545,64375560,63915566,63460202,63011084,62565669,62120326,61671399,61215231,60747848,60264095,59758539,59225811,58660572,58060124,57432221,56787227,56135474,55487276,54850738,54225202,53607659,52994930,52383719,51772629,51168565,50580747,50018650,49491970,49010618,48584647,48224244,47939681,47741269,10010000,10057600
18,河南省,154031,65,154031,7274.5,2171.0,94029933,94348331,94664033,94971037,95263291,95534631,95778844,95989665,96160800,96285871,96358479,96373906,96334398,96243954,96106540,95926155,95707219,95456137,95179845,94885274,94579378,94267606,93949349,93622467,93284838,92934301,92568978,92187834,91790082,91374941,90941629,90489358,90017246,89524408,89009960,88473025,87912926,87329639,86723354,86094200,85442289,84768385,84075740,83368269,82649840,81924304,81194386,80458502,79713919,78957881,78187589,77401145,76600386,75788134,74967285,74140750,73310782,72476600,71636738,70789688,69933994,69069207,68198834,67327431,66459580,65600004,64750651,63902527,63043750,62162235,61245713,60284614,59280961,58239655,57165534,56063456,54939045,53801124,52659554,51524464,50406306,49314509,48253451,47226299,46236323,45286897,44381431,43523369,42716212,41963420,41268465,26240000,26305000
19,浙江省,117696,38,117696,4443.25,1082.25,54765099,55189633,55625446,56070147,56521356,56976766,57434120,57891274,58346147,58796810,59241462,59679806,60117043,60559728,61014451,61487822,61984057,62497702,63020890,63545696,64064169,64569894,65062743,65544179,66015654,66478612,66934021,67380851,67817566,68242662,68654593,69051879,69433364,69797932,70144462,70471824,70779273,71067618,71338141,71592115,71830874,72055588,72266726,72464648,72649788,72822623,72983605,73132701,73269802,73394822,73507756,73608935,73699992,73782849,73859322,73931133,74000286,74070164,74144366,74226409,74319663,74425892,74540814,74658665,74773674,74880113,74971824,75041200,75080485,75082236,75039393,74949185,74824686,74682746,74539982,74412746,74314136,74245297,74204066,74187921,74193962,74219024,74260161,74314619,74379658,74452633,74530912,74611980,74693388,74772732,74847718,12210000,12231000
20,海南省,42020,11,42020,1206.75,211.25,8671486,8746955,8825875,8907247,8990076,9073369,9156150,9237477,9316420,9392093,9463622,9530433,9592923,9651749,9707559,9761015,9812707,9862941,9911963,9960016,10007330,10054116,10100513,10146638,10192603,10238533,10284481,10330249,10375564,10420167,10463794,10506153,10546900,10585652,10622042,10655688,10686315,10714082,10739253,10762103,10782898,10801888,10819182,10834863,10849027,10861775,10873135,10882823,10890474,10895724,10898207,10897690,10894398,10888663,10880817,10871171,10860170,10848816,10838236,10829580,10823957,10822061,10822809,10824662,10826077,10825497,10821362,10812103,10796177,10772073,10738299,10694189,10642216,10585623,10527673,10471603,10420046,10373160,10330445,10291346,10255267,10221640,10190138,10160541,10132616,10106160,10080958,10056827,10033588,10011064,9989097,5060000,5150281
21,湖北省,212064,73,212064,8191.25,2256.75,57237730,57474763,57703797,57920088,58118872,58295379,58444883,58562641,58643920,58683978,58678003,58622564,58519635,58372553,58184639,57959172,57699984,57413150,57105290,56783090,56453221,56121314,55788605,55455247,55121400,54787230,54452586,54116125,53776186,53431097,53079235,52718820,52347643,51963335,51563590,51146055,50708997,50252918,49778908,49288015,48781279,48259847,47725293,47179306,46623534,46059565,45488535,44909796,44322222,43724639,43115852,42495279,41865053,41228020,40587103,39945317,39305387,38668771,38036660,37410325,36791109,36179856,35574937,34974101,34375003,33775285,33172689,32565522,31952135,31330776,30699588,30057124,29403948,28741197,28070016,27391626,26707848,26023045,25342346,24671022,24014557,23377990,22764075,22175044,21613123,21080621,20579845,20113115,19682764,19291088,18940349,30660000,30784846
22,湖南省,242395,72,242395,8045.5,1985.0,65700763,65936590,66153647,66348823,66519071,66661350,66772623,66849809,66889792,66889385,66845311,66755475,66622857,66451642,66246042,66010231,65748553,65466264,65168827,64861736,64550513,64239490,63928088,63614565,63297151,62974081,62643768,62305424,61958437,61602214,61236158,60859384,60469884,60065349,59643486,59201992,58739171,58255593,57752393,57230696,56691594,56136364,55567009,54985662,54394465,53795497,53190278,52578242,51958237,51329086,50689567,50038840,49377651,48707205,48028707,47343456,46652865,45958837,45263448,44568888,43877412,43191350,42512837,41843928,41186767,40543427,39914247,39292317,38668781,38034597,37380558,36699638,35994179,35268957,34528824,33778679,33023977,32272066,31530939,30808803,30114144,29453814,28827652,28233640,27669744,27133863,26623869,26137579,25672765,25227159,24798442,30960000,31023500
23,甘肃省,293747,174,293747,17508.5,6589.0,25603008,25686459,25777440,25873383,25971661,26069574,26164384,26253363,26333791,26402940,26458068,26497053,26519956,26527444,26520159,26498732,26464000,26417518,26361027,26296250,26224941,26148649,26068186,25984170,25897223,25807960,25716855,25623808,25528600,25430930,25330606,25227252,25120019,25007980,24890153,24765591,24633469,24493590,24345871,24190205,24026515,23854897,23676230,23491616,23302099,23108769,22912529,22713747,22512654,22309459,22104412,21897654,21689258,21479194,21267463,21054086,20839116,20622789,20405451,20187418,19969012,19750600,19532378,19314618,19097485,18881253,18665686,18448730,18227831,18000435,17763912,17516596,17260502,16998615,16733922,16469449,16207926,15950848,15699402,15454815,15218327,14990666,14770669,14556609,14346773,14139396,13932717,13724995,13514445,13299279,13077706,107880000,108058300
24,福建省,155423,44,155423,5191.0,1144.5,36556010,36813048,37072651,37332031,37588446,37839185,38081601,38313079,38531077,38733122,38916791,39080776,39228029,39362538,39488294,39609305,39728796,39846948,39963187,40076938,40187585,40294653,40398050,40497844,40594059,40686747,40775744,40860132,40938777,41010562,41074354,41129107,41174124,41208794,41232493,41244615,41244664,41232748,41209117,41174045,41127783,41070589,41002607,40923970,40834818,40735310,40625694,40506548,40378525,40242289,40098519,39947874,39790883,39628070,39459894,39286812,39109392,38928788,38746271,38563099,38380496,38199240,38018234,37835995,37650992,37461727,37266222,37060613,36840595,36601921,36340382,36053804,35747928,35430476,35109106,34791495,34484120,34188902,33906530,33637663,33382831,33142601,32917595,32708521,32516145,32341262,32184700,32047345,31930077,31833813,31759483,15400000,15425000
25,西藏自治区,1253706,457,1253706,40305.0,14378.5,2997643,3012656,3027743,3042748,3057666,3072363,3086688,3100622,3114000,3126786,3138926,3150151,3160698,3170721,3180161,3189280,3198011,3206459,3214505,3222103,3229145,3235597,3241422,3246444,3250570,3253717,3255792,3256783,3256714,3255468,3253071,3249516,3244890,3239264,3232643,3225166,3216830,3207817,3198198,3187969,3177219,3165992,3154339,3142317,3129908,3117184,3104119,3090572,3076645,3062235,3047261,3031687,3015478,2998526,2980877,2962353,2943013,2923046,2902627,2882043,2861525,2841190,2821009,2800735,2780245,2759332,2737765,2715094,2690929,2664739,2636071,2604653,2571191,2536509,2501607,2467300,2434427,2402895,2372507,2342983,2314116,2285702,2257774,2230337,2203600,2177591,2152424,2128245,2105117,2083167,2062506,246240000,246705000
26,贵州省,223791,66,223791,6948.25,1739.25,34748560,34829998,34930898,35048571,35180200,35322811,35473368,35628772,35785922,35941717,36093074,36236888,36369737,36488179,36588776,36668109,36723871,36758195,36774286,36775370,36764616,36744952,36718153,36685708,36649126,36609884,36569311,36527900,36485972,36443854,36401852,36360044,36317522,36273138,36225717,36174118,36117214,36054034,35983683,35905230,35817762,35720684,35614574,35500336,35378884,35251121,35117994,34980503,34839692,34696582,34552255,34407861,34265013,34125403,33990740,33862709,33742540,33629393,33521868,33418492,33317739,33218132,33118684,33018597,32917027,32813213,32705923,32592120,32468439,32331574,32178294,32007258,31824244,31636790,31452394,31278544,31121252,30980914,30856447,30746603,30649993,30564379,30484563,30404555,30318261,30219611,30102417,29960529,29787747,29577928,29324910,33800000,33888300
27,辽宁省,68753,63,68753,7725.25,2602.75,43746323,43761685,43753429,43723253,43672832,43603799,43517686,43415907,43299712,43170214,43028361,42875068,42711669,42539586,42360274,42175172,41985394,41790729,41590661,41384685,41172341,40953127,40726331,40491265,40247169,39993323,39729098,39454259,39168653,38872154,38564637,38246065,37916893,37577659,37228921,36871243,36505266,36131814,35751763,35365990,34975316,34580291,34180229,33774093,33360852,32939403,32508900,32069460,31621429,31165144,30700909,30229511,29753856,29277410,28803734,28336455,27878739,27431645,26995701,26571513,26159716,25760379,25371042,24988566,24609751,24231343,23849994,23462043,23063682,22650995,22219970,21768200,21300325,20822854,20342420,19865842,19399580,18948272,18516130,18107507,17726863,17377375,17056714,16761080,16486584,16229262,15985060,15749857,15519485,15289705,15056234,13230000,13277600
28,重庆市,94275,31,94275,3343.25,930.25,28846173,28856701,28860661,28857748,28847627,28829884,28804052,28769566,28725796,28672029,28607480,28531444,28443815,28344639,28233961,28111833,27978642,27836098,27686263,27531213,27373032,27213282,27051390,26886243,26716750,26541783,26360577,26173715,25982119,25786698,25588397,25387810,25184244,24976680,24764103,24545491,24320058,24087825,23849011,23603840,23352519,23095299,22832622,22564980,22292838,22016651,21736915,21454414,21169994,20884509,20598790,20313498,20028665,19744159,19459862,19175679,18891412,18606348,18319680,18030600,17738308,17442631,17145741,16850437,16559543,16275914,16001273,15732678,15465978,15196897,14921115,14635277,14340448,14038771,13732458,13423748,13114830,12807400,12503046,12203454,11910349,11625064,11347146,11075705,10809815,10548568,10291023,10036259,9783323,9531277,9279148,15500000,15500000
29,陕西省,181041,84,181041,9040.75,2919.75,37763733,37887342,38009444,38127700,38239745,38343167,38435545,38514430,38577359,38621799,38645262,38645880,38624423,38582411,38521276,38442513,38347703,38238979,38118595,37988855,37852010,37709973,37563071,37411237,37254412,37092538,36925464,36752843,36574195,36389085,36197069,35997784,35791185,35577281,35356117,35127728,34892122,34649198,34398784,34140734,33874882,33601047,33319097,33028868,32730213,32422907,32106986,31783311,31452983,31117070,30776652,30432715,30085926,29736907,29386293,29034730,28682728,28330136,27976636,27621921,27265744,26907929,26548757,26188657,25828010,25467245,25106049,24741202,24368731,23984586,23584557,23165762,22730563,22282664,21825866,21364021,20901098,20441297,19989048,19548837,19125287,18722183,18339279,17975349,17629092,17299257,16984505,16683492,16394851,16117188,15849085,50630000,50684400
30,青海省,577053,280,577053,26781.25,9958.75,5596395,5627684,5660283,5693799,5727802,5761958,5795849,5829025,5861157,5891823,5920659,5947367,5972035,5994925,6016073,6035762,6054089,6071200,6087078,6101791,6115405,6127959,6139462,6149880,6159175,6167354,6174362,6180186,6184675,6187807,6189479,6189610,6188156,6185007,6180119,6173467,6164869,6154614,6142597,6129051,6114038,6097671,6080053,6061397,6041801,6021468,6000463,5978726,5956192,5932699,5908207,5882608,5856154,5829033,5801531,5773889,5746288,5718872,5691680,5664800,5638328,5612240,5586192,5559875,5532938,5504955,5475668,5444869,5412461,5378355,5342435,5304845,5266370,5227989,5190689,5155440,5122883,5092789,5064498,5037446,5010899,4984370,4957675,4930834,4903842,4876639,4849361,4821920,4794376,4766805,4739233,175770000,176499200
31,香港特别行政区,3797,1,3797,114.25,22.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,810000,810000
32,黑龙江省,56430,213,56430,27224.75,10188.75,38278100,38317551,38327620,38309981,38266369,38198529,38108165,37996818,37866002,37717036,37551086,37369069,37171306,36958033,36729433,36485706,36227841,35959996,35687142,35414261,35146381,34886965,34633187,34380633,34124925,33861649,33587304,33302002,33006762,32702575,32390498,32071323,31744997,31411307,31069962,30720745,30363541,29998732,29626794,29248187,28863327,28472457,28074776,27669227,27254756,26830271,26394720,25947879,25489573,25019601,24537754,24044347,23541986,23033907,22523411,22013942,21508423,21007783,20512463,20022969,19539916,19063744,18594113,18130388,17671966,17218145,16767855,16318446,15866717,15409341,14942836,14464596,13976272,13480703,12980892,12479933,11981812,11493178,11021627,10574958,10161209,9786313,9446851,9137008,8850740,8581861,8324145,8071131,7816315,7553130,7274864,48990000,49197900
