,省,FID,Join_Count,TARGET_FID,lon,lat,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,省代码,市代码
11,山西省,113102,64,113102,7190.0,2407.0,35275759,35322619,35410127,35531440,35679711,35848051,36029569,36217347,36404478,36584028,36749077,36893926,37017836,37121327,37204874,37269010,37314387,37342316,37354266,37351685,37336043,37308813,37271426,37225351,37172036,37112939,37049211,36981015,36908218,36830714,36748381,36661050,36568512,36470518,36366804,36257136,36141215,36018508,35888451,35750430,35603855,35448257,35283808,35110775,34929452,34740116,34543248,34340288,34132913,33922803,33711642,33500963,33291668,33084521,32880299,32679802,32483546,32291080,32101654,31914545,31728991,31544221,31359213,31172894,30984168,30791927,30595178,30393477,30186475,29973836,29755146,29530491,29301965,29072234,28844029,28620122,28403036,28193755,27992919,27801199,27619260,27447361,27284077,27127493,26975719,26826801,26678762,26529640,26377413,26220062,26055543,8960000,9005300
12,广东省,215948,58,215948,6578.0,1359.5,104320457,105236240,106301018,107490167,108778994,110142802,111556881,112996584,114437288,115854465,117223654,118525247,119758834,120928815,122039634,123095738,124101506,125060958,125977978,126856531,127700610,128514230,129301539,130066727,130814010,131547624,132270961,132983921,133685498,134374678,135050424,135711631,136356908,136984754,137593615,138181912,138747855,139289043,139802976,140287219,140739410,141157661,141541832,141892239,142209242,142493220,142744779,142965149,143155724,143317858,143452884,143562296,143648437,143713729,143760550,143791117,143807503,143811411,143804409,143788027,143763798,143732537,143692438,143641038,143575932,143494677,143394279,143269308,143113818,142921842,142687426,142407930,142094362,141761117,141422720,141093767,140787780,140513557,140278796,140091253,139958780,139886162,139865763,139886708,139937969,140008398,140086724,140161604,140221578,140255100,140250621,25520000,25601900
13,广西壮族自治区,313463,85,313463,9249.75,2024.25,46023759,46212491,46460092,46757111,47094074,47461465,47849787,48249517,48651165,49045174,49422074,49774566,50104143,50414512,50709342,50992387,51267144,51536372,51802615,52068446,52336441,52608879,52886833,53171042,53462285,53761335,54068598,54382828,54702376,55025557,55350728,55676418,56002087,56327360,56651884,56975247,57297099,57617259,57935646,58252228,58567002,58880248,59193081,59506913,59823192,60143432,60469040,60800840,61139526,61485836,61840512,62204507,62579500,62967307,63369687,63788349,64224661,64678782,65150476,65639474,66145332,66667365,67203995,67753463,68314049,68884023,69461936,70047405,70640551,71241700,71851506,72471264,73103634,73751368,74416940,75102424,75809021,76535433,77279600,78039190,78811671,79594543,80386312,81185892,81992245,82804400,83621485,84442695,85267307,86094684,86924264,38250000,38314700
14,新疆维吾尔自治区,771678,700,771678,59359.25,28654.75,21826722,22008535,22218063,22450501,22701117,22964901,23237248,23513237,23788081,24057103,24315447,24559496,24789824,25008131,25216210,25415659,25608123,25794986,25977380,26156491,26333618,26509838,26685810,26862072,27039199,27217823,27398171,27579551,27760870,27941112,28119256,28294420,28466397,28635204,28800757,28963062,29122019,29277564,29429538,29577925,29722650,29863752,30001590,30136765,30269729,30401066,30531305,30660783,30789811,30918705,31047731,31177309,31308061,31440609,31575531,31713470,31854803,31999383,32146931,32297082,32449395,32603648,32759919,32918708,33080266,33245104,33413378,33584613,33758108,33933334,34109815,34287300,34466408,34647704,34831696,35018804,35209293,35404174,35604500,35811313,36025544,36247683,36476492,36710182,36947016,37185289,37423254,37659139,37891311,38118010,38337617,453050000,455007330
15,江苏省,105245,42,105245,4896.25,1354.25,79592328,79833865,80127666,80461839,80824521,81203873,81588077,81965335,82323849,82651807,82937431,83170713,83348920,83471138,83536421,83543846,83494611,83398537,83267562,83113629,82948682,82782418,82615742,82447330,82275827,82099912,81918275,81729939,81533975,81329477,81115536,80890998,80653759,80401466,80131784,79842376,79531066,79196340,78836775,78450953,78037415,77595682,77129153,76642221,76139267,75624655,75102134,74573032,74038046,73497844,72953067,72404812,71856008,71310127,70770716,70241393,69724600,69217909,68717611,68220009,67721342,67218632,66712084,66202687,65691495,65179544,64667295,64152648,63632810,63104862,62565743,62013788,61453369,60890480,60331327,59782299,59248871,58732259,58232569,57749965,57284600,56836754,56407183,55996806,55606552,55237402,54890348,54566403,54266597,53991954,53743519,13120000,13150100
16,江西省,212169,63,212169,7290.75,1739.75,44567791,44655354,44786839,44954275,45149644,45364959,45592180,45823289,46050250,46265011,46459542,46627765,46771517,46894622,47000880,47094122,47177710,47253246,47321901,47384828,47443206,47498000,47549413,47597469,47642154,47683498,47721288,47754512,47781912,47802238,47814244,47816912,47810212,47794343,47769513,47735935,47693744,47642852,47583081,47514262,47436239,47349092,47253814,47151645,47043807,46931571,46816039,46697790,46577280,46454952,46331232,46206948,46084513,45966739,45856517,45756728,45669241,45591700,45520639,45452514,45383689,45311257,45235283,45156602,45076120,44994743,44913248,44831709,44750033,44668161,44586114,44504194,44423845,44346786,44274666,44209109,44151033,44098697,44049611,44001190,43950786,43896411,43839202,43781145,43724298,43670817,43622932,43582940,43553182,43536084,43534083,22680000,22725000
17,河北省,109176,77,109176,8943.25,3044.25,73024765,73593518,74158283,74712903,75251403,75767939,76256781,76712276,77128852,77500956,77823066,78091435,78309293,78481670,78613541,78709922,78775885,78816918,78838560,78846377,78845919,78842040,78836851,78831730,78828101,78827349,78830195,78834526,78837532,78836375,78828266,78810728,78782663,78743377,78692112,78628154,78550834,78459638,78354128,78233867,78098391,77947879,77784843,77612385,77433641,77251731,77069592,76889024,76711602,76538884,76372461,76213669,76062880,75920194,75785686,75659388,75540987,75428762,75320653,75214518,75108167,74999721,74888699,74774982,74658513,74539225,74417203,74293009,74167360,74041073,73915047,73790715,73671349,73560659,73462294,73379863,73315402,73264948,73222849,73183225,73140069,73089036,73033468,72978756,72930473,72894411,72876474,72882747,72919410,72992754,73109214,10010000,10057600
18,河南省,154031,65,154031,7274.5,2171.0,94029933,94164043,94401557,94724076,95113137,95550225,96016784,96494244,96964008,97407439,97805932,98145092,98427582,98660346,98850282,99004313,99128899,99228602,99307524,99369768,99419427,99460206,99494266,99523347,99549226,99573656,99597348,99616835,99627572,99625023,99604624,99562865,99500387,99418897,99320099,99205734,99077063,98933484,98773945,98597351,98402653,98189627,97961467,97722226,97475977,97226822,96978133,96730205,96482626,96234891,95986515,95737575,95490452,95248131,95013643,94789993,94578770,94375805,94175343,93971592,93758560,93532105,93295738,93054995,92815555,92583210,92362000,92148318,91936689,91721549,91497294,91259375,91007493,90742335,90464416,90174162,89872464,89562808,89249374,88936415,88628278,88328960,88040627,87765152,87504465,87260630,87035745,86832045,86651772,86497249,86370857,26240000,26305000
19,浙江省,117696,38,117696,4443.25,1082.25,54765099,55140407,55555919,56003258,56474135,56960281,57453446,57945423,58428037,58893113,59332530,59740149,60117823,60469412,60798753,61109716,61405607,61687528,61956029,62211668,62455002,62686735,62908053,63120239,63324624,63522528,63714795,63900458,64078045,64246106,64403152,64547813,64679085,64796073,64897851,64983501,65052196,65103570,65137397,65153479,65151605,65131796,65094897,65041937,64974001,64892116,64797415,64691303,64575229,64450646,64319002,64182006,64042460,63903444,63768071,63639452,63520083,63409747,63307569,63212625,63123970,63040493,62960544,62882298,62803932,62723620,62639554,62550081,62453602,62348565,62233408,62108022,61978026,61850497,61732580,61631514,61552951,61496209,61458867,61438388,61432137,61437615,61453433,61478491,61511714,61552077,61598547,61650162,61705939,61764943,61826256,12210000,12231000
20,海南省,42020,11,42020,1206.75,211.25,8671486,8733389,8807056,8890476,8981630,9078491,9179035,9281246,9383096,9482582,9577690,9666860,9750339,9828826,9903012,9973603,10041259,10106535,10169934,10231979,10293186,10354052,10414977,10476329,10538488,10601834,10666629,10732644,10799529,10866926,10934477,11001837,11068635,11134511,11199092,11262007,11322946,11381870,11438830,11493882,11547083,11598528,11648405,11696926,11744317,11790816,11836609,11881723,11926144,11969856,12012833,12055140,12097142,12139281,12181995,12225709,12270819,12317674,12366581,12417858,12471798,12528513,12587304,12647260,12707485,12767047,12825142,12881414,12935648,12987662,13037298,13084609,13130398,13175652,13221306,13268293,13317448,13369333,13424452,13483290,13546322,13613822,13685238,13759820,13836805,13915448,13994982,14074645,14153683,14231333,14306842,5060000,5150281
21,湖北省,212064,73,212064,8191.25,2256.75,57237730,57362706,57544487,57770533,58028288,58305159,58588552,58865855,59124451,59351748,59535104,59664842,59742946,59774376,59764039,59716882,59637924,59532517,59406104,59264102,59111937,58954582,58795143,58636272,58480635,58330881,58188747,58052320,57918815,57785398,57649287,57507734,57358325,57198769,57026713,56839854,56636305,56415844,56178665,55924979,55654955,55369197,55070068,54760348,54442815,54120253,53795151,53468936,53142709,52817608,52494751,52175437,51861735,51555919,51260325,50977332,50708518,50452097,50205461,49965906,49730757,49497700,49266246,49036362,48807992,48581126,48355929,48133309,47914399,47700336,47492327,47291185,47096213,46906250,46720066,46536352,46354350,46175815,46003214,45839020,45685800,45545670,45419165,45306357,45207375,45122365,45051487,44994936,44952886,44925577,44913197,30660000,30784846
22,湖南省,242395,72,242395,8045.5,1985.0,65700763,65805866,65967240,66173009,66411297,66670211,66937836,67202299,67451644,67673962,67857314,67992884,68084491,68139039,68163461,68164681,68148976,68119983,68080657,68033998,67982958,67930111,67876444,67822505,67768892,67716158,67664470,67612299,67557725,67498825,67433646,67360328,67277240,67182783,67075389,66953462,66815750,66662141,66492873,66308148,66108175,65893634,65667001,65431197,65189168,64943867,64697960,64452908,64209876,63970045,63734593,63504735,63281906,63067557,62863205,62670321,62489845,62320239,62159371,62005025,61854969,61707732,61565025,61429433,61303595,61190213,61091006,61003508,60924175,60849474,60775871,60700686,60624675,60549410,60476356,60406888,60342359,60284251,60234122,60193485,60163901,60146511,60141029,60146855,60163422,60190180,60226646,60272314,60326734,60389471,60460121,30960000,31023500
23,甘肃省,293747,174,293747,17508.5,6589.0,25603008,25638904,25709844,25809879,25933057,26073383,26224793,26381339,26536915,26685500,26821086,26938748,27038284,27120587,27186591,27237222,27273537,27297036,27309351,27312118,27306977,27295533,27279255,27259611,27238035,27215980,27194645,27174055,27154020,27134307,27114728,27094861,27073673,27049895,27022259,26989526,26950551,26904735,26851600,26790676,26721452,26643779,26558667,26467406,26371336,26271774,26169980,26067097,25964163,25862266,25762489,25665796,25572603,25483203,25397936,25317108,25240769,25168013,25097717,25028665,24959690,24889804,24819058,24747734,24676150,24604637,24533362,24462025,24390112,24317197,24242795,24166642,24089245,24011321,23933544,23856559,23781117,23708285,23639230,23575147,23517275,23466316,23421107,23379896,23340993,23302634,23263094,23220575,23173315,23119513,23057387,107880000,108058300
24,福建省,155423,44,155423,5191.0,1144.5,36556010,36761990,37001453,37267193,37551984,37848603,38149855,38448540,38737485,39009517,39257473,39476009,39666950,39833969,39980687,40110765,40227581,40333341,40430008,40519514,40603816,40684616,40762650,40838424,40912438,40985184,41056868,41126434,41192515,41253727,41308705,41356161,41395197,41425015,41444797,41453738,41451074,41436323,41409077,41368901,41315403,41248356,41168341,41076126,40972470,40858136,40733999,40601329,40461529,40315993,40166109,40013260,39858773,39703977,39550219,39398842,39250846,39105700,38962511,38820364,38678327,38535598,38391888,38247065,38100995,37953554,37804530,37653343,37499321,37341772,37180019,37014000,36846228,36679910,36518299,36364691,36221747,36089506,35967289,35854386,35750051,35653697,35565352,35485290,35413767,35351104,35297603,35253623,35219525,35195668,35182462,15400000,15425000
25,西藏自治区,1253706,457,1253706,40305.0,14378.5,2997643,3007629,3020480,3035805,3053106,3071815,3091616,3111955,3132359,3152382,3171501,3189394,3206102,3221737,3236494,3250454,3263790,3276477,3288546,3300053,3310939,3321201,3330747,3339502,3347458,3354496,3360489,3365417,3369321,3372058,3373686,3374183,3373565,3371954,3369436,3366081,3361954,3357138,3351639,3345575,3338972,3331820,3324256,3316206,3307756,3298989,3289848,3280350,3270449,3260129,3249349,3237992,3226162,3213847,3200990,3187637,3173805,3159564,3144986,3130176,3115203,3100155,3085035,3069773,3054328,3038692,3022790,3006451,2989497,2971748,2952999,2933154,2912398,2891148,2869565,2848068,2826965,2806257,2786103,2766516,2747566,2729288,2711626,2694426,2677672,2661225,2644967,2628803,2612665,2596439,2579974,246240000,246705000
26,贵州省,223791,66,223791,6948.25,1739.25,34748560,34760256,34831818,34956254,35126468,35335338,35575707,35840386,36122147,36413767,36708026,36998477,37281847,37555650,37817425,38064688,38295574,38510735,38711420,38898909,39074458,39239713,39397716,39551857,39705568,39862253,40024909,40194719,40372428,40558784,40754524,40960011,41173897,41394438,41619846,41848325,42078136,42307814,42536007,42761392,42982645,43198868,43410647,43618987,43824910,44029496,44234050,44440799,44652261,44870942,45099416,45340199,45595402,45867019,46157040,46467418,46799326,47150740,47518730,47900304,48292285,48691813,49097737,49509328,49925884,50346758,50771204,51198134,51626522,52055485,52484354,52913339,53345509,53784519,54233859,54696770,55175683,55670425,56179959,56703169,57238718,57784820,58338259,58895437,59452777,60006715,60553692,61090143,61612576,62117469,62601373,33800000,33888300
27,辽宁省,68753,63,68753,7725.25,2602.75,43746323,43696267,43659324,43631406,43608493,43586591,43561684,43529765,43486819,43428791,43351624,43252167,43131056,42989878,42830171,42653495,42461277,42254538,42034153,41801032,41556018,41299874,41032969,40755547,40467827,40170037,39862288,39544284,39215679,38876106,38525221,38162878,37789859,37407188,37015911,36617093,36211689,35799960,35381997,34957816,34527463,34090967,33648590,33200652,32747380,32289034,31825890,31358608,30887935,30414596,29939308,29463107,28988466,28518263,28055468,27603137,27163615,26736011,26318661,25909917,25508139,25111901,24720573,24333690,23950795,23571376,23194773,22819494,22443820,22065902,21683767,21296251,20905748,20515658,20129599,19751303,19384315,19030741,18692356,18371006,18068597,17786372,17522518,17274481,17039607,16815165,16598386,16386442,16176435,15965431,15750442,13230000,13277600
28,重庆市,94275,31,94275,3343.25,930.25,28846173,28805147,28787012,28787643,28802882,28828592,28860594,28894739,28926814,28952632,28967965,28969429,28957051,28931718,28894270,28845572,28786563,28718465,28642554,28560122,28472455,28380610,28284818,28185086,28081414,27973791,27862331,27747566,27630140,27510708,27389930,27268209,27144889,27019032,26889731,26756063,26617288,26473265,26324020,26169570,26009912,25845107,25675439,25501236,25322841,25140558,24954915,24767361,24579578,24393251,24210072,24031498,23857854,23689228,23525696,23367368,23214090,23064769,22918055,22772572,22626936,22480178,22332984,22186478,22041815,21900167,21762270,21626986,21492710,21357801,21220531,21079571,20935121,20787794,20638203,20486976,20334894,20183261,20033560,19887332,19746136,19611110,19481548,19356264,19234067,19113725,18994019,18873709,18751539,18626246,18496546,15500000,15500000
29,陕西省,181041,84,181041,9040.75,2919.75,37763733,37819953,37912429,38033907,38177111,38334785,38499626,38664337,38821642,38964209,39084741,39177411,39242468,39281645,39296647,39289219,39261229,39215049,39153211,39078238,38992640,38898700,38797794,38691057,38579646,38464667,38346969,38226178,38101654,37972733,37838769,37699221,37553901,37402772,37245782,37082892,36913957,36738314,36555134,36363613,36162918,35952437,35732562,35503889,35267017,35022524,34771118,34514040,34252699,33988485,33722777,33456900,33191780,32928327,32667442,32410070,32156726,31906133,31656563,31406264,31153512,30896986,30637245,30375326,30112276,29849177,29586820,29324737,29062189,28798321,28532254,28263307,27991851,27718505,27443944,27168893,26894447,26623208,26358204,26102552,25859441,25631355,25417392,25215812,25024834,24842666,24667442,24497295,24330310,24164572,23998117,50630000,50684400
30,青海省,577053,280,577053,26781.25,9958.75,5596395,5618550,5647353,5681687,5720528,5762762,5807383,5853227,5899272,5944481,5987735,6028171,6065862,6100994,6133799,6164504,6193343,6220456,6246015,6270077,6292847,6314451,6334944,6354507,6373243,6391247,6408616,6425282,6441155,6456145,6470159,6483081,6494895,6505400,6514563,6522304,6528499,6533225,6536553,6538499,6539178,6538663,6537127,6534728,6531645,6528088,6524211,6520065,6515661,6511099,6506402,6501607,6497002,6492851,6489408,6487019,6485833,6485741,6486570,6488119,6490182,6492522,6495044,6497654,6500235,6502699,6504957,6507074,6509156,6511279,6513600,6516247,6519463,6523504,6528631,6535032,6542930,6552091,6562218,6573054,6584188,6595419,6606543,6617477,6628081,6638253,6647927,6656979,6665321,6672894,6679589,175770000,176499200
31,香港特别行政区,3797,1,3797,114.25,22.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,810000,810000
32,黑龙江省,56430,213,56430,27224.75,10188.75,38278100,38249045,38228924,38214044,38200783,38185532,38164696,38134655,38091824,38032524,37953181,37851020,37727172,37583659,37422549,37245854,37055385,36851997,36636404,36409232,36171095,35922657,35664495,35397228,35121372,34837529,34546083,34246700,33938928,33622285,33296322,32960726,32615802,32262032,31899913,31529964,31152622,30767774,30375175,29974567,29565607,29148048,28721985,28287532,27844777,27393761,26934589,26467734,25993723,25513034,25026195,24534047,24039093,23544366,23052942,22567985,22092043,21624585,21164387,20710214,20260910,19815586,19374657,18938741,18508513,18084608,17667329,17255635,16848007,16442786,16038266,15632839,15225882,14817214,14406654,13994198,13580978,13172636,12776061,12398435,12047081,11727409,11436437,11168924,10919503,10682653,10452734,10224034,9990661,9746680,9486033,48990000,49197900
