,北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区
38,23229.83300604745,26266.44120823258,22450.57000768415,12521.239546177078,20499.69006249855,24914.330697574558,14119.863408178731,14454.603319458072,31815.89967336474,118896.13710621094,66360.59106259214,65273.30847781897,23659.08373864028,35608.27494770267,86177.86071896815,33597.859662058014,40377.64279105275,28167.07241988802,142655.55213710983,29465.91086389106,6396.011890356277,57677.97983607282,65357.598010414855,15909.330199118118,53040.59085437685,1668.7362501426544,15931.547861274186,10656.233821802174,7559.4496377684145,2260.4656330807866,10434.239804029492
39,23270.608802466504,26295.346346406168,22471.259294368272,12546.424786468824,20549.054410738994,24943.0155852188,14138.703044626373,14472.03426572355,31890.45674593717,119185.93027086963,66508.98042505771,65644.64931781065,23713.86984961096,35828.20700933474,86347.93494346456,33662.09541161628,40475.0568966504,28257.995033879884,143284.56218667366,29635.962095514777,6408.482150438134,58322.37179608133,65712.7624980751,15990.438313915509,53807.720883194226,1675.6573230556546,15980.309941705806,10690.796567975089,7643.89947814277,2262.678307394412,10455.699640790635
40,23305.819657701606,26320.276220501004,22489.09728766787,12568.183193896119,20591.733471020714,24967.75784142224,14154.958773940889,14487.070919504811,31954.908991286793,119436.49114559435,66637.23276722111,65967.66531505663,23761.228276265854,36019.69142166386,86494.85764534883,33717.58064500046,40559.27916643767,28336.72420401133,143830.4148907122,29783.906107832223,6419.254406405582,58888.646909325194,66021.56091672665,16060.913866890114,54485.98883121814,1681.6604823937134,16022.519508083906,10720.72503592592,7718.111718641312,2264.586245485327,10474.241103616172
41,23336.211358546472,26341.771445464805,22504.4732839695,12586.971351244174,20628.609894794343,24989.093038716946,14168.98017158827,14500.038130876097,32010.59253334959,119652.9960163113,66748.01732092813,66248.24414406995,23802.141782481514,36186.150145206906,86621.71614248576,33765.48390572119,40632.05112231011,28404.839161732474,144303.57593985437,29912.430599215022,6428.555214670816,59384.924119375544,66289.67960775974,16122.072083125695,55083.622447541755,1686.8619996600714,16059.028579833031,10746.619212703235,7783.150414968703,2266.2310014472564,10490.252627616608
42,23362.433280834895,26360.300691142933,22517.72437291905,12603.187507170891,20660.455654364378,25007.485632342716,14181.070763117215,14511.21771606548,32058.67543528081,119839.9730068436,66843.66586106959,66491.65883162485,23837.469354317018,36330.659406243525,86731.202616576,33806.823753071665,40694.89595722344,28463.729014962217,144713.3293870743,30023.944192857387,6436.582103437752,59818.820904710105,66522.20144365913,16175.085643666847,55608.60883093408,1691.3648223635425,16090.58572176415,10769.006910428847,7840.013893946741,2267.648570365698,10504.073124847395
43,23385.049932315585,26376.269847286436,22529.142193133197,12617.178377733017,20687.94439330343,25023.33797863742,14191.493766893002,14520.853887738054,32100.176592492357,120001.37416059054,66926.21110259347,66702.60470244255,23867.96015873995,36455.96710396936,86825.660369335,33842.48643348418,40749.14288526121,28514.611865079307,145067.87539597476,30120.592766670634,6443.506979377334,60197.38873593306,66723.6450158684,16220.994812296194,56068.54830660954,1695.2597318192654,16117.846687711899,10788.3510078028,7889.626297051252,2268.870104103647,10515.997730687766
44,23404.55135878497,26390.030128870407,22538.9788781672,12629.245329268724,20711.662811176146,25036.9983218467,14200.477206194148,14529.158071422527,32135.983107192224,120140.64195838947,66997.42187585222,66885.24221881229,23894.266367549328,36564.514675432736,86907.12581836646,33873.24189181197,40795.94959150295,28558.55303955231,145374.4300531752,30204.27861076352,6449.4792181044,60527.08302997762,66898.00861259627,16260.718393605575,56470.558034657646,1698.6265045152584,16141.38449470399,10805.056361618666,7932.833644583912,2269.9225422509767,10526.28303550944
45,23421.36245605518,26401.885214908183,22547.45227241543,12639.649948698661,20732.121035642467,25048.767836783187,14208.21843635404,14536.313157943316,32166.866087700168,120260.76997227837,67058.8350146829,67043.24256484033,23916.95480930315,36658.4613794999,86977.36629358935,33899.75815784526,40836.32268779475,28596.482148035153,145639.32345964463,30276.680946762986,6454.628443841258,60813.759108767124,67048.81613238744,16295.06492090866,56821.2159134976,1701.535039385324,16161.698792426814,10819.476275837906,7970.403307510705,2270.829166310794,10535.151803812723
46,23435.851252167697,26412.097514428537,22554.750493780328,12648.61902543123,20749.761983623102,25058.906816472238,14214.888136584284,14542.477243549916,32193.49488613623,120364.35764566164,67111.78402113057,67179.83369109883,23936.51746274441,36739.709492017326,87037.91381294085,33922.61418507692,40871.13617673709,28629.208802342368,145868.0935574547,30339.27674212238,6459.0670120851,61062.686936493854,67179.16288713494,16324.743650191756,57126.53590342366,1704.0464263117249,16179.22445953678,10831.918466448982,8003.025940021547,2271.6100850026874,10542.797199126047
47,23448.336236645508,26420.893650437964,22561.035915475855,12656.348980368188,20764.9697458636,25067.64009203864,14220.633817061933,14547.786908899616,32216.449834893476,120453.65938644642,67157.4246555023,67297.84522676958,23953.38083882414,36809.92933583495,87090.09508886923,33942.31124400137,40901.14799086893,28657.436936401144,146065.5740959242,30393.36107224415,6462.892214267283,61278.578718604775,67291.75988812701,16350.375075366588,57391.96690943955,1706.2139409845456,16194.339406046245,10842.650496942824,8031.319097415025,2272.282658168937,10549.386543139392
48,23459.09281921265,26428.469247743902,22566.44863394405,12663.009783847327,20778.077049943346,25075.16176789868,14225.582890779075,14552.36008596797,32236.233571596033,120530.6282847736,67196.75765207903,67399.75120412876,23967.914319311058,36870.58341008055,87135.05805713598,33959.28298559982,40927.01471507719,28681.777729168727,146235.97584611314,30440.06653254759,6466.1882261953815,61465.624676797415,67388.97570245799,16372.50078620234,57622.408571350876,1708.0839584595744,16207.371593903677,10851.904684856445,8055.831925269659,2272.8618662573695,10555.064643366433
49,23468.35900136046,26434.993104356694,22571.10948405819,12668.74840715864,20789.371868732458,25081.6393497545,14229.845357266031,14556.298558930994,32253.281058740413,120596.9548398967,67230.64878843586,67487.70994803752,23980.43753160469,36922.94914520406,87173.7952361706,33973.90429563264,40949.304623996686,28702.761178410325,146382.96068326954,30480.381392151405,6469.027823194175,61627.53340365288,67472.87533860767,16391.592569263074,57822.238539163176,1709.6967829186544,16218.605309569353,10859.882497062474,8077.0504486216305,2273.360631781858,10559.956726343362
50,23476.34034195191,26440.610819444333,22575.122656906842,12673.691852617956,20799.10324698626,25087.217336606525,14233.516142134416,14559.690141512687,32267.968411593338,120654.101116272,67259.84654696063,67563.60078461072,23991.226844403944,36968.14000695875,87207.16422588771,33986.4990595741,40968.50917749883,28720.84640168905,146509.70851542192,30515.166321330915,6471.473884832835,61767.57412232407,67545.25589233167,16408.060709356196,57995.34695800999,1711.0873947072146,16228.286735744849,10866.758462423104,8095.403110669032,2273.7900985689403,10564.171013920826
51,23483.214293868223,26445.447943919342,22578.577969728198,12677.9498058919,20807.486420081594,25092.020341466516,14236.677132819703,14562.610569522301,32280.62064897017,120703.33075828452,67284.99760614579,67629.05744007003,24000.52106935979,37007.12481620524,87235.9056448801,33997.34695345705,40985.05312004644,28736.43075732351,146618.97727847943,30545.169626239895,6473.580711333262,61888.61892983326,67607.67887799445,16422.261489147164,58145.17489424041,1712.2861180865048,16236.628876720833,10872.683636759783,8111.266309219469,2274.1598740139425,10567.800979299465
52,23489.133983342752,26449.61271298054,22581.55283213694,12681.616951940796,20814.70729726888,25096.155798980388,14239.398947194813,14565.125143522451,32291.518478340535,120745.73528471707,67306.66039053195,67685.49815174089,24008.526451279668,37040.74525342853,87260.65878820934,34006.6893689894,40999.30332654015,28749.85788584211,146713.15637303208,30571.040995180127,6475.395172485486,61993.18369999194,67661.49930391865,16434.50391170633,58274.75428246792,1713.3192146024305,16243.815894820078,10877.788658120107,8124.969757391949,2274.4782390098576,10570.927317623247
53,23494.23149768052,26453.19841349868,22584.11394773971,12684.774993015635,20820.926378292566,25099.716311958404,14241.74246805372,14567.290152907388,32300.90422084599,120782.25706435576,67325.31689471415,67734.15261391764,24015.421024972293,37069.73158670183,87281.9752674885,34014.73457309694,41011.576530382146,28761.424774220803,146794.314008703,30593.34380818453,6476.957708356918,62083.46678356888,67707.89163794153,16445.05568808317,58386.74766350769,1714.2094077831955,16250.006915466583,10882.186431049655,8136.801555575756,2274.7523296877434,10573.619663558935
54,23498.62074093654,26456.285433134,22586.318785611802,12687.49440391934,20826.28216758634,25102.78168298401,14243.760172940878,14569.154109214029,32308.986974386462,120813.7093475702,67341.38298067746,67776.08594462527,24021.358411233603,37094.71670739284,87300.33087261203,34021.662193267664,41022.14606035252,28771.387942897905,146864.23896647218,30612.56609172844,6478.303199418531,62161.384991112776,67747.87286300371,16454.148542147068,58483.48652863091,1714.9763452232705,16255.339356503624,10885.974477749005,8147.0129072226655,2274.9882946241387,10575.938085625019
55,23502.399911092874,26458.943032560757,22588.216851918158,12689.835956433873,20830.894145023463,25105.420671897657,14245.49728549814,14570.758813284714,32315.94710473011,120840.79369857271,67355.21733038266,67812.21989523515,24026.471118349786,37116.24858550485,87316.13587172789,34027.62711122078,41031.24770260808,28779.96885066828,146924.47730170496,30629.13021766421,6479.461722023121,62228.60659917131,67782.32285157232,16461.982889916344,58567.007505624875,1715.6370041353427,16259.931834245874,10889.236992170434,8155.822444508296,2275.191430731346,10577.934384276701
56,23505.653646510273,26461.23087716983,22589.850788199506,12691.852041565742,20834.86534677612,25107.69251505681,14246.99277145326,14572.140277972238,32321.940146173794,120864.11514161175,67367.1292179844,67843.35154127334,24030.87340922805,37134.80127114128,87329.74394379741,34032.76283882909,41039.08479342675,28787.35860612293,146976.36450110562,30643.401453615348,6480.4592035249825,62286.58130283347,67812.00229921084,16468.731951968377,58639.085937572214,1716.2060462624097,16263.886694911396,10892.046630687568,8163.420153771405,2275.366300650214,10579.653218032172
57,23508.45488404006,26463.20036011872,22591.25731948929,12693.587815164547,20838.284604466917,25109.64823785879,14248.280199598505,14573.329525429297,32327.100184997642,120884.19530312927,67377.38524900723,67870.16969556661,24034.663788123868,37150.78457399737,87341.45991693587,34037.18444209218,41045.832637737505,28793.722067070506,147021.05358320024,30655.695473841046,6481.317989768773,62336.567163108135,67837.56845711441,16474.54535645166,58701.266636021675,1716.6961277181097,16267.292215911197,10894.46607024213,8169.970907096377,2275.5168341108015,10581.133079320309
58,23510.866466220832,26464.895744579666,22592.46807245238,12695.08218957626,20841.22848564581,25111.331788063537,14249.388485605557,14574.353275649724,32331.542791050266,120901.48380190595,67386.21519764523,67893.26927857983,24037.927155083235,37164.552551912915,87351.5464660214,34040.99107141031,41051.64233832527,28799.201401875554,147059.5395998442,30666.284937073266,6482.0573362226,62379.65468035647,67859.5888949998,16479.55228756952,58754.89175419627,1717.1181689218326,16270.224517233677,10896.549362034377,8175.6176172409,2275.6464154115197,10582.407139291034
59,23512.94253047426,26466.355149469364,22593.510281111317,12696.368691333706,20843.762973798024,25112.7810139419,14250.342534283589,14575.234540813619,32335.367555415494,120916.3681110442,67393.817058338,67913.1638687128,24040.736670761333,37176.41093451789,87360.22990497468,34044.26814950058,41056.64411108194,28803.9191792269,147092.68095966981,30675.40523257424,6482.693832698443,62416.78817586385,67878.5535123638,16483.864230804385,58801.12583832891,1717.4815893565478,16272.749219020134,10898.343106013412,8180.4840397760245,2275.757958889078,10583.503978582428
60,23514.72970915296,26467.61139979375,22594.407395418275,12697.47620247086,20845.94492163678,25114.02850816977,14251.163793897333,14575.993138115016,32338.660285317517,120929.18208962752,67400.36141402351,67930.29663983744,24043.155369264376,37186.623600446954,87367.705192705,34047.089262043075,41060.95015289585,28807.981045736058,147121.21795612754,30683.259488780383,6483.241770395813,62448.78469137564,67894.88499995093,16487.57736205,58840.97818872431,1717.79451142945,16274.92287749299,10899.8874687272,8184.677249939885,2275.85397400654,10584.448218994452
61,23516.268165663212,26468.69275996981,22595.17960590871,12698.429600873724,20847.823307381183,25115.102335653246,14251.870734401438,14576.646132098662,32341.494901248265,120940.2133581903,67405.99521101329,67945.04987616524,24045.23755210962,37195.41821762239,87374.1402569714,34049.51779053321,41064.65712077825,28811.47804409826,147145.78884473155,30690.02293118247,6483.713458920072,62476.35062775478,67908.94793581833,16490.77462353017,58875.3227068263,1718.063937277079,16276.794227735043,10901.217064563425,8188.28982319085,2275.936621471879,10585.261069177055
62,23517.592488661845,26469.623566056685,22595.84429590584,12699.250313138926,20849.440320065572,25116.026661070035,14252.479259897467,14577.20821608125,32343.93507574429,120949.70967074632,67410.84501925283,67957.75323681954,24047.029992303193,37202.9911465033,87379.6797272448,34051.608321814405,41067.84827361736,28814.48861840159,147166.9437775297,30695.84666809527,6484.119499959458,62500.096343954916,67921.05668269454,16493.527525118647,58904.91542836973,1718.295901939365,16278.405258457102,10902.361718079826,8191.401748449993,2276.007761611397,10585.960795793413
63,23518.732463476936,26470.424770704532,22596.41643120432,12699.956791687146,20850.832296657532,25116.822289812273,14253.003064259401,14577.69204096158,32346.03564827595,120957.88441698026,67415.0198467597,67968.6909250376,24048.57297387922,37209.51169652026,87384.44815597974,34053.40786433291,41070.595321502486,28817.080347573898,147185.15686843594,30700.8609750636,6484.469023446977,62520.548930053854,67931.48223609055,16495.89770557408,58930.409951736365,1718.4956059380618,16279.792140843329,10903.347122998584,8194.082102046004,2276.0689960582768,10586.563130155651
64,23519.713737394544,26471.11441277615,22596.908895820616,12700.564926355728,20852.030530856242,25117.507134183015,14253.453937683365,14578.108498613936,32347.843846303662,120964.92137118713,67418.61356819437,67978.10790025245,24049.9011889981,37215.12581651668,87388.55279739514,34054.95689724672,41072.96002182836,28819.311442912287,147200.8366313049,30705.178141078046,6484.769891276233,62538.16335595776,67940.4581562733,16497.938284350752,58952.370969556265,1718.6675299378428,16280.986030824391,10904.195411523784,8196.390508785169,2276.121703673668,10587.0816190366
65,23520.558393254156,26471.70802198407,22597.332781233054,12701.088399354714,20853.061970873474,25118.09661510186,14253.842030878503,14578.466966091668,32349.400338661264,120970.97878948136,67421.70701971996,67986.21525570993,24051.044511835684,37219.95929112831,87392.08600379506,34056.29027508402,41074.99555632108,28821.23204112805,147214.33500367537,30708.894932676718,6485.028872974493,62553.332182585356,67948.18570200598,16499.69503108718,58971.286103855404,1718.8155338441707,16282.01376168416,10904.925645927506,8198.37841462891,2276.167071493461,10587.527927222314
66,23521.28544387182,26472.218967483434,22597.697635523335,12701.538991295714,20853.949821236693,25118.6040081874,14254.176082710885,14578.775516026013,32350.7401439988,120976.19294353602,67424.36980545339,67993.19486992234,24052.028665973132,37224.120506780186,87395.1272915135,34057.43800763738,41076.74771866257,28822.885320329286,147225.95514297838,30712.09472546875,6485.251797152974,62566.394006296345,67954.83827002488,16501.20737663005,58987.57623317919,1718.942942400542,16282.898441737609,10905.554242826574,8200.090193358623,2276.2061213860743,10587.912098370763
67,23521.911258131473,26472.65875814485,22598.011677955776,12701.926844975404,20854.714061668597,25119.040741878423,14254.463616325855,14579.041097874411,32351.893414012036,120980.6811674666,67426.66185480446,67999.20342721038,24052.87579978658,37227.70284342769,87397.74512161927,34058.42593214933,41078.255938473325,28824.308462817204,147235.95815861208,30714.8493466616,6485.443682044494,62577.64079102279,67960.56523159168,16502.50928652311,59001.604485939795,1719.0526190874698,16283.659969903429,10906.095339224872,8201.564107470305,2276.239733013067,10588.242779868113
68,23522.4499281235,26473.03730117659,22598.281983771907,12702.260692699347,20855.37189436013,25119.41665421112,14254.711108090913,14579.269694038201,32352.886108556762,120984.5444842877,67428.63476475273,68004.37589083178,24053.60498240278,37230.786741331525,87399.99843445816,34059.27629255347,41079.554163985944,28825.533485449418,147244.5689224777,30717.22066680875,6485.608847994025,62587.32422664451,67965.49524611821,16503.630015269235,59013.68405902448,1719.1470298946583,16284.31548031163,10906.561108209484,8202.83314145549,2276.2686636034095,10588.527416611289
69,23522.913585439044,26473.3631248525,22598.514643322127,12702.548052151325,20855.938129438106,25119.74021396399,14254.924133109143,14579.466454320242,32353.74057745352,120987.86986947454,67430.33295653641,68008.82850169243,24054.232631100716,37233.44148602108,87401.93797183556,34060.008238539755,41080.67162275025,28826.587955583596,147251.98108215898,30719.26197419496,6485.751014380885,62595.661237036096,67969.73912174188,16504.594757342333,59024.085005341556,1719.2282983338766,16284.879725611205,10906.962031147958,8203.925723644146,2276.293564982172,10588.77241798121
70,23523.3126736259,26473.643570311706,22598.71489908902,12702.79539513522,20856.425517108055,25120.018711098935,14255.107490540015,14579.635811717273,32354.4760617915,120990.73220141513,67431.79467224728,68012.66136630544,24054.77287957133,37235.72674913319,87403.60741605988,34060.638255480575,41081.63347710548,28827.495608217716,147258.36138470884,30721.019161011605,6485.87338311501,62602.8387471429,67973.39228376052,16505.425208862944,59033.04011904825,1719.2982528806822,16285.365407353393,10907.307132322823,8204.866350941265,2276.3149982337727,10588.983301693663
