,YEAR,全国,北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区
0,2000.2325293398537,26189.03357204682,1111.1412111042189,409.21727503415195,1114.809381544962,608.6654726060605,685.9113595723966,1575.7927993054147,832.6939928195994,1330.0211001467794,664.0042300374778,2026.598731973899,1355.2070150444433,952.2992695293718,581.3980998065072,538.4827291745538,2161.715429105889,1291.5056105730202,1149.837765782728,870.3723412775107,2864.013475496278,591.7972017622716,145.14469831081806,481.175728268749,996.937031606479,263.343144713794,405.9452505374014,56.917461115494135,434.5133899426509,429.95655691776426,78.90013349469834,210.86077587853418,520.4290416382297
1,2002.0257856921016,27881.142123434674,1139.3194142080245,439.1013775080019,1176.872599316989,643.8360638869882,723.9436960045882,1651.6876330314676,876.6480226579222,1371.672287312893,696.1924657011552,2160.291753751303,1440.1236933243076,1014.3948047106635,625.4765432239064,579.9432952647289,2311.017544128197,1372.9020793789052,1221.0403982449025,922.3692480692267,3045.820632557223,633.3243402263696,155.41794054059565,520.2888407294472,1074.1540563015326,286.8038478621685,438.04482448722314,61.24179356111082,468.8965075796095,455.71237548577943,84.61721174880277,225.04994353306853,556.9317450331083
2,2003.6741315601485,29638.345653088698,1166.463457422068,470.6393565261611,1240.2296794599793,679.8852954823099,762.7522883537657,1728.0590855162388,921.2711602474959,1412.2550251676023,728.602254228977,2299.4893500577145,1527.9781636041146,1078.9525935533493,672.2434425012217,624.0322545059371,2467.391668975305,1457.1734129121967,1294.6027073268679,975.8652910894668,3234.213273543024,676.9106183519435,166.2131504928099,562.224950429841,1156.338512514631,312.3368315492281,472.31555931319355,65.8312927642626,505.60921652757213,482.2190021462035,90.64413213225109,239.86078491987774,595.242131169083
3,2005.189064346942,31457.613479417138,1192.5345585320765,503.8461028558699,1304.680622364688,716.7085936613877,802.2136921212082,1804.6275756280565,966.4105702102962,1451.6659875593573,761.1152245785855,2443.9929396228868,1618.5845521912759,1145.8695483701385,721.763583863317,670.8289830461488,2630.7336787373565,1544.1471960473896,1370.359059797149,1030.720399310358,3428.8227601709987,722.5400311980533,177.5282054279833,607.1288278443325,1243.6520023735945,340.1218359024511,508.84560825714107,70.6925716737714,544.7467489830944,509.40770634127125,96.98268797900214,255.27677747708964,635.3457974853908
4,2006.581202620617,33335.22358154781,1217.5045379917576,538.7251570548227,1370.010273594521,754.1910252319951,842.1953898427491,1881.1106245230717,1011.9060176810119,1489.816110174816,793.6114893387022,2593.547916288212,1711.7242527303554,1215.01688886874,774.0880782741027,720.4016783152814,2800.8762877503887,1633.6192321359208,1448.1171532193682,1086.777033397086,3629.208411756722,770.1792613020157,189.35675366493157,655.1429700560861,1336.2366771341783,370.3535779982045,547.7173364636691,75.83092379608648,586.3982322374983,537.2010233831619,103.63244425154546,271.2753774039033,677.2131149626823
5,2007.860348009971,35266.76782505084,1241.35532330129,575.267464645219,1435.9910180657093,792.2085677530554,882.5574676867817,1957.2270112597075,1057.5920901053107,1526.6309278148094,825.9714070937215,2747.8430413536967,1807.147086222293,1286.2401275070094,829.2521127933551,772.8051529309895,2977.5857655586146,1725.3544980668933,1527.659259174933,1143.8616385585751,3834.8591948251515,819.7765179520497,201.6878950167148,706.4057184296224,1434.2110897771945,403.24288585128437,589.0055984783764,81.2501009879709,630.6448456204372,565.513455219191,110.5905134884304,287.8278486222325,720.7982139161046
6,2009.0355435943634,37247.17257694771,1264.0783110746313,613.4502326191828,1502.3858430716928,830.6296385316974,923.1545117367875,2032.7008892283945,1103.3005776720083,1562.050592355418,858.0773371232923,2906.5110099594162,1904.5732364864982,1359.3596129186349,887.2727003414418,828.0785645405545,3160.55972171852,1819.0888449770093,1608.744109125945,1201.786531878799,4045.1970806236004,871.2606373759049,214.5059201841194,761.049136719917,1537.665883616628,439.01789672598915,632.7758855839251,86.95209020182803,677.5578358621668,594.2523881319338,117.85135478564516,304.89920869751995,766.0382001248926
7,2010.115128839828,39270.73541797969,1285.6736198044796,653.2359344662934,1568.951686304897,869.3168462721239,963.8376714790376,2107.2657361608744,1148.8629404975036,1596.0295998423144,889.8153320569811,3069.1302866506435,2003.695959246189,1434.1716654998986,948.1464897699375,886.2431323079554,3349.4261492749924,1914.5314495876416,1691.1094096152237,1260.3521900106248,4259.582100406022,924.5405025365206,227.79012425464825,819.1966549978603,1646.659404646176,477.9253190888983,679.0823674861972,92.936895165385,727.1964166273876,623.3192113306443,125.40660479964505,322.4483055451139,812.8526527597841
8,2011.1067911631078,41331.178059729624,1306.1492656100993,694.5715125511149,1635.4429703860028,908.1289182296042,1004.4568293983867,2180.668019263504,1194.1127860950605,1628.5362627136717,921.0767173836534,3235.2282628954003,2104.185030610724,1510.4503181268215,1011.8477069283109,947.2999007504908,3543.7438899865692,2011.367990288153,1774.4749462134303,1319.34988429618,4477.319060294897,979.5048363682297,241.51470862301326,880.9604936434437,1761.2133448699342,520.2317564136529,727.9658615379064,99.20232986837013,779.6055872618847,652.6106109955748,133.24494987903793,340.42803497298075,861.1434512325019
9,2012.0176142280907,43421.7149080093,1325.5202912647317,737.3878261097248,1701.6152156254464,946.922746748097,1044.8628100074386,2252.6704717947123,1238.8882801146267,1659.5519681086082,951.7595126040108,3404.285739407876,2205.690867443345,1587.9496509402709,1078.3263044891112,1011.2276207956944,3743.0046453696323,2109.264489935322,1858.5462083944792,1378.5645932736097,4697.665805345991,1036.0224139070285,255.64878394735894,946.4388920934972,1881.3085424284693,566.2250896861771,779.4517718053884,105.7438314618186,834.8139155855108,682.0200057323127,141.35204810598327,358.7857043398858,910.7949706591285
