,YEAR,全国,北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区
0,1999.4827987381243,162449.4584769545,5152.61843734856,8148.167949002335,7811.398775800935,2491.7331826891386,3557.8051028279083,7462.605817896746,3826.339983321208,4201.009871083404,5646.025959063989,20384.484643040698,12147.572916218616,5420.557925883967,4216.274953542207,2741.793053972146,17410.5948086482,6950.690618922693,6962.601899181939,3813.654657335006,14679.87171800691,2404.6411076449563,1301.3779983074182,2582.161778377209,5631.147623326749,1449.5622156645918,1872.4718257982927,185.55876976175324,2258.2954998240643,1441.8807168704168,335.5998256801161,753.525566469497,2045.9126597276806
1,2001.7696988447374,181891.1460895159,5722.161289705509,8938.457426047587,8525.199075861714,2776.229835427285,3977.1574381977925,8200.129272909193,4220.595972558596,4621.581762845871,6307.924592532372,22795.764524959646,13564.704958701595,6136.572098576775,4711.06466297987,3106.761303389961,19389.968825146752,7736.03936976174,7785.915805294061,4286.835458005136,16579.351423764012,2723.2886557481447,1449.242792496176,2938.877277399095,6373.24383061518,1639.5407452505312,2133.704298661749,209.17435235723536,2536.1600339544293,1620.7162990512757,382.0641189639252,824.1531897700276,2280.253043618218
2,2003.778108397463,203202.8742373123,6335.894286905427,9768.765038162062,9267.320980742948,3084.8962018089087,4435.2910606179985,8977.667949231734,4639.525994312493,5066.036999671084,7030.175153165388,25432.117363628804,15109.393652983765,6939.923259206894,5251.090260227486,3517.031317681617,21535.541234872133,8586.216813374389,8686.008565112777,4809.818447969421,18699.771048739465,3081.086140018621,1609.5032218054137,3343.6725155060094,7205.3776562484545,1852.2798860702394,2430.907459873631,235.43199889630904,2842.675793535291,1818.357252598247,434.8212952983389,897.9063753724039,2534.675566050803
3,2005.541476350541,226454.969420148,6993.201752121381,10634.460268994557,10032.671616431348,3417.9146003339506,4933.290942745375,9791.272906154745,5081.540167631714,5532.2827468378955,7814.258634306138,28300.349512846653,16784.370472997063,7839.272737508274,5837.491185319513,3977.3143133145845,23848.10117941599,9501.26850182387,9665.184778677456,5385.600335573513,21060.19366311849,3481.9941894997096,1782.2134235361336,3802.676497087618,8136.3466423782165,2089.925078348556,2768.893331202001,264.53242938516115,3179.4174433446065,2035.9307938510826,494.6824235373633,974.3155678358386,2809.3733085093622
4,2007.0893415968874,251694.35957319368,7692.568789243546,11529.872437042019,10815.421127021023,3775.041470310468,5471.68647557494,10635.96847780441,5544.447415054652,6017.620955613943,8660.754876257326,31404.135366559505,18590.394386900087,8843.602052036265,6470.736534811705,4492.561802354399,26325.44356944621,10480.03634666947,10724.677483811673,6016.802046125239,23679.587074587922,3930.143196625624,1967.203559232321,4322.69723619935,9175.2347580599,2354.668600775208,3153.0759171899876,296.66731456479994,3547.7079209178933,2274.4211860855253,562.5510678832458,1052.8293046267302,3104.1915509907585
5,2008.447765049672,278938.8810535997,8431.505713257708,12448.40458766023,11609.16486978967,4155.548615120758,6050.33856389994,11505.834382640758,6025.466637503658,6518.784994267127,9569.17068312287,34743.35370094197,20525.89676051467,9962.068663321854,7150.495661220459,5067.905869438007,28961.97886093158,11520.014604790327,11864.422035313071,6705.51687496294,26576.30418491628,4429.773855955952,2164.050854204576,4911.267014767087,10331.255317603172,2648.70519002517,3589.5341250066163,332.0120565130671,3948.529867910583,2534.6123552320987,639.4302995909246,1132.8280405511255,3418.577764326865
6,2009.6397198870034,308171.7659580105,9206.510063880736,13382.705814923178,12407.124948448374,4558.178031071313,6668.336391983398,12394.14525384082,6521.270006612723,7032.009836465937,10537.786261099278,38313.47206146939,22586.67122180198,11203.815006975023,7875.522042914581,5708.576029577812,31748.442952223315,12617.248613606693,13082.84664734525,7453.146489965873,29767.450591112687,4985.156971445115,2372.058171775572,5576.681255109025,11613.545533171775,2974.175438103252,4085.0774893070907,370.71742864684785,4382.432184069534,2817.0259772013274,726.4291406025791,1213.642498492093,3751.5422810179034
7,2010.6854425525432,339336.72928618675,10013.075528079586,14324.894268958918,13202.378258389146,4981.116257965528,7323.913211394816,13293.562850885342,7028.059176535997,7553.13415416512,11563.534751872123,42105.03277890093,24765.639999959472,12577.726066185862,8643.561470895664,6419.789315652043,34671.747617005596,13766.291736358391,14376.697903289736,8260.232123205293,33268.141908237725,5600.490070626362,2590.243131788365,6328.02732417866,13030.908413621446,3333.0962632650676,4647.313527769575,412.900254666034,4849.436561847509,3121.8578277242977,824.7680050390927,1294.5754878388843,4101.634604050889
8,2011.6027473479683,372334.13153132895,10845.754273265187,15266.817455956823,13988.095046130362,5421.99360647548,8014.39105404301,14196.37054924663,7541.6720681562965,8077.72933322284,12641.93012294119,46103.298276187146,27052.728554128727,14092.132853088766,9451.296017824376,7206.610918206887,37715.006999982885,14960.233570765355,15740.920899069968,9126.290962134259,37090.66310158151,6279.769162224685,2817.340409296596,7175.198663551821,14591.500138605836,3727.2784978223035,5284.715030122973,458.6334472207471,5348.95030163944,3448.9161919393,935.7825845558197,1374.9257267910618,4466.939910444682
9,2012.4073075465985,407018.7067271565,11698.274990187962,16200.332039586467,14757.77069668618,5877.912230442865,8736.163754685671,15094.734832467997,8057.714623131089,8601.247388174688,13767.05740847203,50288.11144824825,29434.87674409481,15754.462432357706,10294.33436930839,8073.783923998379,40857.765243325,16190.807893976824,17168.613006420313,10049.670152248877,41243.55447894007,7026.635276269999,3051.819060093255,8128.8886234330375,16302.46465590061,4158.232687073599,6006.684928536212,507.93588500029534,5879.6928750348125,3797.5670321580646,1060.9254873049933,1454.011961771808,4845.0992384348865
