,YEAR,全国,北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区
0,1999.2375317539513,153054.27173678644,4893.512982643087,7839.1454644195865,7562.017084792408,2365.7905364681255,3340.2876353677807,7202.255500771802,3668.0295421172395,4042.502213393216,5303.109538168459,19178.406178112928,11498.761791469562,4983.916873300498,3982.7222742310537,2520.611432653623,16534.665585280098,6612.86869077119,6568.966655388665,3574.2223430835616,13733.244699870604,2220.4295815420132,1239.2525087109323,2342.046818826015,5204.527001907961,1342.9248890245713,1684.4993568681455,169.7159186666448,2117.093249258963,1346.5975194678597,306.9767743641796,731.2630318524494,1936.1945593045236
1,2001.7221658171222,173578.58019580963,5500.29687219028,8691.318644899184,8334.495301784646,2668.244474087775,3782.828448592332,7996.800102153254,4091.286073471599,4495.031576445869,6002.1455814068695,21724.91076377105,13000.921047413405,5722.643563342853,4506.528711877227,2896.809858730189,18639.943250641936,7449.034639436412,7439.562111314563,4070.9843894013225,15718.583424718063,2549.955024294452,1396.6251695726626,2704.7063880706255,5972.812065269349,1539.9850418595686,1948.1212066803837,194.0820776926288,2409.0384355901488,1533.882467800907,354.5111320746649,807.6214228396126,2184.8911614547033
2,2003.8656607907521,196226.98604837453,6157.455825462038,9588.46672438177,9137.933363339345,2998.1521745037653,4269.710444303079,8835.777702612446,4542.429769067663,4974.3066961148215,6770.268436656168,24528.094674708318,14647.934378229558,6559.474828590226,5081.787313319358,3323.7818785302675,20934.105942016624,8358.736401534205,8397.469695136668,4624.149146891301,17952.354708987397,2923.369832442682,1568.0107788305704,3120.6168508584597,6842.152090066082,1762.6013748684738,2251.3814384421826,221.4467055538113,2733.477095132084,1742.4688306209027,409.0251151528177,887.3741919328731,2456.464531623721
3,2005.7142634004904,221052.14696147863,6863.235283193912,10523.423032189505,9964.721193419757,3355.2135085674468,4801.637755702978,9712.85275619603,5018.758976564182,5476.933230103308,7608.315706623398,27592.454447709817,16440.587000979158,7503.941080740681,5709.035719857095,3806.713248996365,23414.4978318829,9340.545645893555,9444.098202874262,5236.5825151588015,20454.2208381259,3344.976993309571,1753.1838250628339,3596.645613552644,7822.066532804655,2013.0712480779807,2599.701789496509,252.03223735830463,3091.876085144462,1973.4495224497457,471.4188213122014,969.8026414966,2750.7465899111994
4,2007.3081037763877,248063.89744825015,7614.446139601874,11487.528582920326,10806.266684749913,3738.4202093501417,5378.34937832745,10620.21593736548,5516.67010474053,5998.633431291289,8515.577355988578,30916.97276231625,18376.263575653975,8565.449271109354,6387.644802577978,4350.813887463069,26073.516050951017,10391.060475171127,10578.959826297645,5910.325469721891,23242.099229567175,3819.0377390719696,1951.548280843014,4140.23874156097,8921.847092416048,2293.5981744692763,2999.068627430787,286.03567657966965,3485.1841951227443,2227.6084333011313,542.6681861851223,1054.0776426156117,3066.989992195734
5,2008.6819646941863,277220.6684700802,8406.39792012427,12470.908844234064,11653.33514202644,4145.984821719682,5998.453208943164,11548.81350907105,6031.724137304091,6534.359002723841,9489.546788840145,34494.14276098985,20448.46524919305,9752.924702735156,7115.636618378286,4961.1471003305505,28898.151147984005,11504.746646931742,11799.342556149855,6646.336720591095,26331.081455849533,4349.613430977576,2162.104948347005,4759.368157120432,10150.173621296126,2606.189748386124,3456.0327981802598,323.6152217344973,3913.685969399362,2505.323152155202,623.8180604914378,1139.2906229073608,3403.8049617110155
6,2009.8659645649377,308422.3126907866,9232.921799470085,13462.854455337972,12496.447022171424,4575.308196157131,6659.298354544897,12488.68092654915,6558.77738788203,7078.466977487826,10525.737226468891,38309.20457223863,22646.484158204337,11074.370528938656,7889.55285132387,5642.413973704173,31869.80322386073,12673.89282056019,13100.057450099031,7444.237941679804,29732.21027837201,4940.370221053681,2383.4397490508213,5462.43787348115,11514.648586855503,2952.5364250665707,3977.686266757264,364.87546705822103,4376.861395993051,2806.4684112997616,715.969917769622,1224.4916454564263,3759.1267358415557
7,2010.8861609675023,341505.33639982005,10086.496708859126,14452.277142371231,13326.298429057322,5022.99625255004,7356.9064113445875,13429.357407202107,7092.171320353275,7624.947632676122,11617.595273221192,42339.714294829166,24955.300208692497,12536.350587883493,8704.397334831981,6398.693420223416,34964.44488135595,13888.70560440553,14473.301550616343,8302.084838388097,33451.17048713508,5594.348639763186,2613.738100690096,6258.13931703762,13021.258769251757,3333.874398671259,4571.607745753456,409.8519740309176,4873.265591629959,3130.328991775327,820.2628887779224,1308.7313049607753,4130.222907143981
8,2011.7650818548561,376241.5070617138,10958.4810195425,15428.200747124,14134.165254911608,5484.932764206465,8085.980257418232,14360.346201072129,7625.9681568239275,8167.685892694488,12756.53922275666,46555.55480509318,27355.752256127445,14143.41177461573,9553.672699059842,7233.143282266996,38153.172867155095,15137.557561228788,15908.673076169045,9216.191458977171,37486.97956791871,6313.704902137065,2850.8282636562117,7155.245859899646,14673.784259559601,3750.838842705383,5245.768477948029,458.49636674935545,5400.444443712165,3475.532422915009,937.8468280386084,1391.102574288127,4513.74689859336
9,2012.5221915470117,412340.6074846923,11839.439170054067,16380.241803306006,14912.25442869712,5956.408961839115,8840.003157201687,15271.578216207065,8154.212207874899,8700.732543822625,13932.139710839074,50919.466149811524,29825.011470485446,15897.475082598176,10429.523460835757,8147.674282532743,41403.14790769801,16407.38397249225,17393.36428304856,10181.036353764317,41830.7936246445,7099.436477440496,3092.253330413765,8162.337981694357,16473.18828473032,4203.317165300729,6008.388748312137,510.66342353925296,5954.902054919347,3840.0123069276924,1069.8462879942144,1470.7787424467067,4905.839069644968
