,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT
243,SSP4,2020,881387.3561620001,1380517477,755950.5102999998,61918.185493,151856922470,3410,96952609.1821,22121646057.730003,34649162533642.0,18973348675.140003,1554063800.056,13926966.575499998,14285066.618164062
244,SSP4,2021,937552.932749,1382637884,794431.4351719997,63733.43225230001,152090167240,3410,103130822.6008,23531327051.960003,34702358497721.0,19939168519.43,1599624070.5010002,14444502.842999998,14565182.576171875
245,SSP4,2022,994122.9777149999,1384200625,831945.377781,65487.40431,152262068750,3410,109353527.5481,24951159664.5,34741582437013.0,20880718401.879997,1643646427.701,14923847.191499997,14848560.130859375
246,SSP4,2023,1050808.2544200001,1385217987,868297.9294639999,67176.51605330002,152373978570,3410,115588907.98740001,26373884440.870003,34767132714737.0,21793118921.41,1686040877.671,15281084.374,15134849.1953125
247,SSP4,2024,1107344.0263709999,1385701489,903320.8880739999,68797.9211563,152427163790,3410,121807842.90849999,27792856845.960003,34779248755045.0,22672148429.35,1726735981.4,15534055.1575,15423707.44921875
248,SSP4,2025,1163488.897467,1385663306,936873.4897910001,70349.4937729,152422963660,3410,127983778.72639999,29202018163.110004,34778313318788.0,23514273942.090004,1765678382.8600001,15596688.8715,15714800.356445312
249,SSP4,2026,1218928.326059,1385124057,968842.6878579998,71829.79706800001,152363646270,3410,134082115.871,30593473811.100002,34764769857743.0,24316658137.09,1802832019.3609998,15908319.568999998,16007801.176757812
250,SSP4,2027,1273519.1588959997,1384138909,999142.6254250001,73238.0415181,152255279990,3410,140087107.47810003,31963630842.56,34740044840891.0,25077146123.730003,1838177075.2280002,16673514.685000002,16302390.928710938
251,SSP4,2028,1327079.9266289996,1382771771,1027713.4742770001,74574.0353569,152104894810,3410,145978791.93310001,33307934612.809998,34705717673758.0,25794236289.300003,1871708737.1,16814538.7705,16598258.436523438
252,SSP4,2029,1379448.462597,1381086629,1054519.8179620001,75838.129524,151919529190,3410,151739330.878,34622314959.61,34663422719565.0,26467039731.71,1903435813.2040002,16868318.0575,16895100.295898438
253,SSP4,2030,1430480.9374069998,1379147377,1079548.7327440002,77031.15939490001,151706211470,3410,157352903.12910002,35903161950.12,34614750530482.0,27095232079.84,1933379270.3720005,17060116.2485,17192620.870117188
254,SSP4,2031,1483153.3769199997,1377007647,1102807.691904,78154.3852335,151470841170,3410,163146871.4653,37225169869.04999,34561040081410.0,27679000906.29,1961570739.4190004,17449741.567500003,17490532.333007812
255,SSP4,2032,1534466.7010669997,1374679911,1124322.3773580003,79209.4330598,151214790210,3410,168791337.13149998,38513065805.72,34502609866430.0,28218990790.800007,1988051031.5019999,18151752.660000008,17788554.620117188
256,SSP4,2033,1584317.1644549998,1372166480,1144134.4498239998,80198.23724300001,150938312800,3410,174274888.0969,39764245890.26999,34439543873703.0,28716247361.820004,2012868696.599,18195717.0275,18086415.458007812
257,SSP4,2034,1632614.9716709997,1369469523,1162299.3049690002,81122.98595600002,150641647530,3410,179587646.87630004,40976456378.6,34371861790203.0,29172160977.870003,2036078654.7589993,18543457.724999998,18383850.349609375
258,SSP4,2035,1679283.5657249994,1366591215,1178883.8295730003,81986.07008620001,150325033650,3410,184721192.2409,42147775789.78,34299606796987.0,29588410405.59,2057740914.332,18821939.161000002,18680602.581054688
259,SSP4,2036,1724349.0452010005,1363528478,1193964.1778969998,82790.03621200002,149988132580,3410,189678394.98099995,43278859166.33,34222750237545.0,29966907018.170002,2077919390.904,19051621.7145,18976423.227539062
260,SSP4,2037,1767680.8022419997,1360256961,1207623.5881989999,83537.5437898,149628265710,3410,194444888.26089993,44366428423.79,34140630885987.0,30309739983.219997,2096680833.1749997,19193567.5175,19271071.1328125
261,SSP4,2038,1809237.9871519993,1356747033,1219950.27632,84231.3266689,149242173630,3410,199016178.603,45409458288.92,34052527437182.0,30619123399.250004,2114093857.267,19372740.209499996,19564312.936523438
262,SSP4,2039,1848990.2170259997,1352969017,1231035.445163,84874.1588556,148826591870,3410,203388923.87900007,46407186192.770004,33957708016625.0,30897346340.69,2130228086.9669998,19838126.922999997,19855923.049804688
263,SSP4,2040,1886916.9339540002,1348893266,1240971.4541749998,85468.82447580001,148378259260,3410,207560862.72640002,47359096158.06999,33855413060305.0,31146726902.15001,2145153400.3279994,19913358.435499996,20145683.673828125
264,SSP4,2041,1922612.9805350003,1344493457,1249850.186171,86018.09161020002,147894280270,3410,211487427.8603,48255019275.92999,33744994680456.0,31369571223.24,2158939272.1660004,20174148.500500005,20433384.787109375
265,SSP4,2042,1956458.006314,1339756838,1257761.6411870003,86524.689841,147373252180,3410,215210380.69590005,49104484242.14999,33626102328855.0,31568138182.94,2171654211.6289997,20638469.616499998,20718824.146484375
266,SSP4,2043,1988458.7289810004,1334673983,1264792.7744310002,86991.2913087,146814138130,3410,218730460.18760002,49907659662.93,33498536364775.0,31744610239.879997,2183365285.396,20800085.628000006,21001807.301757812
267,SSP4,2044,2018629.2105689996,1329235289,1271026.5828300004,87420.49491430003,146215881790,3410,222049213.16320002,50664898476.58001,33362017620420.0,31901070510.38001,2194137723.011,21019608.289499998,21282147.575195312
268,SSP4,2045,2046990.269384,1323431105,1276541.429408,87814.813507,145577421550,3410,225168929.6356,51376723194.43001,33216336924045.0,32039485798.600002,2204034593.2159996,21850141.854999997,21559666.078125
269,SSP4,2046,2074052.1926939997,1317255367,1281410.590259,88176.66375759999,144898090370,3410,228145741.2047,52055941343.72,33061336584727.0,32161695235.849995,2213116551.4820004,22164016.2075,21834191.69140625
270,SSP4,2047,2099397.544745,1310714193,1285701.996301,88508.3584654,144178561230,3410,230933729.92039996,52692075846.74,32897163154638.0,32269403797.65,2221441645.885,22287691.337499995,22105561.09375
271,SSP4,2048,2123063.851173,1303817427,1289478.141249,88812.10107300001,143419916970,3410,233537023.6324,53286068544.009995,32724078929595.0,32364179994.460003,2229065179.9570003,22427340.0545,22373618.736328125
272,SSP4,2049,2145093.1597349993,1296574416,1292796.1265220002,89089.9821357,142623185760,3410,235960247.57299995,53838974783.29,32542292009993.0,32447456995.31,2236039623.683,22515795.501499996,22638216.853515625
273,SSP4,2050,2165531.53492,1288994787,1295707.811318,89343.9774906,141789426570,3410,238208468.84730002,54351950715.03001,32352057336323.0,32520536397.89,2242414567.9230003,22721227.929499995,22899215.465820312
274,SSP4,2051,2185852.505487,1281092267,1298260.042355,89575.94793740001,140920149370,3410,240443775.6151,54861979949.65,32153716979933.0,32584593991.41999,2248236716.4950004,23054977.629999995,23156482.370117188
275,SSP4,2052,2204778.215314,1272898942,1300494.938236,89787.6401966,140018883620,3410,242525603.69049996,55336990000.94999,31948068296153.0,32640686893.41,2253549909.6409993,23220197.836499993,23409893.1484375
276,SSP4,2053,2222366.5411990006,1264451026,1302450.2090029998,89980.68888130001,139089612860,3410,244460319.53320003,55778433502.4,31736046175274.0,32689761581.560005,2258395173.9269996,23614896.3045,23659331.166015625
