,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT
137,SSP2,2076,2936360.8903099997,1295448561,1602274.7076439995,124976.15035930001,90681399270,2170,205545262.31269997,73698738541.62,32514014993817.0,40214956254.229996,3136734540.8840003,27460280.886499997,27678627.2578125
138,SSP2,2077,2967804.5699759996,1292056593,1602550.1432239998,125250.79423380004,90443961510,2170,207746319.89630005,74487932922.10999,32428899906728.0,40221869318.74,3143627735.4209995,28156996.426500004,27982806.1875
139,SSP2,2078,2999699.843564,1288618763,1602791.7211899997,125506.79858840002,90203313410,2170,209978989.0567,75288461715.6,32342619383961.0,40227932603.770004,3150053102.9729996,28385611.058500003,28285833.3046875
140,SSP2,2079,3032060.7009210004,1285096832,1603003.5815859998,125745.14584910001,89956778240,2170,212244249.06239998,76100676037.13,32254203907754.0,40233250015.649994,3156035301.1049995,29090635.790999997,28586849.390625
141,SSP2,2080,3064898.6895580003,1281452717,1603189.3631680005,125966.80659330002,89701690190,2170,214542908.26780006,76924865714.03,32162755332883.0,40237912885.46999,3161598689.9810004,29493964.949499995,28884946.8671875
142,SSP2,2081,3093382.137454001,1277667183,1603352.2633560002,126172.73341170003,89436702810,2170,216536749.61470005,77639762235.33,32067743249874.0,40242001464.34001,3166767178.058,29680245.3555,29179169.828125
143,SSP2,2082,3122227.5788459997,1273797689,1603495.0902810004,126363.8556096,89165838230,2170,218555930.53669998,78363744304.05,31970617301982.0,40245586228.560005,3171564090.144,29887209.816,29468513.9296875
144,SSP2,2083,3151436.76653,1269920769,1603620.3098339997,126541.07488950001,88894453830,2170,220600573.65430003,79096855923.89,31873305955349.0,40248729072.65,3176012057.4649997,30023282.119999997,29751926.5546875
145,SSP2,2084,3181009.9494789992,1266112900,1603730.086583,126705.26191970005,88627903000,2170,222670696.4692,79839103338.98,31777769250860.0,40251484321.28,3180132932.826999,30200567.973999996,30028306.6484375
146,SSP2,2085,3210946.246033,1262450590,1603826.3206569997,126857.25359879996,88371541300,2170,224766237.22870004,80590464418.55,31685832704857.0,40253899667.31,3183947721.1399994,30388858.573499992,30296504.8203125
147,SSP2,2086,3242203.842653,1259003047,1603910.6794399999,126997.85118019998,88130213290,2170,226954269.00050002,81374988367.40999,31599306047728.0,40256016959.78,3187476532.5929995,30575080.168999996,30555323.3203125
148,SSP2,2087,3273779.910318999,1255810135,1603984.6252029997,127127.8188963,87906709450,2170,229164593.73009995,82167505516.45001,31519151304571.0,40257872901.54,3190738548.9049997,30738419.177999996,30803516.046875
149,SSP2,2088,3305669.3061560006,1252904602,1604049.4415049998,127247.88326620002,87703322140,2170,231396851.4523,82967886780.5,31446239466075.0,40259499704.03001,3193752004.2479997,31104543.9875,31039788.4921875
150,SSP2,2089,3337867.4212130005,1250318981,1604106.254055,127358.73279590001,87522328670,2170,233650719.48759997,83776016487.61002,31381338858522.0,40260925622.25,3196534179.360001,31177284.000499997,31262797.828125
151,SSP2,2090,3370370.773934,1248085916,1604156.0497009999,127461.0181926,87366014120,2170,235925954.18920004,84591807250.40999,31325305238819.0,40262175428.17999,3199101406.3739996,31253379.9605,31471152.828125
152,SSP2,2091,3403702.1383009995,1246225912,1604199.6942699999,127555.3528263,87235813840,2170,238259149.68360007,85428380001.51001,31278622485419.0,40263270848.530014,3201469079.8459997,31466000.007499997,31663413.8984375
153,SSP2,2092,3437289.96611,1244711353,1604237.947001,127642.3135191,87129794710,2170,240610297.6228,86271389641.57,31240583192796.0,40264230941.0,3203651677.0620003,31488947.880500004,31838093.171875
154,SSP2,2093,3471134.7492060005,1243502494,1604271.473175,127722.44157879999,87045174580,2170,242979432.44540006,87120848519.27,31210270495757.0,40265072402.850006,3205662784.3259997,32091288.7025,31993654.2578125
155,SSP2,2094,3505240.887513001,1242559595,1604300.856805,127796.24398680002,86979171650,2170,245366862.12970003,87976867060.88,31186596992722.0,40265809892.5,3207515126.2549996,32115542.555000003,32128512.53125
156,SSP2,2095,3539617.5712990006,1241842905,1604326.6088679999,127864.19473809998,86929003350,2170,247773230.00790003,88839675930.3,31168586194978.0,40266456236.04,3209220599.332,32164979.599499993,32241034.9765625
157,SSP2,2096,3574296.9728710004,1241312700,1604349.1783730001,127926.7362221,86891889000,2170,250200788.10610005,89710082618.57002,31155298140881.0,40267022699.049995,3210790307.225,32313224.998999994,32329540.1796875
158,SSP2,2097,3609294.2237240006,1240929220,1604368.958349,127984.2807441,86865045400,2170,252650595.6611,90588466896.29001,31145664446058.0,40267519148.770004,3212234597.944,32341529.44900001,32392298.3828125
159,SSP2,2098,3644639.410132999,1240652782,1604386.2933860002,128037.21203169998,86845694740,2170,255124758.73229992,91475583890.38,31138738403801.0,40267954238.36,3213563102.6810007,32358617.06850001,32427531.4453125
160,SSP2,2099,3680371.702075,1240443591,1604401.4855839997,128085.88675020004,86831051370,2170,257626019.16349995,92372416719.24998,31133496152862.0,40268335540.92999,3214784773.0260005,32429482.281500004,32433412.921875
161,SSP2,2100,3716540.6137779998,1240261940,1604414.799709,128130.63608749998,86818335800,2170,260157842.97689998,93280208121.02998,31128910903341.0,40268669707.86,3215907921.509,32506459.01499999,32408067.9453125
