,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT
201,SSP3,2059,1908202.4419580004,1465729165,1557837.509187,106299.28986700003,219859374750,4650,286230366.3198,47893333996.31999,36787825575012.0,39099641889.48999,2667970274.513,24480710.872500002,24375050.8359375
202,SSP3,2060,1918954.8448119997,1465060047,1560053.5719480002,106624.25217720002,219759007050,4650,287843226.73590004,48163204952.17,36771051726803.0,39155262109.67001,2676126394.767,24476641.038500004,24443534.810546875
203,SSP3,2061,1930555.7562570001,1464651429,1562007.7451390005,106926.66730629998,219697714350,4650,289583363.4624,48454372345.21001,36760795850968.0,39204309248.9,2683716610.744,24537842.5185,24509626.348632812
204,SSP3,2062,1942219.403589,1464520652,1563729.6082070002,107207.7808697,219678097800,4650,291332910.56229997,48747114323.24999,36757509822013.0,39247525711.56,2690772186.015,24568959.703000005,24573722.955078125
205,SSP3,2063,1954001.816934,1464678145,1565245.7072100001,107468.80830240002,219701721750,4650,293100272.56,49042837170.06,36761468460301.0,39285577772.78999,2697323626.1469994,24495650.914000005,24636211.372070312
206,SSP3,2064,1965953.5690230003,1465134530,1566579.7967820002,107710.9312757,219770179500,4650,294893035.3791999,49342810192.38999,36772912167411.0,39319061638.53,2703400589.648,24454157.162,24697467.602539062
207,SSP3,2065,1978119.5419989997,1465900467,1567753.0779610001,107935.29448789998,219885070050,4650,296717931.3043,49648159872.32998,36792137520612.0,39348509431.46999,2709031806.631,24485681.9405,24757856.893554688
208,SSP3,2066,1990670.1530080002,1466979881,1568784.430239,108143.00280120003,220046982150,4650,298600522.978,49963163456.55,36819243315169.0,39374394996.88,2714245008.0750003,24729901.6195,24817733.764648438
209,SSP3,2067,2003438.1607020001,1468351020,1569690.6313679996,108335.1189348,220252653000,4650,300515724.12399995,50283623403.59,36853638282888.0,39397139435.04,2719066866.4430003,24788706.762000002,24877441.969726562
210,SSP3,2068,2016450.022262,1469985547,1570486.565116,108512.66155290001,220497832050,4650,302467503.35469997,50610203760.590004,36894676983835.0,39417116310.13,2723522949.1679997,24875410.3835,24937314.537109375
211,SSP3,2069,2029726.081398,1471855106,1571185.4146849997,108676.6039266,220778265900,4650,304458912.23679996,50943415121.02001,36941617493304.0,39434656502.810005,2727637683.983,24882185.012000002,24997673.725585938
212,SSP3,2070,2043280.6120760003,1473931364,1571798.840796,108827.8730602,221089704600,4650,306492091.8287,51283615745.48998,36993694593302.0,39450052679.03,2731434337.407,24912561.544000003,25058831.071289062
213,SSP3,2071,2059420.514705,1476189444,1572337.145307,108967.34923709999,221428416600,4650,308913077.23810005,51688705757.64,37050381266622.0,39463563404.020004,2734935003.2200003,24974740.3045,25121087.34375
214,SSP3,2072,2076089.8709340002,1478618612,1572809.4201009995,109095.8660398,221792791800,4650,311413480.65389997,52107084346.200005,37111374212081.0,39475416868.829994,2738160603.384,25046679.773000002,25184732.588867188
215,SSP3,2073,2093292.979737,1481211687,1573223.6813410004,109214.21076709998,222181753050,4650,313993946.9874,52538859413.91,37176417914446.0,39485814274.33,2741130898.0440006,25152409.409999993,25250046.080078125
216,SSP3,2074,2111029.297664,1483961380,1573586.9910759998,109323.1251148,222594207000,4650,316654394.65479994,52984017318.09,37245449688161.0,39494932861.89001,2743864502.749999,25199218.275999997,25317296.37109375
217,SSP3,2075,2129293.8172350004,1486860459,1573905.566783,109423.30622470002,223029068850,4650,319394072.5933001,53442432375.42001,37318200770953.0,39502928687.75001,2746378915.0370007,25251116.099999998,25386741.247070312
218,SSP3,2076,2148459.384626,1489906548,1574184.8785340001,109515.4079075,223485982200,4650,322268907.7009,53923462533.23999,37394675510257.0,39509939040.15999,2748690544.201,25294787.006,25458627.770507812
219,SSP3,2077,2168071.668646,1493116228,1574429.7364179997,109600.0421146,223967434200,4650,325210750.3012001,54415704680.16999,37475205174265.0,39516084645.89,2750814749.7479997,25400871.0985,25533192.231445312
220,SSP3,2078,2188112.4198519997,1496511062,1574644.3678360002,109677.78053000002,224476659300,4650,328216862.99610007,54918700783.43,37560405691628.0,39521471606.729996,2752765880.2190003,25608904.868000004,25610660.1953125
221,SSP3,2079,2208561.0338299996,1500112592,1574832.4867399998,109749.1562877,225016888800,4650,331284155.0995,55431933694.770004,37650833284287.0,39526193141.95001,2754557316.4940004,25708882.625499997,25691246.48046875
222,SSP3,2080,2229395.3313770005,1503942280,1574997.3548619999,109814.66575909998,225591342000,4650,334409299.7425,55954846752.78001,37746949145137.0,39530331111.08999,2756201516.754,25892969.100999996,25775155.13671875
223,SSP3,2081,2247739.088321,1508016238,1575141.8357199999,109874.77042230003,226202435700,4650,337160863.2829,56415250564.7,37849195571418.0,39533957387.80999,2757710063.7030005,25964315.218499996,25862579.499023438
224,SSP3,2082,2266427.9360740003,1512328745,1575268.4425870006,109929.89866250001,226849311750,4650,339964190.43459994,56884315696.17999,37957424759970.0,39537135052.29001,2759093708.650001,26247434.8255,25953702.1328125
225,SSP3,2083,2285441.373038,1516868808,1575379.3806589996,109980.44769719997,227530321200,4650,342816205.97389996,57361527581.170006,38071373301323.0,39539919449.61,2760362422.109,26310928.633500002,26048694.873046875
226,SSP3,2084,2304761.655992,1521625219,1575476.5841159998,110026.7853757,228243782850,4650,345714248.43439996,57846440892.36,38190766593108.0,39542359124.07,2761525436.0339994,26377497.365999997,26147718.79296875
227,SSP3,2085,2324375.093593,1526586993,1575561.7503340002,110069.25198759997,228988048950,4650,348656264.05869997,58338711994.329994,38315289150558.0,39544496684.42999,2762591291.1989994,26384605.922,26250924.240234375
228,SSP3,2086,2344816.0296010002,1531742838,1575636.3669440001,110108.16199890003,229761425700,4650,351722404.4736,58851752201.67,38444705299955.0,39546369460.61,2763567880.549,26414894.72199999,26358450.796875
229,SSP3,2087,2365437.149098,1537081147,1575701.7388030002,110143.8057796,230562172050,4650,354815572.4064,59369314772.520004,38578684626461.0,39548010208.84,2764462491.763,26466613.4185,26470427.310546875
230,SSP3,2088,2386241.858127,1542589839,1575759.0093550002,110176.45116729998,231388475850,4650,357936278.74689984,59891485197.80001,38716949041523.0,39549447621.48999,2765281847.4219995,26583564.96449999,26586971.8828125
231,SSP3,2089,2407243.834831,1548257087,1575809.181678,110206.3450617,232238563050,4650,361086575.25430006,60418606774.98999,38859187012701.0,39550706881.46001,2766032144.5089993,26660556.764,26708191.865234375
232,SSP3,2090,2428468.946261,1554071057,1575853.1344329997,110233.7148962,233110658550,4650,364270341.96739995,60951328739.09,39005108175357.0,39551810036.37001,2766719090.6559997,26646016.5755,26834183.859375
233,SSP3,2091,2450507.888827,1560016517,1575891.6379420003,110258.77002990001,234002477550,4650,367576183.35220003,61504476776.13,39154320290343.0,39552776424.0,2767347941.0159993,27038589.824500002,26965033.725585938
234,SSP3,2092,2472808.7377100005,1566065389,1575925.3671889997,110281.70305390003,234909808350,4650,370921310.6790999,62064198315.82,39306129734139.0,39553622981.71,2767923529.5800004,27185401.4365,27100816.58984375
235,SSP3,2093,2495444.9734369996,1572186434,1575954.9137110002,110302.69104569999,235827965100,4650,374316746.04350007,62632337611.97999,39459782232079.0,39554364560.369995,2768450299.9790006,27492069.9735,27241596.813476562
236,SSP3,2094,2518511.3439939995,1578348213,1575980.7960600005,110321.89674099999,236752231950,4650,377776701.62209994,63211272723.619995,39614419077454.0,39555014172.579994,2768932337.221,27517564.4585,27387428.016601562
237,SSP3,2095,2542126.5227130004,1584519401,1576003.4682069998,110339.46963299997,237677910150,4650,381318978.4293,63803982184.88999,39769316881944.0,39555583213.54,2769373393.43,27535868.113,27538353.087890625
238,SSP3,2096,2566942.5410249997,1590668732,1576023.3281240005,110355.5469542,238600309800,4650,385041381.1641001,64426831115.46001,39923660851704.0,39556081671.450005,2769776912.7110004,27632849.679000005,27694404.147460938
239,SSP3,2097,2592657.2201900003,1596764784,1576040.724624,110370.25469579999,239514717600,4650,388898583.06810004,65072235235.869995,40076671229827.0,39556518300.97,2770146057.36,27689981.765999995,27855602.5859375
240,SSP3,2098,2619479.833012,1602776217,1576055.9629990002,110383.7083993,240416432550,4650,392921974.9732,65745447013.229996,40227546222468.0,39556900762.22001,2770483727.394,27748519.281,28021959.038085938
241,SSP3,2099,2647656.091694,1608671764,1576069.3109740003,110396.01408199998,241300764600,4650,397148413.7709,66452633494.63001,40375528620945.0,39557235779.159996,2770792583.6720004,28065011.78400001,28193473.404296875
242,SSP3,2100,2677471.7026909995,1614420013,1576081.003005,110407.26893549999,242163001950,4650,401620755.42910004,67200965528.16001,40519796652565.0,39557529234.59,2771075065.3619995,28518463.111999996,28370134.828125
