,YEAR,SSP,cator,GDP,POP,CCF,人均CCF,BA,LDP,UR,FCE_P,FCE,SLUDGE_PRED,Landfill_2015,Incineration_2015,Land_application_2015,Building_material_2015,Landfill_percent_2015,Incineration_percent_2015,Land_application_percent_2015,Building_material_percent_2015,Landfill_percent_2030,Incineration_percent_2030,Land_application_percent_2030,Building_material_percent_2030,other,Landfill_percent_new,Incineration_percent_new,Land_application_percent_new,Building_material_percent_new,Landfill_2015_standard_future,Incineration_2015_standard_future,Land_application_2015_standard_future,Building_material_2015_standard_future,Landfill_2015_standard_future_GHG_Before_AD,Incineration_2015_standard_future_GHG_Before_AD,Land_application_2015_standard_future_GHG_Before_AD,Building_material_2015_standard_future_GHG_Before_AD,Landfill_2015_standard_future_GHG_After_AD,Incineration_2015_standard_future_GHG_After_AD,Land_application_2015_standard_future_GHG_After_AD,Building_material_2015_standard_future_GHG_After_AD,Sum_2015_standard_future_GHG_Before_AD,Sum_2015_standard_future_GHG_After_AD,PGER_2015_standard_future,Landfill_new_standard_future,Incineration_new_standard_future,Land_application_new_standard_future,Building_material_new_standard_future,Landfill_new_standard_future_GHG_Before_AD,Incineration_new_standard_future_GHG_Before_AD,Land_application_new_standard_future_GHG_Before_AD,Building_material_new_standard_future_GHG_Before_AD,Landfill_new_standard_future_GHG_After_AD,Incineration_new_standard_future_GHG_After_AD,Land_application_new_standard_future_GHG_After_AD,Building_material_new_standard_future_GHG_After_AD,Sum_new_standard_future_GHG_Before_AD,Sum_new_standard_future_GHG_After_AD,PGER_new_standard_future,Unnamed: 0,SSP1_2060,SSP2_2060,SSP3_2060,SSP4_2060,SSP5_2060,SLUDGE_2017,PSSP1_2060,PSSP2_2060,PSSP3_2060,PSSP4_2060,PSSP5_2060
23,2045,SSP4,6,1978247.7494339999,1261543493,36837069994.2,2400,87647.70651110001,1188421.986714,2092.97972751,308952.87975,96160.81456099999,21766.066358900003,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,11118.773238340726,3315.2876529063415,4289.143701058637,3042.861766594297,22.148596290774726,19.394432769502092,2.1831741438388463,17.77031271691069,6.315463199377532,13.261150611625363,1.5054894390715816,2.5620896074723984,61.49651592102636,23.644192857546873,-37.85232306347949,1088.3033179450001,1088.3033179450001,15236.24645123,4353.2132717800005,2.16790020934644,6.36657440997825,7.755249443676068,25.4227655071952,0.6181562845927601,4.3532132717800005,5.34792250438173,3.66540557483876,41.71248957019597,13.98469763559325,-27.727791934602713,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
24,2045,SSP5,6,1688097.475596,1398993805,51063273887.5,3000,104168.23753079999,1506563.4494630003,2235.8115752699996,356668.480644,129962.82197910002,23450.5218247,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,11798.426150334675,3469.194482063119,4852.163614158432,3330.737578143772,23.502464891466676,20.29478772006924,2.4697512796066423,19.451507456359636,6.701506053390096,13.876777928252473,1.7031094285696098,2.804481040797057,65.7185113475022,25.085874451009236,-40.632636896492954,1172.526091235,1172.526091235,16415.36527729,4690.10436494,2.3356719737401197,6.859277633724751,8.35542092614061,27.390209491249603,0.6659948198214801,4.690104364940001,5.76179321232879,3.9490678752794808,44.94058002485509,15.066960272369752,-29.873619752485332,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
25,2050,SSP1,6,2320341.650864,1271323152,27841977028.899998,1800,74902.5519519,1044378.035567,2004.1623762999998,272329.695804,81266.89348319998,20206.603939149998,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,10342.97109184561,3088.980212613206,3965.0795445209765,2809.573090170208,20.603198414956452,18.07053424378726,2.0182254881611765,16.407906846594017,5.874807580168305,12.355920850452826,1.391742920126863,2.3656605419233157,57.09986499349891,21.988131892671312,-35.1117331008276,1010.3301969575,1010.3301969575,14144.622757404999,4041.32078783,2.01257775233934,5.910431652201376,7.1996129835191445,23.6013134009272,0.57386755187186,4.041320787829999,4.964762587849155,3.40279210335286,38.72393578898706,12.982743030903874,-25.741192758083187,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
26,2050,SSP2,6,2143288.350416,1338252881,34192361110.199997,2100,84495.50760170001,1118840.2233600002,2047.18306167,282686.749158,90539.32252629999,21251.658815549996,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,10845.150656801387,3231.7565103129045,4192.427180705772,2982.3244677299376,21.603540108348362,18.905775585330492,2.1339454349792377,17.416774891542833,6.160045573063187,12.927026041251619,1.471541940427726,2.5111172018286076,60.06003602020093,23.06973075657114,-36.990305263629786,1062.5829407775,1062.5829407775,14876.161170884998,4250.33176311,2.1166652180287797,6.216110203548375,7.571966035980465,24.821937496562402,0.60354711036162,4.25033176311,5.221532570980635,3.5787793445386207,40.72667895412002,13.654190788990878,-27.072488165129148,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
27,2050,SSP3,6,2523977.3837780003,1276526402,41933892308.0,2700,98355.83678969998,1392674.6363589999,2165.9781684699997,331611.498771,111041.35345930001,23269.68090475,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,11984.521185425187,3438.759337715159,4670.727231957806,3175.6731496518496,23.873166201366967,20.116742125633678,2.3774001610665234,18.54593119396681,6.807208033321505,13.755037350860638,1.63942525841719,2.673916792006858,64.91323968203397,24.87558743460619,-40.037652247427786,1163.4840452375001,1163.4840452375001,16288.776633325,4653.936180950001,2.3176602181131005,6.8063816646393756,8.290987306362425,27.178987296748005,0.6608589376949001,4.653936180950001,5.717360598297074,3.9186142643599,44.59401648586291,14.950769981301875,-29.643246504561024,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
28,2050,SSP4,6,2090824.3224600002,1229159529,35891458246.0,2400,89471.5463979,1203441.4269289998,2100.29679814,310349.50384099997,94797.4587647,22260.99064055,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,11495.6973449928,3333.417797830697,4364.021143293207,3067.854354433298,22.899429111225658,19.50049411730958,2.221286761936242,17.91626942989046,6.529556091955911,13.333671191322788,1.5317714212959155,2.5831333664328366,62.53747942036195,23.97813207100745,-38.55934734935449,1113.0495320275002,1113.0495320275002,15582.693448384998,4452.198128110001,2.2171946677987804,6.511339762360875,7.931590965227965,26.0008370681624,0.63221213419162,4.45219812811,5.469525400383135,3.7487508238686202,42.66096246355002,14.302686486553375,-28.358275976996644,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
29,2050,SSP5,6,1749810.594485,1398784878,51055648051.5,3000,108604.68773739997,1549959.631783,2254.269938,360882.996761,132456.3152775,24239.9641416,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,12298.316615573662,3585.5440641775376,4972.306968677779,3383.7964931710235,24.498246698222733,20.975432775438595,2.5309042470569896,19.76137152011878,6.98544383764584,14.342176256710149,1.7452797460059004,2.8491566472500023,67.7659552408371,25.922056487611894,-41.84389875322521,1211.9982070800002,1211.9982070800002,16967.97489912,4847.992828320001,2.41430042850336,7.090189511418,8.63669922365208,28.312278117388804,0.6884149816214401,4.84799282832,5.95575918959112,4.082009961445441,46.45346728096224,15.574176960977999,-30.87929031998424,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
30,2055,SSP1,6,2470373.7198099997,1241897970,27197565543.0,1800,75225.157729,1047743.104611,2005.95172123,272486.425615,79768.4326686,20403.796765699997,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,10511.1242134663,3077.344823928824,3987.003996699906,2828.323731604968,20.93815943322487,18.002467219983618,2.029385034320252,16.517410592573015,5.970318553248859,12.309379295715296,1.399438402841667,2.3814485820113838,57.487422280101754,22.060584833817206,-35.42683744628456,1020.189838285,1020.189838285,14282.65773599,4080.75935314,2.03221815786372,5.968110553967251,7.26987278761891,23.831634622337603,0.57946782814588,4.08075935314,5.01321286533249,3.4359993753438802,39.101836121787485,13.10943942196225,-25.992396699825232,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
31,2055,SSP2,6,2281393.9605799997,1319443680,33711786024.05,2100,85353.7697051,1124419.828478,2050.1231633300004,282950.383547,89652.97602110001,21382.019815949996,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,10965.90634186247,3224.3976633833227,4205.963429402432,2985.752381301776,21.844085432990035,18.862726330792437,2.140835385565838,17.43679390680237,6.228634802177884,12.897590653533292,1.4762931637202534,2.5140035050560954,60.28444105615068,23.116522124487524,-37.167918931663166,1069.1009907975001,1069.1009907975001,14967.413871165001,4276.4039631900005,2.12964917366862,6.254240796165376,7.618413660422986,24.9741991450296,0.60724936277298,4.276403963190001,5.253562268778915,3.60073213700598,40.97650277528658,13.737947731747877,-27.238555043538703,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
32,2055,SSP3,6,2771514.47002,1248009288,40997105113.4,2700,100420.946466,1408966.9845810002,2173.55685026,333015.52055599994,110221.3147084,23542.142621799998,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,12196.451880889108,3446.5315361319904,4666.826338123959,3232.332866654944,24.2953321467311,20.162209486372145,2.3754146061050947,18.876823941264878,6.927584668345013,13.786126144527959,1.6380560446815096,2.721624273723463,65.70978018047322,25.073391131277944,-40.636389049195266,1177.1071310900002,1177.1071310900002,16479.49983526,4708.428524360001,2.3447974051312803,6.8860767168765005,8.38806541614734,27.497222582262403,0.66859685045912,4.70842852436,5.78430444217626,3.96449681751112,45.11616212041752,15.125826634506499,-29.990335485911018,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
33,2055,SSP4,6,2175571.572611,1189508054,34733635178.4,2400,90707.89399240002,1211687.16466,2104.96924837,311128.729918,92492.02982730001,22572.83337495,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,11706.386950251266,3348.033900272718,4421.178796974917,3097.2337274510996,23.319122804900523,19.5859983165954,2.2503800076602327,18.08784496831442,6.649227787742719,13.392135601090873,1.551833757738196,2.6078707985138263,63.24334609747057,24.20106794508561,-39.04227815238496,1128.6416687475,1128.6416687475,15800.983362464998,4514.56667499,2.24825420414502,6.6025537621728745,8.042700531494685,26.365069381941602,0.6410684678485801,4.51456667499,5.5461451602252145,3.80126514034158,43.258577879754185,14.503045443405377,-28.7555324363488,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
34,2055,SSP5,6,1802108.7259129998,1392677696,50832735909.5,3000,111948.20065489999,1576254.0779259999,2267.2886701400002,363533.294049,133325.6884854,24701.69435425,2585.1,1340.9999999999998,1124.4,829.7,16.639259620379796,3.5220197368282995,6.551019776618424,3.2877008661734797,2.9999999999999996,5.999999999999999,16.5,4.499999999999999,1.4999999999999998,1.4999999999999998,1.4999999999999998,21.0,5.999999999999999,12583.139385488028,3629.9148450639077,5083.479317790897,3405.160805907168,25.06561365589215,21.23500184362386,2.5874909727555666,19.88613910649786,7.1472231709572,14.51965938025563,1.7843012405446048,2.8671453985738355,68.77424557876944,26.31832919033127,-42.45591638843816,1235.0847177125002,1235.0847177125002,17291.186047975,4940.338870850001,2.4602887576833004,7.225245598618124,8.801213698419275,28.851579005764002,0.7015281196607,4.940338870850001,6.069206302839225,4.159765329255699,47.33832706048471,15.870838622605625,-31.46748843787908,435,20560004.70465,21556690.802,24190318.2469,23129374.864749998,25254843.99915,10062697,113.65160466500001,120.023133675,139.244151789,129.80787142600002,137.007666751
