,PROVINCE,SSP,YEAR,GDP,POP,CCF,人均CCF,BA,LDP,UR,FCE_P,FCE,SLUDGE_PRED,Region,EPROVINCE,Unnamed: 0,SSP1_2060,SSP2_2060,SSP3_2060,SSP4_2060,SSP5_2060,SLUDGE_2017,PSSP1_2060,PSSP2_2060,PSSP3_2060,PSSP4_2060,PSSP5_2060,cator
66,安徽省,SSP1,2086,89568.40976000001,38732530,848242407.0,60,2825.371065,68033.45254,63.89155337,8938.815209999999,2212.0720699999997,872390.5553,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
67,安徽省,SSP1,2087,90398.60622999999,38279107,838312443.3,60,2825.412422,68033.85678999999,63.89178076,8938.822487000001,2186.1859719999998,897605.9868,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
68,安徽省,SSP1,2088,91231.4446,37832377,828529056.3,60,2825.449288,68034.20474,63.89198243,8938.828749,2160.680784,902004.4758,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
69,安徽省,SSP1,2089,92053.90748,37391987,818884515.3,60,2825.482149,68034.50422,63.8921613,8938.83414,2135.536519,902184.9318,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
70,安徽省,SSP1,2090,92853.1529,36957506,809369381.4,60,2825.511441,68034.76199,63.89231995,8938.838779000002,2110.728714,903198.8093,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
71,安徽省,SSP1,2091,93639.26756000001,36528767,799979997.3,60,2825.537552,68034.98386000001,63.89246066,8938.842773,2086.247964,905169.454,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
72,安徽省,SSP1,2092,94396.19483,36106772,790738306.8,60,2825.560827,68035.17482,63.89258545,8938.84621,2062.1516100000003,905309.4659999999,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
73,安徽省,SSP1,2093,95129.5083,35692914,781674816.6,60,2825.581573,68035.33919,63.89269614,8938.849168,2038.519309,902334.5713,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
74,安徽省,SSP1,2094,95844.02262999999,35288637,772821150.3,60,2825.600066,68035.48066,63.8927943,8938.851715,2015.4336219999998,884337.7868,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
75,安徽省,SSP1,2095,96543.75377000001,34895508,764211625.2,60,2825.61655,68035.60243,63.89288137,8938.853906,1992.9841199999998,885634.5945,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
76,安徽省,SSP1,2096,97211.77655,34515120,755881128.0,60,2825.631244,68035.70723,63.8929586,8938.855792,1971.2618519999999,881808.3163,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
77,安徽省,SSP1,2097,97870.0654,34149134,747866034.6,60,2825.644341,68035.79744,63.89302709,8938.857415999999,1950.361741,882513.7575,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
78,安徽省,SSP1,2098,98519.56383,33799286,740204363.4,60,2825.656016,68035.87508,63.89308783,8938.858812999999,1930.3829859999998,882003.8028,Central region,Anhui,0,729320.0985,796566.8445,962371.527,926698.6588,1054316.232,176636,4.128943695,4.509651739,5.44833175,5.246374798,5.9688638329999995,1
