,PROVINCE,SSP,YEAR,GDP,POP,CCF,人均CCF,BA,LDP,UR,FCE_P,FCE,SLUDGE_PRED,Region,EPROVINCE,Unnamed: 0,SSP1_2060,SSP2_2060,SSP3_2060,SSP4_2060,SSP5_2060,SLUDGE_2017,PSSP1_2060,PSSP2_2060,PSSP3_2060,PSSP4_2060,PSSP5_2060,cator
1428,甘肃省,SSP3,2071,34552.00617,19750600,648807210.0,90,1460.45928,12839.65956,65.77888626,8578.207220999999,1114.457067,741519.1405,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1429,甘肃省,SSP3,2072,34989.09868,19532378,641638617.3,90,1461.529654,12840.828870000001,65.79215987,8578.234327,1102.369452,741218.7443,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1430,甘肃省,SSP3,2073,35437.15828,19314618,634485201.3,90,1462.519127,12841.85068,65.80429572,8578.257195,1090.28348,741245.3015,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1431,甘肃省,SSP3,2074,35889.13004,19097485,627352382.3,90,1463.433716,12842.74359,65.81539096,8578.276488,1078.2108130000001,741564.743,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1432,甘肃省,SSP3,2075,36337.85737,18881253,620249161.1,90,1464.279004,12843.52385,65.82553453,8578.292766,1066.169047,742419.8829999999,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1433,甘肃省,SSP3,2076,36793.9752,18665686,613167785.1,90,1465.06017,12844.20564,65.83480779,8578.306498,1054.1467810000001,741772.1458,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1434,甘肃省,SSP3,2077,37251.064860000006,18448730,606040780.5,90,1465.7820179999999,12844.8014,65.84328519,8578.318084,1042.029736,741628.0518,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1435,甘肃省,SSP3,2078,37719.50049,18227831,598784248.4,90,1466.448999,12845.32196,65.85103486,8578.327858,1029.675166,741652.4705,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1436,甘肃省,SSP3,2079,38209.46339,18000435,591314289.8,90,1467.065239,12845.776820000001,65.85811913,8578.336105,1016.9401210000001,741589.7855,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1437,甘肃省,SSP3,2080,38731.06249,17763912,583544509.2,90,1467.63456,12846.17427,65.86459499,8578.343062,1003.6771779999999,741066.0398,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1438,甘肃省,SSP3,2081,39224.174119999996,17516596,575420178.6,90,1468.160502,12846.52154,65.87051459,8578.348931,989.7932264000001,741393.3805,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1439,甘肃省,SSP3,2082,39729.0557,17260502,567007490.7,90,1468.646342,12846.82498,65.87592564,8578.353883,975.4030547,741307.5635,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1440,甘肃省,SSP3,2083,40218.616669999996,16998615,558404502.8,90,1469.095115,12847.09011,65.88087174,8578.358061,960.6762288999998,741376.5978,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1441,甘肃省,SSP3,2084,40664.8531,16733922,549709337.7,90,1469.509628,12847.321759999999,65.88539278,8578.361585999999,945.7823998,741292.7045,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1442,甘肃省,SSP3,2085,41038.95106,16469449,541021399.7,90,1469.8924789999999,12847.52417,65.88952525,8578.364559,930.8933906,746560.434,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1443,甘肃省,SSP3,2086,41350.46013,16207926,532430369.1,90,1470.246073,12847.70102,65.89330249,8578.367068000001,916.1642591,746082.5468,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1444,甘肃省,SSP3,2087,41592.61331,15950848,523985356.8,90,1470.572631,12847.85555,65.89675501,8578.369185,901.6802108999999,760501.3033,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1445,甘肃省,SSP3,2088,41796.62815,15699402,515725355.7,90,1470.874212,12847.99056,65.89991069,8578.37097,887.5089870999999,760465.4528,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1446,甘肃省,SSP3,2089,41993.72667,15454815,507690672.8,90,1471.152716,12848.10852,65.90279503,8578.372476999999,873.7205377,760442.6745,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1447,甘肃省,SSP3,2090,42214.92989,15218327,499922042.0,90,1471.409901,12848.21159,65.90543134,8578.373748,860.3854994,760584.113,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1448,甘肃省,SSP3,2091,42501.190930000004,14990666,492443378.1,90,1471.647393,12848.301640000001,65.90784093,8578.37482,847.5455168999999,769964.7890000001,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1449,甘肃省,SSP3,2092,42833.43212,14770669,485216476.7,90,1471.866693,12848.38033,65.91004328,8578.375725,835.1352726,769592.44,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1450,甘肃省,SSP3,2093,43202.00312,14556609,478184605.7,90,1472.069191,12848.44908,65.91205621,8578.376488,823.0575054,769616.69,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1451,甘肃省,SSP3,2094,43597.03083,14346773,471291493.1,90,1472.256169,12848.50914,65.91389599,8578.377132,811.2156947000001,769616.69,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1452,甘肃省,SSP3,2095,44008.30636,14139396,464479158.6,90,1472.428815,12848.56162,65.91557752,8578.377675,799.5103351,769366.8595,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1453,甘肃省,SSP3,2096,44425.07363,13932717,457689753.5,90,1472.588222,12848.60748,65.9171144,8578.378133,787.8421083,769063.7975,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1454,甘肃省,SSP3,2097,44836.6579,13724995,450866085.8,90,1472.735404,12848.64754,65.91851906,8578.37852,776.1127932,769633.7409999999,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1455,甘肃省,SSP3,2098,45231.60885,13514445,443949518.3,90,1472.8712970000001,12848.68255,65.91980287,8578.378846,764.2216505,769567.172,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1456,甘肃省,SSP3,2099,45598.121439999995,13299279,436881315.2,90,1472.996764,12848.71313,65.92097623,8578.379121,752.0677456000001,769611.5835,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1457,甘肃省,SSP3,2100,45924.138080000004,13077706,429602642.1,90,1473.112603,12848.73985,65.92204864,8578.379354,739.5499513999999,769932.9098,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1458,甘肃省,SSP4,2020,7266.115418,26470780,772946776.0,80,931.411311,7433.923237999999,52.83602738,7538.773826000001,1054.381092,145363.9853,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1459,甘肃省,SSP4,2021,7578.805215,26519795,774378014.0,80,955.3193938999999,7803.063837999999,53.59175636,7648.285540000001,1087.006764,140237.3963,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1460,甘肃省,SSP4,2022,7918.360739,26555310,775415052.0,80,978.2689891000001,8153.277652,54.29444325,7742.2260049999995,1116.278614,138155.8275,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1461,甘肃省,SSP4,2023,8286.904506,26577206,776054415.2,80,1000.229353,8482.602523,54.94633144,7822.478768000001,1142.332196,138443.0535,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1462,甘肃省,SSP4,2024,8685.767918000001,26585325,776291490.0,80,1021.1799800000001,8789.712752,55.54982267,7890.797856,1165.320989,138086.9833,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1463,甘肃省,SSP4,2025,9116.061058,26579563,776123239.6,80,1041.109991,9073.887751,56.10742314,7948.784151999999,1185.410756,138106.0873,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1464,甘肃省,SSP4,2026,9575.908469,26560079,775554306.8,80,1060.017388,9334.953961,56.62169633,7997.875628,1202.7819029999998,137237.3828,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1465,甘肃省,SSP4,2027,10055.06284,26528192,774623206.4,80,1077.908214,9573.209004,57.09522239,8039.347455,1217.666113,137271.3728,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1466,甘肃省,SSP4,2028,10540.53047,26485552,773378118.4,80,1094.79566,9789.336733,57.53056401,8074.318726,1230.3071539999999,136460.631,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1467,甘肃省,SSP4,2029,11019.28308,26433774,771866200.8,80,1110.699139,9984.320641,57.93023837,8103.763237,1240.9412810000001,135176.4668,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1468,甘肃省,SSP4,2030,11478.13955,26374465,770134378.0,80,1125.6433630000001,10159.36141,58.29669462,8128.522462999999,1249.7962009999999,135240.7755,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1469,甘肃省,SSP4,2031,11932.61829,26309121,768226333.2,80,1139.657449,10315.80256,58.63229642,8149.319365,1257.084815,135152.7445,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1470,甘肃省,SSP4,2032,12365.77833,26238675,766169310.0,80,1152.77406,10455.066509999999,58.93930883,8166.772140000001,1262.9826289999999,134072.9283,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1471,甘肃省,SSP4,2033,12787.95602,26163922,763986522.4,80,1165.028611,10578.601859999999,59.21988913,8181.407322,1267.647344,133499.179,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1472,甘肃省,SSP4,2034,13209.82532,26085701,761702469.2,80,1176.4585339999999,10687.84189,59.47608082,8193.671919,1271.227928,133384.6735,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1473,甘肃省,SSP4,2035,13642.26277,26004773,759339371.6,80,1187.102623,10784.17324,59.70981041,8203.944390999999,1273.859315,133330.8723,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1474,甘肃省,SSP4,2036,14094.50485,25921762,756915450.4,80,1197.000446,10868.91375,59.92288645,8212.544443,1275.660114,136313.6,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1475,甘肃省,SSP4,2037,14564.851219999999,25836391,754422617.2,80,1206.1918380000002,10943.29779,60.11700041,8219.741643000001,1276.695474,149727.509,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1476,甘肃省,SSP4,2038,15050.131780000002,25748226,751848199.2,80,1214.716465,11008.46779,60.29372898,8225.762926000001,1277.013962,152415.8868,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1477,甘肃省,SSP4,2039,15547.7024,25656794,749178384.8,80,1222.613457,11065.47067,60.45453744,8230.799089,1276.6542359999999,197514.4543,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1478,甘肃省,SSP4,2040,16055.614019999999,25561661,746400501.2,80,1229.921103,11115.257759999999,60.60078397,8235.010376,1275.649797,297037.6685,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1479,甘肃省,SSP4,2041,16568.60393,25462286,743498751.2,80,1236.6766109999999,11158.6875,60.73372441,8238.531243000001,1274.0225039999998,361811.9453,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1480,甘肃省,SSP4,2042,17085.40902,25357883,740450183.6,80,1242.915912,11196.52988,60.85451755,8241.474426,1271.776315,412245.4618,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1481,甘肃省,SSP4,2043,17600.23216,25247612,737230270.4,80,1248.673522,11229.472029999999,60.96423052,8243.934392000001,1268.907402,487016.8763,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1482,甘肃省,SSP4,2044,18106.41384,25130621,733814133.2,80,1253.982433,11258.12448,61.0638444,8245.990254,1265.406848,489290.5883,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1483,甘肃省,SSP4,2045,18596.36396,25006066,730177127.2,80,1258.8740480000001,11283.0277,61.15425972,8247.70824,1261.2621880000002,490293.7923,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1484,甘肃省,SSP4,2046,19067.99034,24873220,726298024.0,80,1263.378145,11304.65858,61.23630194,8249.143772,1256.463393,486541.7218,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1485,甘肃省,SSP4,2047,19518.21992,24732038,722175509.6,80,1267.52286,11323.43679,61.31072674,8250.343212,1251.031902,509132.5883,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1486,甘肃省,SSP4,2048,19950.56784,24582612,717812270.4,80,1271.334701,11339.73075,61.37822516,8251.345336,1244.993592,506880.0488,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1487,甘肃省,SSP4,2049,20369.21067,24425019,713210554.8,80,1274.838568,11353.86326,61.43942846,8252.182566,1238.371375,511150.0298,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1488,甘肃省,SSP4,2050,20778.95181,24259314,708371968.8,80,1278.057796,11366.11665,61.49491279,8252.88201,1231.185074,511795.6323,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1489,甘肃省,SSP4,2051,21196.43463,24085816,703305827.2,80,1281.014202,11376.73745,61.54520351,8253.466326,1223.466156,511528.8183,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1490,甘肃省,SSP4,2052,21601.66496,23905579,698042906.8,80,1283.728141,11385.940709999999,61.59077938,8253.954451000001,1215.2819140000001,511326.6195,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1491,甘肃省,SSP4,2053,21984.09904,23719869,692620174.8,80,1286.218571,11393.91375,61.63207634,8254.362212,1206.709155,511890.9085,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1492,甘肃省,SSP4,2054,22332.45497,23529967,687075036.4,80,1288.503119,11400.81962,61.66949113,8254.702833,1197.824319,511022.3865,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1493,甘肃省,SSP4,2055,22634.78035,23337108,681443553.6,80,1290.598148,11406.80011,61.7033846,8254.987365,1188.700474,511197.232,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1494,甘肃省,SSP4,2056,22890.019180000003,23142502,675761058.4,80,1292.518828,11411.97843,61.7340848,8255.225041,1179.408466,511962.662,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1495,甘肃省,SSP4,2057,23109.66105,22946875,670048750.0,80,1294.2792029999998,11416.46159,61.76188983,8255.423576000001,1169.993604,512185.3283,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1496,甘肃省,SSP4,2058,23317.1105,22750926,664327039.2,80,1295.892265,11420.34246,61.78707046,8255.589413,1160.498992,514015.6115,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1497,甘肃省,SSP4,2059,23536.23431,22555292,658614526.4,80,1297.370013,11423.70163,61.80987253,8255.727937,1150.963826,524845.814,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1498,甘肃省,SSP4,2060,23791.265769999998,22360678,652931797.6,80,1298.7235230000001,11426.608979999999,61.83051921,8255.843645,1141.430099,549198.8213,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1499,甘肃省,SSP4,2061,24100.86869,22167650,647295380.0,80,1299.963011,11429.1251,61.84921299,8255.940295999999,1131.9321029999999,653825.6638,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1500,甘肃省,SSP4,2062,24449.37743,21976451,641712369.2,80,1301.097888,11431.30249,61.86613756,8256.021026999999,1122.487084,658554.2395,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1501,甘肃省,SSP4,2063,24814.93969,21787264,636188108.8,80,1302.1368220000002,11433.18665,61.88145953,8256.088459999999,1113.108712,698223.0175,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1502,甘肃省,SSP4,2064,25175.14949,21600230,630726716.0,80,1303.0877890000002,11434.816990000001,61.89532997,8256.144786,1103.8080539999999,715262.3359999999,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1503,甘肃省,SSP4,2065,25507.11274,21415530,625333476.0,80,1303.9581230000001,11436.22765,61.90788581,8256.191834000001,1094.5978109999999,715147.0528,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1504,甘肃省,SSP4,2066,25790.76383,21233128,620007337.6,80,1304.754565,11437.44818,61.91925121,8256.231131999999,1085.479225,715166.5023,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1505,甘肃省,SSP4,2067,26036.03614,21052250,614725700.0,80,1305.483311,11438.50418,61.92953864,8256.263957,1076.4154740000001,713989.2465,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1506,甘肃省,SSP4,2068,26256.93993,20871983,609461903.6,80,1306.1500460000002,11439.4178,61.93885003,8256.291375,1067.362306,714407.1723,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1507,甘肃省,SSP4,2069,26467.932969999998,20691336,604187011.2,80,1306.759992,11440.20822,61.94727775,8256.314276000001,1058.271195,708239.4075,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1508,甘肃省,SSP4,2070,26683.93122,20509344,598872844.8,80,1307.317939,11440.89204,61.95490543,8256.333405,1049.094693,705358.734,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1509,甘肃省,SSP4,2071,26942.312710000002,20325283,593498263.6,80,1307.828281,11441.48362,61.96180887,8256.349383,1039.797459,706116.5775,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1510,甘肃省,SSP4,2072,27214.965910000003,20139335,588068582.0,80,1308.295047,11441.9954,61.96805668,8256.362729,1030.390314,705383.7823,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1511,甘肃省,SSP4,2073,27491.94773,19952016,582598867.2,80,1308.721931,11442.43814,61.97371102,8256.373876,1020.9010210000001,705392.2359999999,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1512,甘肃省,SSP4,2074,27762.078139999998,19763838,577104069.6,80,1309.112317,11442.82115,61.97882817,8256.383188,1011.3570050000001,705245.2055,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1513,甘肃省,SSP4,2075,28012.94535,19575288,571598409.6,80,1309.469307,11443.152479999999,61.98345909,8256.390965,1001.784296,705247.5538,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1514,甘肃省,SSP4,2076,28231.392999999996,19386725,566092370.0,80,1309.795741,11443.4391,61.98764991,8256.397461,992.2022627,705604.1268,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1515,甘肃省,SSP4,2077,28427.812130000002,19197917,560579176.4,80,1310.0942220000002,11443.68705,61.99144241,8256.402887,982.5999287999999,705458.3333,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
1516,甘肃省,SSP4,2078,28613.95316,19008408,555045513.6,80,1310.367132,11443.90154,61.99487441,8256.40742,972.9547557,705351.354,Western region,Gansu,3,468637.3328,472097.64700000006,690181.7503,549198.8213,612771.507,116224,4.032190708,4.06196351,5.938375467,4.7253477880000005,5.272331937,3
