,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT,speed
129,SSP2,2068,2706994.081,1324399208,1598128.57,121992.6693,92707944560,2170,189489585.7,67941937817,3.32E+13,40110893737,3061853150,24272095.5,24239947.93,0.703342166
130,SSP2,2069,2732564.82,1320424001,1598910.473,122450.4543,92429680070,2170,191279537.4,68583729222,3.31E+13,40130518456,3073342943,24445779.03,24412639.62,0.712426
131,SSP2,2070,2758139.283,1316576973,1599597.32,122882.3492,92160388110,2170,193069749.8,69225614109,3.30E+13,40147757400,3084182926,24661778.16,24588702.09,0.721193888
132,SSP2,2071,2786890.05,1312852884,1600200.492,123289.1067,91899701880,2170,195082303.5,69947219991,3.30E+13,40162896211,3094391997,24717285.08,24768088.11,0.729546532
133,SSP2,2072,2815956.141,1309235478,1600730.048,123671.5452,91646483460,2170,197116929.8,70676740054,3.29E+13,40176187364,3103990693,24815468.1,24950725.17,0.737388618
134,SSP2,2073,2845369.554,1305705674,1601194.869,124030.5373,91399397180,2170,199175868.8,71414977463,3.28E+13,40187853739,3113000916,24889326.9,25136515.45,0.744628783
135,SSP2,2074,2875159.458,1302244426,1601602.787,124366.9993,91157109820,2170,201261162.1,72162664292,3.27E+13,40198091937,3121445662,24873161.47,25325335.86,0.751179704
136,SSP2,2075,2905352.208,1298832815,1601960.706,124681.8799,90918297050,2170,203374654.6,72920462016,3.26E+13,40207075240,3129348745,25218417.57,25517037.93,0.756957663
137,SSP2,2076,2936360.89,1295448561,1602274.708,124976.1504,90681399270,2170,205545262.3,73698738542,3.25E+13,40214956254,3136734541,25617457.95,25711447.96,0.761883255
138,SSP2,2077,2967804.57,1292056593,1602550.143,125250.7942,90443961510,2170,207746319.9,74487932922,3.24E+13,40221869319,3143627735,25700918.74,25908366.91,0.765880419
139,SSP2,2078,2999699.844,1288618763,1602791.721,125506.7986,90203313410,2170,209978989.1,75288461716,3.23E+13,40227932604,3150053103,25952171.25,26107570.44,0.768877205
140,SSP2,2079,3032060.701,1285096832,1603003.582,125745.1458,89956778240,2170,212244249.1,76100676037,3.23E+13,40233250016,3156035301,26289301.52,26308808.89,0.770804995
141,SSP2,2080,3064898.69,1281452717,1603189.363,125966.8066,89701690190,2170,214542908.3,76924865714,3.22E+13,40237912885,3161598690,26360254.09,26511807.34,0.771598768
142,SSP2,2081,3093382.137,1277667183,1603352.263,126172.7334,89436702810,2170,216536749.6,77639762235,3.21E+13,40242001464,3166767178,26503784.26,26716265.52,0.771196701
143,SSP2,2082,3122227.579,1273797689,1603495.09,126363.8556,89165838230,2170,218555930.5,78363744304,3.20E+13,40245586229,3171564090,26714572.03,26921857.9,0.769540109
144,SSP2,2083,3151436.767,1269920769,1603620.31,126541.0749,88894453830,2170,220600573.7,79096855924,3.19E+13,40248729073,3176012057,26871679.07,27128233.59,0.766572991
145,SSP2,2084,3181009.949,1266112900,1603730.087,126705.2619,88627903000,2170,222670696.5,79839103339,3.18E+13,40251484321,3180132933,27381366.37,27335016.44,0.762242197
146,SSP2,2085,3210946.246,1262450590,1603826.321,126857.2536,88371541300,2170,224766237.2,80590464419,3.17E+13,40253899667,3183947721,27739223.88,27541804.98,0.756496881
147,SSP2,2086,3242203.843,1259003047,1603910.679,126997.8512,88130213290,2170,226954269,81374988367,3.16E+13,40256016960,3187476533,27818083.23,27748172.44,0.749288049
148,SSP2,2087,3273779.91,1255810135,1603984.625,127127.8189,87906709450,2170,229164593.7,82167505516,3.15E+13,40257872902,3190738549,27965572.58,27953666.73,0.740568761
149,SSP2,2088,3305669.306,1252904602,1604049.442,127247.8833,87703322140,2170,231396851.5,82967886781,3.14E+13,40259499704,3193752004,28108169.23,28157810.49,0.730293309
150,SSP2,2089,3337867.421,1250318981,1604106.254,127358.7328,87522328670,2170,233650719.5,83776016488,3.14E+13,40260925622,3196534179,28339236.78,28360101.02,0.71841712
151,SSP2,2090,3370370.774,1248085916,1604156.05,127461.0182,87366014120,2170,235925954.2,84591807250,3.13E+13,40262175428,3199101406,28830441.44,28560010.33,0.70489632
152,SSP2,2091,3403702.138,1246225912,1604199.694,127555.3528,87235813840,2170,238259149.7,85428380002,3.13E+13,40263270849,3201469080,29040932.9,28756985.13,0.689687415
153,SSP2,2092,3437289.966,1244711353,1604237.947,127642.3135,87129794710,2170,240610297.6,86271389642,3.12E+13,40264230941,3203651677,29075033.44,28950446.82,0.67274678
154,SSP2,2093,3471134.749,1243502494,1604271.473,127722.4416,87045174580,2170,242979432.4,87120848519,3.12E+13,40265072403,3205662784,29476548.81,29139791.5,0.654030263
155,SSP2,2094,3505240.888,1242559595,1604300.857,127796.244,86979171650,2170,245366862.1,87976867061,3.12E+13,40265809893,3207515126,29457330.64,29324389.97,0.633492744
156,SSP2,2095,3539617.571,1241842905,1604326.609,127864.1947,86929003350,2170,247773230,88839675930,3.12E+13,40266456236,3209220599,29571750.49,29503587.69,0.611087627
157,SSP2,2096,3574296.973,1241312700,1604349.178,127926.7362,86891889000,2170,250200788.1,89710082619,3.12E+13,40267022699,3210790307,29738009.35,29676704.87,0.586766537
158,SSP2,2097,3609294.224,1240929220,1604368.958,127984.2807,86865045400,2170,252650595.7,90588466896,3.11E+13,40267519149,3212234598,29884038.73,29843036.38,0.560478357
159,SSP2,2098,3644639.41,1240652782,1604386.293,128037.212,86845694740,2170,255124758.7,91475583890,3.11E+13,40267954238,3213563103,29953468.48,30001851.8,0.532169126
160,SSP2,2099,3680371.702,1240443591,1604401.486,128085.8868,86831051370,2170,257626019.2,92372416719,3.11E+13,40268335541,3214784773,29977512.78,30152395.4,0.501781032
161,SSP2,2100,3716540.614,1240261940,1604414.8,128130.6361,86818335800,2170,260157843,93280208121,3.11E+13,40268669708,3215907922,29997382.61,30293886.15,0.469252105
