,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT,speed
,SSP2,2019,,,,,,,,,,,,13032421.04,13032421.04,
81,SSP2,2020,867729.6957,1397585052,763766.5345,62692.75968,97830953640,2170,60741078.7,21778857013,3.51E+13,19169520450,1573504578,14316814.11,14516504.3,3.2
82,SSP2,2021,922208.8726,1403000060,806071.3674,64815.42444,98210004200,2170,64554621.08,23146211627,3.52E+13,20231315283,1626780630,14824511.33,14967846.59,3.109166502
83,SSP2,2022,977118.3627,1407595786,848070.7411,66915.37688,98531705020,2170,68398285.39,24524366529,3.53E+13,21285443494,1679486633,15274950.66,15395067.79,2.85425958
84,SSP2,2023,1032188.567,1411444558,889572.5158,68988.00345,98801119060,2170,72253199.67,25906555135,3.54E+13,22327082639,1731506793,15907700.49,15799335.3,2.625954711
85,SSP2,2024,1087174.83,1414618554,930400.7234,71029.0785,99023298780,2170,76102238.1,27286636938,3.55E+13,23351816146,1782735052,16127578.26,16181791.2,2.420708816
86,SSP2,2025,1141856.171,1417189973,970397.5524,73034.80026,99203298110,2170,79929931.97,28659065606,3.56E+13,24355683163,1833075991,16597844.85,16543552.29,2.235605944
87,SSP2,2026,1195945.141,1419230517,1009424.475,75001.81851,99346136190,2170,83716159.85,30016626542,3.56E+13,25335206820,1882445523,16931600.72,16885710.04,2.068224236
88,SSP2,2027,1249321.423,1420809596,1047362.526,76927.25383,99456671720,2170,87452499.65,31356299985,3.57E+13,26287401266,1930771379,17173170.09,17209330.66,1.91653544
89,SSP2,2028,1301825.421,1421996005,1084111.807,78808.70833,99539720350,2170,91127779.44,32674080226,3.57E+13,27209759146,1977993376,17588762.2,17515455.01,1.778827763
90,SSP2,2029,1353316.697,1422858456,1119590.33,80644.26778,99600091920,2170,94732168.78,33966442523,3.57E+13,28100222711,2024063468,17861766.56,17805098.66,1.653646178
91,SSP2,2030,1403672.915,1423465735,1153732.394,82432.4956,99642601450,2170,98257104.07,35230316383,3.57E+13,28957142943,2068945599,18347228.92,18079251.89,1.539745619
92,SSP2,2031,1456665.323,1423879954,1186486.678,84172.4188,99671596780,2170,101966572.6,36560355075,3.57E+13,29779231751,2112615348,18601539.25,18338879.65,1.436053678
93,SSP2,2032,1508610.203,1424136090,1217814.281,85863.50674,99689526300,2170,105602714.2,37864102225,3.57E+13,30565512768,2155059398,18841324.74,18584921.6,1.341641114
94,SSP2,2033,1559424.969,1424262578,1247686.895,87505.64299,99698380460,2170,109159747.8,39139485014,3.57E+13,31315275498,2196274826,19087756.66,18818292.11,1.255698081
95,SSP2,2034,1609040.389,1424287831,1276085.271,89099.09132,99700148170,2170,112632827.2,40384765828,3.57E+13,32028036830,2236268252,19303475.92,19039880.21,1.177514453
96,SSP2,2035,1657399.816,1424240180,1302998.074,90644.45658,99696812600,2170,116017987.1,41598522889,3.57E+13,32703512262,2275054857,19566561.86,19250549.67,1.106464173
97,SSP2,2036,1704639.623,1424138755,1328421.157,92142.64135,99689712850,2170,119324773.6,42784178989,3.57E+13,33341597703,2312657295,19654184.75,19451138.89,1.041992162
98,SSP2,2037,1750549.691,1423966128,1352357.22,93594.79948,99677628960,2170,122538478.4,43936460408,3.57E+13,33942360937,2349104526,19702380.39,19642461.05,0.983603897
99,SSP2,2038,1795105.715,1423695938,1374815.779,95002.28754,99658715660,2170,125657400,45054757111,3.57E+13,34506040777,2384430597,19890506.16,19825303.98,0.930855543
100,SSP2,2039,1838293.09,1423301333,1395813.312,96366.61525,99631093310,2170,128680516.3,46138702591,3.57E+13,35033050838,2418673401,19820722.28,20000430.2,0.883346914
101,SSP2,2040,1880106.231,1422755965,1415373.472,97689.39599,99592917550,2170,131607436.2,47188156610,3.57E+13,35523984731,2451873432,19824969.08,20168576.93,0.840715569
102,SSP2,2041,1919929.474,1422034170,1433527.217,98972.29861,99542391900,2170,134395063.2,48187666837,3.57E+13,35979619507,2484072575,19925787.6,20330456.09,0.802630571
103,SSP2,2042,1958359.251,1421114297,1450312.789,100217.0014,99478000790,2170,137085147.6,49152202951,3.57E+13,36400914943,2515312953,19972640.43,20486754.3,0.768788532
104,SSP2,2043,1995413.964,1419975880,1465775.445,101425.1493,99398311600,2170,139678977.5,50082226784,3.56E+13,36789006967,2545635853,20106900.93,20638132.89,0.73890954
105,SSP2,2044,2031118.439,1418598252,1479966.944,102598.3156,99301877640,2170,142178290.7,50978361425,3.56E+13,37145194667,2575080762,20293671.58,20785227.84,0.71273384
106,SSP2,2045,2065503.31,1416960885,1492944.785,103737.9684,99187261950,2170,144585231.7,51841375796,3.56E+13,37470921146,2603684524,20363208.63,20928649.87,0.690019029
107,SSP2,2046,2099098.97,1415044767,1504771.233,104845.4426,99053133690,2170,146936927.9,52684582017,3.55E+13,37767749207,2631480648,20815802.24,21068984.36,0.670537722
108,SSP2,2047,2131477.983,1412837559,1515512.216,105921.9187,98898629130,2170,149203458.8,53497252021,3.55E+13,38037333532,2658498763,20977740.32,21206791.43,0.654075526
109,SSP2,2048,2162684.444,1410328361,1525236.137,106968.408,98722985270,2170,151387911.1,54280492531,3.54E+13,38281390969,2684764246,21140379.84,21342605.86,0.640428922
110,SSP2,2049,2192765.988,1407506471,1534012.69,107985.7439,98525452970,2170,153493619.1,55035499120,3.53E+13,38501670730,2710298020,21464429.05,21476937.14,0.629404292
111,SSP2,2050,2221773.265,1404361056,1541911.729,108974.5811,98305273920,2170,155524128.6,55763543065,3.52E+13,38699926058,2735116514,21896828.92,21610269.45,0.620816217
112,SSP2,2051,2251950.904,1400889146,1549002.241,109935.4001,98062240220,2170,157636563.3,56520961514,3.52E+13,38877888450,2759231787,22004395.16,21743061.65,0.614486568
113,SSP2,2052,2281276.798,1397119454,1555351.462,110868.518,97798361780,2170,159689375.9,57257002305,3.51E+13,39037245422,2782651802,22002056.58,21875747.33,0.610243791
114,SSP2,2053,2309809.773,1393088299,1561024.141,111774.1049,97516180930,2170,161686684.1,57973141892,3.50E+13,39179622094,2805380823,22182148.38,22008734.77,0.60792182
115,SSP2,2054,2337610.053,1388832124,1566081.972,112652.2037,97218248680,2170,163632703.7,58670891815,3.49E+13,39306566898,2827419932,22193967.12,22142406.92,0.607359532
116,SSP2,2055,2364738.848,1384387547,1570583.177,113502.7542,96907128290,2170,165531719.4,59351788348,3.47E+13,39419541148,2848767614,22341023.58,22277121.44,0.608400523
117,SSP2,2056,2392595.8,1379790738,1574582.236,114325.6187,96585351660,2170,167481706,60050960665,3.46E+13,39519912192,2869420414,22473853.1,22413210.7,0.610892489
118,SSP2,2057,2419906.533,1375076975,1578129.74,115120.6091,96255388250,2170,169393457.3,60736423608,3.45E+13,39608949790,2889373612,22610575.29,22550981.73,0.614686727
119,SSP2,2058,2446729.075,1370281448,1581272.349,115887.5138,95919701360,2170,171271035.3,61409633605,3.44E+13,39687825078,2908621895,23020174.74,22690716.29,0.619638472
120,SSP2,2059,2473120.98,1365439279,1584052.843,116626.1236,95580749530,2170,173118468.6,62072035183,3.43E+13,39757611784,2927160017,23090703.29,22832670.83,0.625606232
121,SSP2,2060,2499139.004,1360585556,1586510.235,117336.2562,95240988920,2170,174939730.3,62725052852,3.41E+13,39819289046,2944983395,23319548.53,22977076.47,0.63245183
122,SSP2,2061,2525785.219,1355753368,1588679.932,118017.7766,94902735760,2170,176804965.3,63393837275,3.40E+13,39873745543,2962088649,23577511.41,23124139.07,0.640040511
123,SSP2,2062,2552143.507,1350967743,1590593.936,118670.6163,94567742010,2170,178650045.5,64055395115,3.39E+13,39921784487,2978474053,23645649.13,23274039.15,0.648240688
124,SSP2,2063,2578263.788,1346251490,1592281.065,119294.7867,94237604300,2170,180478465.2,64710979304,3.38E+13,39964129167,2994139898,23672867.49,23426931.91,0.656924038
125,SSP2,2064,2604194.075,1341627530,1593767.183,119890.3908,93913927100,2170,182293585.3,65361794904,3.37E+13,40001428731,3009088766,23688599.49,23582947.31,0.665966004
126,SSP2,2065,2629980.232,1337118888,1595075.437,120457.6291,93598322160,2170,184098616.3,66008993017,3.36E+13,40034264163,3023325690,23753215.55,23742189.94,0.675244831
127,SSP2,2066,2655737.196,1332744193,1596226.491,120996.8035,93292093510,2170,185901603.7,66655458422,3.35E+13,40063154080,3036858247,23878644.46,23904739.14,0.684642838
128,SSP2,2067,2681396.188,1328505062,1597238.748,121508.3167,92995354340,2170,187697733.2,67299464874,3.33E+13,40088560398,3049696545,24169335.03,24070648.91,0.694045481
