,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT,speed
,SSP4,2019,,,,,,,,,,,,13032421.04,13032421.04,
243,SSP4,2020,881387.3562,1380517477,755950.5103,61918.18549,1.52E+11,3410,96952609.18,22121646058,3.46E+13,18973348675,1554063800,14722933.05,15306214.32,1.5351
244,SSP4,2021,937552.9327,1382637884,794431.4352,63733.43225,1.52E+11,3410,103130822.6,23531327052,3.47E+13,19939168519,1599624071,15256521.04,15541171.23,1.535042561
245,SSP4,2022,994122.9777,1384200625,831945.3778,65487.40431,1.52E+11,3410,109353527.5,24951159665,3.47E+13,20880718402,1643646428,15853245.96,15779805.29,1.535495968
246,SSP4,2023,1050808.254,1385217987,868297.9295,67176.51605,1.52E+11,3410,115588908,26373884441,3.48E+13,21793118921,1686040878,16317732.88,16021742.71,1.533209159
247,SSP4,2024,1107344.026,1385701489,903320.8881,68797.92116,1.52E+11,3410,121807842.9,27792856846,3.48E+13,22672148429,1726735981,16577194.79,16266618.85,1.528398933
248,SSP4,2025,1163488.897,1385663306,936873.4898,70349.49377,1.52E+11,3410,127983778.7,29202018163,3.48E+13,23514273942,1765678383,16649407.09,16514078.21,1.521271031
249,SSP4,2026,1218928.326,1385124057,968842.6879,71829.79707,1.52E+11,3410,134082115.9,30593473811,3.48E+13,24316658137,1802832019,16873250.2,16763774.42,1.51202027
250,SSP4,2027,1273519.159,1384138909,999142.6254,73238.04152,1.52E+11,3410,140087107.5,31963630843,3.47E+13,25077146124,1838177075,17179033.86,17015370.27,1.500830561
251,SSP4,2028,1327079.927,1382771771,1027713.474,74574.03536,1.52E+11,3410,145978791.9,33307934613,3.47E+13,25794236289,1871708737,17284731.22,17268537.67,1.487874776
252,SSP4,2029,1379448.463,1381086629,1054519.818,75838.12952,1.52E+11,3410,151739330.9,34622314960,3.47E+13,26467039732,1903435813,17378082.32,17522957.7,1.47331542
253,SSP4,2030,1430480.937,1379147377,1079548.733,77031.15939,1.52E+11,3410,157352903.1,35903161950,3.46E+13,27095232080,1933379270,17623271.79,17778320.55,1.457304503
254,SSP4,2031,1483153.377,1377007647,1102807.692,78154.38523,1.51E+11,3410,163146871.5,37225169869,3.46E+13,27679000906,1961570739,17814920.25,18034325.58,1.439984326
255,SSP4,2032,1534466.701,1374679911,1124322.377,79209.43306,1.51E+11,3410,168791337.1,38513065806,3.45E+13,28218990791,1988051032,18533648.76,18290681.27,1.421487515
256,SSP4,2033,1584317.164,1372166480,1144134.45,80198.23724,1.51E+11,3410,174274888.1,39764245890,3.44E+13,28716247362,2012868697,18542624.81,18547105.26,1.401937886
257,SSP4,2034,1632614.972,1369469523,1162299.305,81122.98596,1.51E+11,3410,179587646.9,40976456379,3.44E+13,29172160978,2036078655,18866366.62,18803324.32,1.381450415
258,SSP4,2035,1679283.566,1366591215,1178883.83,81986.07009,1.50E+11,3410,184721192.2,42147775790,3.43E+13,29588410406,2057740914,19383985.4,19059074.36,1.360132052
259,SSP4,2036,1724349.045,1363528478,1193964.178,82790.03621,1.50E+11,3410,189678395,43278859166,3.42E+13,29966907018,2077919391,19633364.89,19314100.45,1.338082228
260,SSP4,2037,1767680.802,1360256961,1207623.588,83537.54379,1.50E+11,3410,194444888.3,44366428424,3.41E+13,30309739983,2096680833,19848100.85,19568156.78,1.315393055
261,SSP4,2038,1809237.987,1356747033,1219950.276,84231.32667,1.49E+11,3410,199016178.6,45409458289,3.41E+13,30619123399,2114093857,20004415.24,19821006.71,1.292149923
262,SSP4,2039,1848990.217,1352969017,1231035.445,84874.15886,1.49E+11,3410,203388923.9,46407186193,3.40E+13,30897346341,2130228087,20235534.99,20072422.69,1.268431972
263,SSP4,2040,1886916.934,1348893266,1240971.454,85468.82448,1.48E+11,3410,207560862.7,47359096158,3.39E+13,31146726902,2145153400,20387757.18,20322186.37,1.24431257
264,SSP4,2041,1922612.981,1344493457,1249850.186,86018.09161,1.48E+11,3410,211487427.9,48255019276,3.37E+13,31369571223,2158939272,20569788.28,20570088.52,1.219859611
265,SSP4,2042,1956458.006,1339756838,1257761.641,86524.68984,1.47E+11,3410,215210380.7,49104484242,3.36E+13,31568138183,2171654212,20704814.27,20815929.03,1.19513591
266,SSP4,2043,1988458.729,1334673983,1264792.774,86991.29131,1.47E+11,3410,218730460.2,49907659663,3.35E+13,31744610240,2183365285,20776186.14,21059516.97,1.170199702
267,SSP4,2044,2018629.211,1329235289,1271026.583,87420.49491,1.46E+11,3410,222049213.2,50664898477,3.34E+13,31901070510,2194137723,21064145.94,21300670.52,1.145104857
268,SSP4,2045,2046990.269,1323431105,1276541.429,87814.81351,1.46E+11,3410,225168929.6,51376723194,3.32E+13,32039485799,2204034593,21677178.19,21539217.02,1.119901356
269,SSP4,2046,2074052.193,1317255367,1281410.59,88176.66376,1.45E+11,3410,228145741.2,52055941344,3.31E+13,32161695236,2213116551,22007523.88,21774992.95,1.094635573
270,SSP4,2047,2099397.545,1310714193,1285701.996,88508.35847,1.44E+11,3410,230933729.9,52692075847,3.29E+13,32269403798,2221441646,22063944.56,22007843.93,1.06935042
271,SSP4,2048,2123063.851,1303817427,1289478.141,88812.10107,1.43E+11,3410,233537023.6,53286068544,3.27E+13,32364179994,2229065180,22118926.69,22237624.71,1.044085854
272,SSP4,2049,2145093.16,1296574416,1292796.127,89089.98214,1.43E+11,3410,235960247.6,53838974783,3.25E+13,32447456995,2236039624,22253718.57,22464199.21,1.018879035
273,SSP4,2050,2165531.535,1288994787,1295707.811,89343.97749,1.42E+11,3410,238208468.8,54351950715,3.24E+13,32520536398,2242414568,22317242.59,22687440.46,0.993764567
274,SSP4,2051,2185852.505,1281092267,1298260.042,89575.94794,1.41E+11,3410,240443775.6,54861979950,3.22E+13,32584593991,2248236716,22575124.23,22907230.66,0.968774749
275,SSP4,2052,2204778.215,1272898942,1300494.938,89787.6402,1.40E+11,3410,242525603.7,55336990001,3.19E+13,32640686893,2253549910,22650361.77,23123461.12,0.943939798
276,SSP4,2053,2222366.541,1264451026,1302450.209,89980.68888,1.39E+11,3410,244460319.5,55778433502,3.17E+13,32689761582,2258395174,22686081.95,23336032.33,0.919288012
277,SSP4,2054,2238677.737,1255784757,1304159.493,90156.61944,1.38E+11,3410,246254551.1,56187822741,3.15E+13,32732662324,2262810796,23094334.62,23544853.9,0.894846058
278,SSP4,2055,2253774.047,1246936542,1305652.7,90316.85171,1.37E+11,3410,247915145.2,56566719976,3.13E+13,32770139823,2266832412,23215811.53,23749844.56,0.870638951
279,SSP4,2056,2268264.673,1237940222,1306956.348,90462.70408,1.36E+11,3410,249509114.1,56930415354,3.11E+13,32802859659,2270493112,23530083.28,23950932.24,0.846690508
280,SSP4,2057,2281664.535,1228819638,1308093.892,90595.39801,1.35E+11,3410,250983098.8,57266733976,3.08E+13,32831410482,2273823552,23770307.11,24148053.96,0.823023165
281,SSP4,2058,2294036.523,1219596428,1309086.028,90716.06286,1.34E+11,3410,252344017.6,57577254377,3.06E+13,32856311777,2276852079,24028740.66,24341155.91,0.799658414
282,SSP4,2059,2305443.987,1210292065,1309950.987,90825.74087,1.33E+11,3410,253598838.5,57863566480,3.04E+13,32878021090,2279604851,24147439.58,24530193.4,0.776616731
283,SSP4,2060,2315950.414,1200928269,1310704.799,90925.39219,1.32E+11,3410,254754545.5,58127263778,3.01E+13,32896940760,2282105966,24593386.6,24715130.9,0.753917835
284,SSP4,2061,2325786.348,1191526009,1311361.539,91015.9,1.31E+11,3410,255836498.3,58374132602,2.99E+13,32913424055,2284377591,24989674.69,24895942.02,0.731580677
285,SSP4,2062,2334821.5,1182105276,1311933.549,91098.07543,1.30E+11,3410,256830365,58600902853,2.97E+13,32927780759,2286440085,25707260.15,25072609.51,0.709623606
286,SSP4,2063,2343115.508,1172685378,1312431.642,91172.6625,1.29E+11,3410,257742705.8,58809071368,2.94E+13,32940282218,2288312120,26103776.93,25245125.25,0.688064587
287,SSP4,2064,2350726.969,1163286016,1312865.277,91240.34279,1.28E+11,3410,258579966.6,59000108885,2.92E+13,32951165890,2290010805,26203414.67,25413490.28,0.666920943
288,SSP4,2065,2357713.208,1153926612,1313242.728,91301.74001,1.27E+11,3410,259348452.9,59175454169,2.90E+13,32960639401,2291551794,26291867.85,25577714.77,0.6462099
289,SSP4,2066,2363859.918,1144623692,1313571.221,91357.42434,1.26E+11,3410,260024591,59329728371,2.87E+13,32968884129,2292949396,26432409.27,25737818.04,0.62594828
290,SSP4,2067,2369458.631,1135382143,1313857.066,91407.91651,1.25E+11,3410,260640449.5,59470248613,2.85E+13,32976058466,2294216682,26465784.44,25893828.54,0.606152793
291,SSP4,2068,2374560.145,1126203885,1314105.771,91453.69169,1.24E+11,3410,261201616,59598289791,2.83E+13,32982300615,2295365578,26503986.96,26045783.88,0.586840001
292,SSP4,2069,2379213.142,1117090845,1314322.137,91495.18317,1.23E+11,3410,261713445.7,59715073817,2.80E+13,32987731127,2296406959,26527381.28,26193730.8,0.568026341
293,SSP4,2070,2383464.044,1108044904,1314510.353,91532.78573,1.22E+11,3410,262181044.8,59821765768,2.78E+13,32992455102,2297350733,26618153.59,26337725.17,0.549728392
294,SSP4,2071,2389662.419,1099065541,1314674.068,91566.85884,1.21E+11,3410,262862866.1,59977336706,2.76E+13,32996564126,2298205923,26659865.79,26477832.03,0.531962652
295,SSP4,2072,2395772.85,1090141651,1314816.462,91597.72967,1.20E+11,3410,263535013.5,60130700371,2.74E+13,33000138018,2298980739,26891793.93,26614125.55,0.514745748
296,SSP4,2073,2401847.272,1081259850,1314940.303,91625.69575,1.19E+11,3410,264203200,60283160263,2.71E+13,33003246263,2299682650,26927120.13,26746689.03,0.498094451
297,SSP4,2074,2407935.998,1072406544,1315048.003,91651.02761,1.18E+11,3410,264872959.8,60435979147,2.69E+13,33005949396,2300318446,26965057.39,26875614.92,0.482025605
298,SSP4,2075,2414087.768,1063568191,1315141.662,91673.97109,1.17E+11,3410,265549654.5,60590380373,2.67E+13,33008300115,2300894297,26991978.3,27001004.83,0.466556418
299,SSP4,2076,2420019.842,1054727808,1315223.107,91694.74946,1.16E+11,3410,266202182.7,60739267512,2.65E+13,33010344272,2301415806,27073266.49,27122969.47,0.451704088
300,SSP4,2077,2426081.376,1045854311,1315293.928,91713.5655,1.15E+11,3410,266868951.3,60891403903,2.62E+13,33012121791,2301888064,27033512.28,27241628.73,0.437486263
301,SSP4,2078,2432313.847,1036912970,1315355.51,91730.60324,1.14E+11,3410,267554523.2,61047830617,2.60E+13,33013667401,2302315688,27081940.02,27357111.64,0.423920715
302,SSP4,2079,2438757.353,1027869166,1315409.055,91746.02971,1.13E+11,3410,268263308.8,61209554015,2.58E+13,33015011328,2302702872,27028534.06,27469556.35,0.411025504
303,SSP4,2080,2445450.794,1018688190,1315455.613,91759.99643,1.12E+11,3410,268999587.3,61377550438,2.56E+13,33016179860,2303053418,27041527.82,27579110.16,0.398819009
304,SSP4,2081,2446677.046,1009353781,1315496.094,91772.64082,1.11E+11,3410,269134475.1,61408327735,2.53E+13,33017195871,2303370775,27082273.47,27685929.52,0.387319811
305,SSP4,2082,2447992.22,999922990,1315531.29,91784.08749,1.10E+11,3410,269279144.2,61441336855,2.51E+13,33018079244,2303658071,27223933.56,27790180.01,0.376546852
306,SSP4,2083,2449417.853,990470963,1315561.891,91794.44942,1.09E+11,3410,269435963.8,61477118331,2.49E+13,33018847290,2303918142,27480318.78,27892036.37,0.366519243
307,SSP4,2084,2450974.009,981073102,1315588.497,91803.82902,1.08E+11,3410,269607141,61516175762,2.46E+13,33019515062,2304153557,27526742.17,27991682.47,0.357256438
308,SSP4,2085,2452679.56,971804658,1315611.628,91812.31908,1.07E+11,3410,269794751.5,61558982811,2.44E+13,33020095631,2304366647,27839254.7,28089311.31,0.348778045
