,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT,speed
309,SSP4,2086,2453912.633,962734049,1315631.739,91820.00372,1.06E+11,3410,269930389.7,61589931322,2.42E+13,33020600395,2304559521,28150368.92,28185125.06,0.341103945
310,SSP4,2087,2455277.805,953901915,1315649.224,91826.95913,1.05E+11,3410,270080558.6,61624195310,2.39E+13,33021039237,2304734093,28197037.81,28279335,0.334254126
311,SSP4,2088,2456788.143,945342005,1315664.425,91833.25432,1.04E+11,3410,270246695.7,61662102772,2.37E+13,33021420766,2304892093,28383847.4,28372161.59,0.328248856
312,SSP4,2089,2458456.607,937088003,1315677.641,91838.95183,1.03E+11,3410,270430226.8,61703979003,2.35E+13,33021752466,2305035093,28462006.19,28463834.4,0.323108281
313,SSP4,2090,2460296.483,929173779,1315689.131,91844.10828,1.02E+11,3410,270632613.2,61750157433,2.33E+13,33022040842,2305164513,28563589.7,28554592.15,0.31885285
314,SSP4,2091,2461886.911,921621180,1315699.12,91848.77495,1.01E+11,3410,270807560.2,61790075033,2.31E+13,33022291553,2305281641,28975473.56,28644682.7,0.315502852
315,SSP4,2092,2463604.452,914404785,1315707.804,91852.99829,1.01E+11,3410,270996489.7,61833183032,2.30E+13,33022509517,2305387640,29087640.45,28734363.06,0.313078581
316,SSP4,2093,2465461.842,907487434,1315715.354,91856.82034,99823617740,3410,271200802.6,61879801036,2.28E+13,33022699011,2305483569,29178801.18,28823899.39,0.31160018
317,SSP4,2094,2467473.956,900831789,1315721.918,91860.27919,99091496790,3410,271422135.2,61930302410,2.26E+13,33022863753,2305570382,29285537.64,28913566.97,0.311087601
318,SSP4,2095,2469658.441,894400731,1315727.624,91863.4093,98384080410,3410,271662428.5,61985130073,2.24E+13,33023006974,2305648943,29286887.2,29003650.23,0.31156051
319,SSP4,2096,2471398.215,888157009,1315732.585,91866.24188,97697270990,3410,271853803.7,62028796080,2.23E+13,33023131488,2305720037,29263004.33,29094442.74,0.313038245
320,SSP4,2097,2473324.729,882063406,1315736.898,91868.80519,97026974660,3410,272065720.2,62077149012,2.21E+13,33023239739,2305784373,29246259.32,29186247.24,0.315539614
321,SSP4,2098,2475466.793,876082660,1315740.648,91871.12479,96369092600,3410,272301347.2,62130911953,2.20E+13,33023333844,2305842592,29144897.64,29279375.55,0.319082884
322,SSP4,2099,2477858.917,870177492,1315743.907,91873.22384,95719524120,3410,272564480.8,62190951065,2.18E+13,33023415657,2305895275,29187958.68,29374148.71,0.323685705
323,SSP4,2100,2480542.215,864310738,1315746.741,91875.1233,95074181180,3410,272859643.7,62258298278,2.17E+13,33023486784,2305942949,29228857.52,29470896.83,0.329364871
