,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT,speed
214,SSP3,2072,2076089.871,1478618612,1572809.42,109095.866,2.22E+11,4650,311413480.7,52107084346,3.71E+13,39475416869,2738160603,25148032.5,25207814.8,0.2888269
215,SSP3,2073,2093292.98,1481211687,1573223.681,109214.2108,2.22E+11,4650,313993947,52538859414,3.72E+13,39485814274,2741130898,25260462.01,25280145.21,0.286936424
216,SSP3,2074,2111029.298,1483961380,1573586.991,109323.1251,2.23E+11,4650,316654394.7,52984017318,3.72E+13,39494932862,2743864503,25323165.93,25352142.46,0.284797643
217,SSP3,2075,2129293.817,1486860459,1573905.567,109423.3062,2.23E+11,4650,319394072.6,53442432375,3.73E+13,39502928688,2746378915,25368127.47,25423717.13,0.282321939
218,SSP3,2076,2148459.385,1489906548,1574184.879,109515.4079,2.23E+11,4650,322268907.7,53923462533,3.74E+13,39509939040,2748690544,25418938.69,25494756.58,0.279421977
219,SSP3,2077,2168071.669,1493116228,1574429.736,109600.0421,2.24E+11,4650,325210750.3,54415704680,3.75E+13,39516084646,2750814750,25583414.85,25565125.04,0.276011488
220,SSP3,2078,2188112.42,1496511062,1574644.368,109677.7805,2.24E+11,4650,328216863,54918700783,3.76E+13,39521471607,2752765880,25776166.71,25634663.55,0.27200538
221,SSP3,2079,2208561.034,1500112592,1574832.487,109749.1563,2.25E+11,4650,331284155.1,55431933695,3.77E+13,39526193142,2754557316,25875157.46,25703190,0.267319464
222,SSP3,2080,2229395.331,1503942280,1574997.355,109814.6658,2.26E+11,4650,334409299.7,55954846753,3.77E+13,39530331111,2756201517,25926537.41,25770499.09,0.261870569
223,SSP3,2081,2247739.088,1508016238,1575141.836,109874.7704,2.26E+11,4650,337160863.3,56415250565,3.78E+13,39533957388,2757710064,25992563.15,25836362.38,0.255576304
224,SSP3,2082,2266427.936,1512328745,1575268.443,109929.8987,2.27E+11,4650,339964190.4,56884315696,3.80E+13,39537135052,2759093709,25990763.76,25900528.21,0.248354776
225,SSP3,2083,2285441.373,1516868808,1575379.381,109980.4477,2.28E+11,4650,342816206,57361527581,3.81E+13,39539919450,2760362422,26068679.52,25962721.83,0.240124899
226,SSP3,2084,2304761.656,1521625219,1575476.584,110026.7854,2.28E+11,4650,345714248.4,57846440892,3.82E+13,39542359124,2761525436,26147881.44,26022645.27,0.230805683
227,SSP3,2085,2324375.094,1526586993,1575561.75,110069.252,2.29E+11,4650,348656264.1,58338711994,3.83E+13,39544496684,2762591291,26146757.95,26079977.39,0.220316284
228,SSP3,2086,2344816.03,1531742838,1575636.367,110108.162,2.30E+11,4650,351722404.5,58851752202,3.84E+13,39546369461,2763567881,26155495.94,26134373.9,0.208575748
229,SSP3,2087,2365437.149,1537081147,1575701.739,110143.8058,2.31E+11,4650,354815572.4,59369314773,3.86E+13,39548010209,2764462492,26167807.49,26185467.33,0.195502788
230,SSP3,2088,2386241.858,1542589839,1575759.009,110176.4512,2.31E+11,4650,357936278.7,59891485198,3.87E+13,39549447621,2765281847,26192702.51,26232867.07,0.181015438
231,SSP3,2089,2407243.835,1548257087,1575809.182,110206.3451,2.32E+11,4650,361086575.3,60418606775,3.89E+13,39550706881,2766032145,26215284.38,26276159.3,0.16503048
232,SSP3,2090,2428468.946,1554071057,1575853.134,110233.7149,2.33E+11,4650,364270342,60951328739,3.90E+13,39551810036,2766719091,26197338.17,26314907.05,0.147463537
233,SSP3,2091,2450507.889,1560016517,1575891.638,110258.77,2.34E+11,4650,367576183.4,61504476776,3.92E+13,39552776424,2767347941,26192442.01,26348650.2,0.128228279
234,SSP3,2092,2472808.738,1566065389,1575925.367,110281.7031,2.35E+11,4650,370921310.7,62064198316,3.93E+13,39553622982,2767923530,26202749.53,26376905.44,0.107235999
235,SSP3,2093,2495444.973,1572186434,1575954.914,110302.691,2.36E+11,4650,374316746,62632337612,3.95E+13,39554364560,2768450300,26204278.2,26399166.3,0.08439528
236,SSP3,2094,2518511.344,1578348213,1575980.796,110321.8967,2.37E+11,4650,377776701.6,63211272724,3.96E+13,39555014173,2768932337,26203554.87,26414903.13,0.05961108
237,SSP3,2095,2542126.523,1584519401,1576003.468,110339.4696,2.38E+11,4650,381318978.4,63803982185,3.98E+13,39555583214,2769373393,26230209.52,26423563.15,0.032784597
238,SSP3,2096,2566942.541,1590668732,1576023.328,110355.547,2.39E+11,4650,385041381.2,64426831115,3.99E+13,39556081671,2769776913,26275023.77,26424570.34,0.003811717
239,SSP3,2097,2592657.22,1596764784,1576040.725,110370.2547,2.40E+11,4650,388898583.1,65072235236,4.01E+13,39556518301,2770146057,26379151.58,26417325.61,-0.027416644
240,SSP3,2098,2619479.833,1602776217,1576055.963,110383.7084,2.40E+11,4650,392921975,65745447013,4.02E+13,39556900762,2770483727,26389347.72,26401206.61,-0.061016775
241,SSP3,2099,2647656.092,1608671764,1576069.311,110396.0141,2.41E+11,4650,397148413.8,66452633495,4.04E+13,39557235779,2770792584,26554570.69,26375567.88,-0.09711198
242,SSP3,2100,2677471.703,1614420013,1576081.003,110407.2689,2.42E+11,4650,401620755.4,67200965528,4.05E+13,39557529235,2771075065,26801538.75,26339740.76,-0.135834486
